query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate
LGFQ01000086.1	NZ_JADEVE010000003.1	92.7499	92.7499	0.6033	0.4217	0.15007	72	0.8019	171	inf	0.4727	92.6409	93.0016	1.7831	8.28	AlfI:93.34,AloI:91.84,BcgI:93.25,FalI:91.55	1001	72	1650	37	10.61111111111111	ok	92.7499	uniform
LGGV01000121.1	JAAYDT010000033.1	93.4602	93.7627	0.5003	0.3837	0.18047	50	0.7836	129	7.405	0.5521	93.4934	94.4548	1.9106	5.87	AlfI:93.73,AloI:95.00,BcgI:93.44,FalI:93.09	714	50	972	28	10.34	ok	93.4602	gamma
LFTK01000143.1	JAAYLD010000078.1	90.3656	91.2145	0.3063	0.3173	0.23888	38	0.6058	177	5.962	0.3687	90.9448	92.6166	1.3439	0.64	AlfI:91.42,AloI:92.13,BcgI:91.30,FalI:90.78	575	38	881	21	8.157894736842104	ok	90.3656	gamma
LQHI01000001.1	SOKQ01000013.1	95.0158	95.0158	0.2372	0.3004	0.25649	19	0.8565	33	inf	0.6424	94.9278	95.1480	2.0458	1.08	AlfI:95.54,AloI:93.50,BcgI:95.15,FalI:94.63	266	19	340	27	11.368421052631579	ok	95.0158	uniform
CP010514.1	APJZ01000001.1	92.2084	92.2084	0.2362	0.2460	1.01501	3	0.3778	28	inf	0.4667	92.1844	92.4046	0.7257	0.02	AlfI:91.69,AloI:92.31,FalI:92.41	46	3	43	9	6.666666666666667	INCONSISTENT	92.2084	uniform
CP010514.1	QEFP01000001.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	35	0	0	0	0	BELOW_DETECTION	NaN	none
LRSL01000001.1	PJET01000001.1	90.1291	90.1291	0.1401	0.1413	0.34028	21	0.4319	196	inf	0.3215	89.9944	91.0640	0.8781	0.17	AlfI:89.71,AloI:90.59,BcgI:90.00,FalI:90.13	422	21	538	23	8.095238095238095	ok	90.1291	uniform
JZRA01000001.1	JADJWE010000001.1	88.5132	89.0784	0.5398	0.4481	0.13120	73	0.6667	442	12.781	0.2335	88.8905	90.7732	1.0507	1.53	AlfI:89.09,AloI:88.16,BcgI:89.21,FalI:88.70	1445	73	4219	86	13.10958904109589	ok	88.5132	gamma
LUCC01000065.1	QMXU01000001.1	94.1501	94.1501	0.1749	0.1258	0.35018	19	0.4493	152	inf	0.5923	94.8391	92.6891	1.0858	0.35	AlfI:93.53,AloI:93.60,BcgI:94.61,FalI:94.17	340	19	222	16	7.526315789473684	ok	94.1501	uniform
LUYE01000001.1	NC_017527.1	90.7230	92.4128	0.4887	0.5091	0.17773	45	0.7290	187	2.591	0.4530	91.7710	94.6974	1.2381	2.86	AlfI:91.76,AloI:92.92,BcgI:91.96,FalI:93.00	753	45	1348	29	12.177777777777777	ok	90.7230	gamma
LVBB01000001.1	JAAYBA010000016.1	93.0610	93.4250	0.4061	0.4990	0.07931	266	0.6597	1165	7.192	0.5125	93.1437	94.2735	0.4441	0.51	AlfI:93.43,AloI:93.70,BcgI:93.41,FalI:93.26	3493	266	5143	32	9.488721804511279	ok	93.0610	gamma
LUZY01000001.1	NZ_CP035108.1	78.7731	85.2312	0.3579	0.3480	0.35625	9	0.3859	191	3.165	0.1223	84.7946	91.7336	1.5705	0.56	AlfI:85.18,AloI:86.12,BcgI:84.55,FalI:85.26	323	9	1186	33	14.333333333333334	BELOW_DETECTION	85.2312	uniform_fallback
CP014335.1	NZ_BCPV01000001.1	96.5077	97.8780	0.7473	0.7332	0.04366	100	0.8815	483	0.441	0.8645	96.6654	98.5691	0.2437	0.76	AlfI:97.83,AloI:97.68,BcgI:97.93,FalI:97.85	4078	100	4787	223	36.93	ok	96.5077	gamma
LSMY01000004.1	LSMX01000004.1	87.9278	87.9278	0.6266	0.5814	0.49505	7	0.5750	51	inf	0.2326	87.6415	90.6902	7.1494	1.25	AlfI:88.71,AloI:89.38,BcgI:82.23,FalI:87.89	124	7	376	22	10.857142857142858	ok	87.9278	uniform
LVZN01000001.1	NZ_SODD01000001.1	91.3900	93.8852	0.0482	0.0490	0.44682	10	0.3874	117	1.260	0.5708	92.9541	95.8528	2.0450	0.75	AlfI:93.73,AloI:92.99,BcgI:95.03,FalI:93.69	218	10	167	14	8.4	INCONSISTENT	91.3900	gamma
MAGU01000001.1	MAGT01000001.1	89.1267	89.1267	0.2877	0.2606	0.31312	17	0.5894	108	inf	0.2465	88.9812	91.0777	4.3396	5.01	AlfI:87.54,AloI:91.88,BcgI:88.84,FalI:89.71	328	17	743	23	10.117647058823529	ok	89.1267	uniform
MEKM01000001.1	DSPT01000076.1	96.0067	96.2713	0.1358	0.2263	0.19355	44	0.6232	159	3.707	0.7430	96.0556	96.5023	0.7053	0.89	AlfI:96.69,AloI:95.98,BcgI:96.03,FalI:96.60	527	44	423	18	6.9772727272727275	ok	96.0067	gamma
MELI01000001.1	JAGXSZ010000001.1	91.8158	91.8158	0.4325	0.3346	0.18461	50	0.7897	122	inf	0.4035	91.6395	92.6221	0.6214	0.24	AlfI:91.67,AloI:92.26,BcgI:91.87,FalI:91.64	683	50	1302	37	10.16	ok	91.8158	uniform
MEQB01000001.1	MEPW01000001.1	88.9013	88.9013	0.0378	0.0805	0.74387	5	0.2296	104	inf	0.2649	88.7375	90.6036	8.6429	2.16	AlfI:87.69,AloI:81.62,BcgI:86.66,FalI:90.27	173	5	140	10	7.2	INCONSISTENT	88.9013	uniform
MEUD01000001.1	JAHJKL010000012.1	81.8853	87.0629	0.1885	0.1904	0.52787	7	0.2129	196	2.948	0.1749	86.5445	92.0732	3.5905	1.90	AlfI:89.25,AloI:88.03,BcgI:87.11,FalI:85.66	250	7	388	13	8.571428571428571	BELOW_DETECTION	87.0629	uniform_fallback
MFAC01000001.1	PFAA01000050.1	92.1424	92.1424	0.0077	0.0061	2.15171	1	0.1212	29	inf	0.4623	94.4621	81.1639	0.0000	NaN	FalI:93.35	62	1	8	5	5	INCONSISTENT	92.1424	uniform_fallback
MFCJ01000001.1	CADEFK010000001.1	92.0462	92.0462	0.2033	0.1765	0.26223	35	0.4627	252	inf	0.4196	91.8668	92.7102	1.6066	1.53	AlfI:92.35,AloI:92.22,BcgI:92.32,FalI:90.74	604	35	621	13	7.2	ok	92.0462	uniform
MFMW01000001.1	PFHP01000028.1	91.9105	91.9105	0.0194	0.0221	1.79233	1	0.0909	50	inf	0.4326	91.8489	92.0927	4.8186	2.28	BcgI:96.88,FalI:92.06	85	1	14	6	6	INCONSISTENT	91.9105	uniform
MGBT01000001.1	JACPIQ010000003.1	92.0408	92.3980	0.2199	0.1911	0.15653	75	0.5576	492	9.044	0.4406	92.1630	93.4382	1.5864	5.42	AlfI:92.75,AloI:92.00,BcgI:92.00,FalI:93.58	1304	75	1634	27	9.266666666666667	ok	92.0408	gamma
MGBV01000001.1	JACOVB010000014.1	94.5461	94.5461	0.0482	0.0826	0.24430	38	0.3035	491	inf	0.6043	94.4745	94.7777	2.0787	3.96	AlfI:94.86,AloI:95.02,BcgI:93.85,FalI:95.92	902	38	421	13	6.631578947368421	INCONSISTENT	94.5461	uniform
MGBV01000001.1	JACPIQ010000003.1	94.0710	94.3170	0.3826	0.3351	0.09918	141	0.7757	405	7.624	0.5854	94.0528	94.9669	1.4690	11.14	AlfI:93.98,AloI:94.85,BcgI:94.03,FalI:95.45	2049	141	2741	48	10.936170212765957	ok	94.0710	gamma
MGCF01000001.1	JACPCH010000132.1	90.1370	90.1370	0.1194	0.1463	0.26285	34	0.3974	329	inf	0.2912	90.1802	90.0616	4.1991	5.12	AlfI:88.29,AloI:90.11,BcgI:90.12,FalI:92.49	678	34	855	14	7.382352941176471	ok	90.1370	uniform
MGCE01000001.1	MGCF01000001.1	92.2988	92.2988	0.3084	0.1835	0.16942	75	0.5981	342	inf	0.4283	92.1965	92.8047	2.2435	4.83	AlfI:92.43,AloI:91.81,BcgI:92.09,FalI:94.05	1036	75	1387	17	7.786666666666667	ok	92.2988	uniform
MGMG01000001.1	SLTK01000002.1	92.5017	93.0848	0.7217	0.6378	0.10254	104	0.9167	130	5.395	0.4878	92.7433	94.1992	0.4055	1.00	AlfI:93.35,AloI:93.01,BcgI:92.94,FalI:93.16	1662	104	3320	52	14.759615384615385	ok	92.5017	gamma
MGPQ01000001.1	JACPGB010000046.1	88.7362	89.7423	0.5102	0.4796	0.18512	38	0.7183	191	6.985	0.2887	89.4435	91.7681	1.2125	1.29	AlfI:88.85,AloI:90.06,BcgI:90.00,FalI:89.43	696	38	1936	45	13.81578947368421	ok	88.7362	gamma
MGSI01000001.1	JACPSF010000036.1	97.0632	97.0632	0.5065	0.1840	0.08998	131	0.7977	267	inf	0.8057	96.9599	97.1398	0.0758	0.03	AlfI:97.04,AloI:97.01,BcgI:97.09,FalI:97.04	1476	131	1485	30	9.038167938931299	ok	97.0632	uniform
MGSR01000001.1	JACPDC010000044.1	96.7477	96.7477	0.3396	0.1947	0.11645	100	0.6526	355	inf	0.7814	96.5934	96.8789	1.1566	2.51	AlfI:96.45,AloI:95.83,BcgI:96.99,FalI:96.71	1200	100	998	23	7.67	ok	96.7477	uniform
MGTZ01000001.1	MGUG01000001.1	85.9488	89.0577	0.2983	0.2855	0.23931	24	0.5075	264	3.258	0.2459	88.6008	92.6429	1.0730	0.69	AlfI:89.54,AloI:88.46,BcgI:88.99,FalI:88.87	592	24	1317	28	12.333333333333334	ok	85.9488	gamma
MGVW01000001.1	MGWC01000001.1	89.8600	90.7597	0.4351	0.3614	0.21329	43	0.7522	114	6.320	0.3357	90.4570	92.7506	2.0268	4.74	AlfI:90.76,AloI:92.13,BcgI:90.11,FalI:91.40	522	43	1211	28	9.046511627906977	ok	89.8600	gamma
MHDU01000001.1	JACREW010000068.1	94.5523	94.5523	0.0604	0.0686	0.29683	28	0.2731	386	inf	0.6088	94.6017	94.5033	1.0156	0.32	AlfI:93.93,AloI:94.95,BcgI:94.71,FalI:94.55	608	28	284	11	6.178571428571429	INCONSISTENT	94.5523	uniform
MHEE01000001.1	DOHC01000156.1	94.4219	94.4219	0.0454	0.0524	0.40987	17	0.1824	354	inf	0.6056	94.7034	93.8582	1.6768	1.08	AlfI:94.05,AloI:93.79,BcgI:93.61,FalI:95.29	451	17	153	9	5.647058823529412	INCONSISTENT	94.4219	uniform
MHGN01000001.1	MHHA01000001.1	93.9236	93.9236	0.1100	0.1659	0.42039	15	0.4145	113	inf	0.5696	93.7813	94.2165	2.9429	2.62	AlfI:95.31,AloI:95.89,BcgI:93.50,FalI:92.95	247	15	170	11	6.333333333333333	ok	93.9236	uniform
MHTS01000001.1	JACOZJ010000004.1	90.5003	92.1816	0.4689	0.3257	0.35124	12	0.8165	29	2.781	0.4403	91.5088	94.5822	1.8493	1.19	AlfI:93.34,AloI:92.33,BcgI:91.49,FalI:92.27	178	12	359	24	11.75	ok	90.5003	gamma
MHYW01000001.1	JACQVQ010000002.1	95.9577	95.9577	0.3614	0.2740	0.16844	61	0.6591	209	inf	0.7269	96.0307	95.8873	0.7949	0.91	AlfI:96.54,AloI:95.94,BcgI:96.01,FalI:95.75	741	61	639	16	7.622950819672131	ok	95.9577	uniform
MIBD01000001.1	JABLXV010000001.1	93.8018	93.8018	0.3015	0.2128	0.17521	62	0.6391	275	inf	0.5504	93.9294	93.4950	1.4169	2.04	AlfI:93.27,AloI:94.22,BcgI:93.87,FalI:92.80	946	62	982	31	8.85483870967742	ok	93.8018	uniform
MNYC01000059.1	LBVV01000001.1	88.8818	88.8818	0.0368	0.0306	1.45224	2	0.1475	52	inf	0.2688	90.1357	65.7305	5.2439	0.25	AlfI:91.27,AloI:86.03,BcgI:87.69,FalI:89.29	100	2	33	6	5.5	INCONSISTENT	88.8818	uniform_fallback
MNYH01000075.1	MGPO01000001.1	90.6693	90.6693	0.3403	0.3869	0.19962	47	0.7138	166	inf	0.3370	90.4931	91.9199	1.7471	3.91	AlfI:90.33,AloI:91.00,BcgI:90.08,FalI:91.83	661	47	1414	24	9.808510638297872	ok	90.6693	uniform
MNYH01000075.1	QYPW01000132.1	92.8683	92.8683	0.1951	0.2986	0.20631	52	0.6007	240	inf	0.4807	92.8239	93.0874	1.6224	1.20	AlfI:91.69,AloI:93.31,BcgI:92.73,FalI:93.08	678	52	867	18	7.9423076923076925	ok	92.8683	uniform
MIYU01000001.1	DAHL01000021.1	91.5810	91.5810	0.4318	0.4665	0.36491	12	0.7514	43	inf	0.4063	91.3089	92.8710	2.5867	1.41	AlfI:93.01,AloI:90.42,BcgI:90.99,FalI:91.86	185	12	365	26	11.833333333333334	ok	91.5810	uniform
MPOY01000017.1	JAGVUK010000243.1	93.4397	93.4397	0.0942	0.1148	0.24696	42	0.4064	336	inf	0.5154	93.4264	93.5608	1.8714	1.23	AlfI:94.03,AloI:93.98,BcgI:93.30,FalI:92.15	818	42	523	13	6.476190476190476	ok	93.4397	uniform
MNCR01000031.1	QHTD01000191.1	92.5050	92.5050	0.2538	0.1724	0.18447	68	0.5240	387	inf	0.4452	92.4734	92.6710	2.5452	3.73	AlfI:92.18,AloI:91.27,BcgI:92.47,FalI:93.81	943	68	1122	19	7.264705882352941	ok	92.5050	uniform
MNDB01000005.1	VAWH01000036.1	90.6488	90.6488	0.1435	0.0857	0.35783	18	0.4154	159	inf	0.3220	90.5353	91.4389	5.2776	3.86	AlfI:90.10,AloI:87.87,BcgI:90.57,FalI:93.14	361	18	425	16	7.277777777777778	ok	90.6488	uniform
MNDG01000112.1	MNGW01000128.1	91.6093	91.6093	0.1630	0.1607	0.23036	45	0.5398	243	inf	0.3849	91.5480	91.8875	1.6918	2.11	AlfI:92.43,AloI:91.77,BcgI:91.34,FalI:90.74	653	45	856	13	7.333333333333333	ok	91.6093	uniform
MNRZ01000053.1	URFB01000001.1	95.8363	97.0936	0.0294	0.0437	0.44032	9	0.3014	102	0.650	0.8140	96.1523	97.7871	1.1976	0.20	AlfI:96.15,AloI:97.04,BcgI:97.35,FalI:97.25	186	9	71	8	5.888888888888889	INCONSISTENT	95.8363	gamma
MNEG01000074.1	QHTB01000081.1	91.4549	91.6968	0.5798	0.3989	0.10068	142	0.7897	402	13.549	0.3862	91.5098	92.7774	2.5621	24.57	AlfI:91.50,AloI:91.95,BcgI:91.36,FalI:93.93	2079	142	4431	35	11.633802816901408	ok	91.4549	gamma
MNEL01000027.1	QHTK01000045.1	89.2168	89.2168	0.5105	0.3503	0.17446	43	0.7027	212	inf	0.2413	89.0719	90.7837	1.3248	1.28	AlfI:88.87,AloI:89.67,BcgI:89.14,FalI:90.20	768	43	2330	48	12.651162790697674	ok	89.2168	uniform
MNGO01000055.1	VBBR01000177.1	92.0785	92.0785	0.1752	0.1015	0.34461	21	0.4981	130	inf	0.4276	91.8485	92.9475	2.9511	1.72	AlfI:89.73,AloI:91.69,BcgI:92.68,FalI:91.90	317	21	364	18	7.142857142857143	ok	92.0785	uniform
MNIR01000087.1	MNEL01000027.1	88.9234	88.9234	0.3135	0.3832	0.20829	33	0.6679	175	inf	0.2279	88.8963	89.3950	2.2186	3.03	AlfI:89.30,AloI:89.28,BcgI:88.53,FalI:90.75	592	33	1712	31	11.666666666666666	ok	88.9234	uniform
MNIR01000087.1	QHUM01000011.1	88.8421	88.8421	0.4023	0.3394	0.18805	51	0.6481	227	inf	0.2238	88.7733	89.6163	1.3566	0.85	AlfI:88.67,AloI:88.51,BcgI:88.84,FalI:89.87	722	51	2135	29	9.196078431372548	ok	88.8421	uniform
MTMG01000017.1	QMVI01000001.1	95.5516	95.5516	0.3734	0.5847	0.18403	55	0.7421	123	inf	0.6926	95.6420	95.4253	0.8333	0.85	AlfI:96.14,AloI:95.48,BcgI:95.31,FalI:95.56	493	55	586	24	7.4363636363636365	ok	95.5516	uniform
MWLD01000056.1	NZ_JENA01000001.1	92.0032	92.0032	0.0535	0.0480	0.54130	11	0.2332	171	inf	0.4173	92.5644	88.9091	2.5755	0.67	AlfI:92.49,AloI:90.19,BcgI:91.36,FalI:92.77	295	11	138	8	5.7272727272727275	INCONSISTENT	92.0032	uniform
MVQN01000001.1	MVRT01000001.1	90.2082	90.2082	0.0722	0.0652	0.40463	19	0.1531	520	inf	0.3145	90.0750	91.0345	1.3309	0.49	AlfI:90.89,AloI:90.93,BcgI:90.23,FalI:89.60	763	19	368	9	5.947368421052632	INCONSISTENT	90.2082	uniform
MVZQ01000001.1	JAAYWH010000058.1	94.6751	94.6751	0.2487	0.2874	0.16553	71	0.6165	298	inf	0.6166	94.4959	94.9691	0.5984	0.69	AlfI:94.48,AloI:94.31,BcgI:94.91,FalI:94.66	1005	71	913	26	7.746478873239437	ok	94.6751	uniform
MWCD01000001.1	DIWT01000030.1	94.1826	94.7842	0.4628	0.7309	0.10070	100	0.6936	596	3.355	0.6262	94.2491	95.7401	0.7919	2.14	AlfI:94.41,AloI:95.21,BcgI:94.82,FalI:94.51	2041	100	2498	68	14.49	ok	94.1826	gamma
