cluster	species	total_pairs	struct_top_pairs	ani_top_pairs	both_top_pairs	struct_enrichment_ratio	ani_enrichment_ratio	struct_p	ani_p	log2_struct_over_ani	neg_log10_min_p	struct_q	ani_q	mode	category
HROM_Genome_1540	HROM_Genome_1540	233	5	184	5	0.4291846780800078	15.793996153344288	0.9915510952336664	2.381778246661701e-190	-5.068045387423099	436.6233202977093	1.0	1.0697469538885746e-189	ani_enriched	SNV-enriched
HROM_Genome_0349	HROM_Genome_0349	276	53	197	37	3.8405808620362434	14.275366600398868	3.981160883814292e-17	2.736703103547864e-188	-1.8842418566633183	431.8792435338437	1.430472289977411e-16	1.218651552947382e-187	ani_enriched	SNV-enriched
HROM_Genome_2072	Lactobacillus paragasseri	351	42	217	16	2.3931631109350175	12.364676073164256	2.0942266610348166e-07	5.048090820217908e-186	-2.355480654598389	426.6618171804886	6.418188767053761e-07	2.2288604384182462e-185	ani_enriched	SNV-enriched
HROM_Genome_5035	HROM_Genome_5035	378	8	224	5	0.4232805502334045	11.851855406535323	0.9986805308275865	5.370921749884556e-186	-4.723108793490807	426.5998277550784	1.0	2.3514707829326497e-185	ani_enriched	SNV-enriched
HROM_Genome_0286	HROM_Genome_0286	435	83	237	62	3.816093098569779	10.896554992301658	1.106264609701736e-25	1.0789814595059976e-184	-1.508079410744258	423.59963960781033	4.399724134767973e-25	4.6845778366885386e-184	ani_enriched	SNV-enriched
HROM_Genome_1034	Prevotella marshii	300	13	201	10	0.8666669266028957	13.400004019014002	0.7387765561049123	4.092792351886911e-183	-3.899748526364499	419.96384455418473	1.0	1.7622684424240337e-182	ani_enriched	SNV-enriched
HROM_Genome_2497	Streptococcus intermedius	1275	194	378	30	3.0431381676192175	5.929413543093114	1.9342542167228684e-42	1.7624306665726394e-177	-0.9605231449995396	406.9908675431304	8.26021677797225e-42	7.526445715445453e-177	both_enriched	SNV-enriched
HROM_Genome_2857	Dialister invisus	41255	397	3393	121	0.1924615775400741	1.644892021646024	1.0	3.566800121529544e-168	-3.0937472476149974	385.56262675364866	1.0	1.498631341384591e-167	ani_enriched	SNV-enriched
HROM_Genome_1017	Prevotella baroniae	780	80	285	48	2.0512826665157293	7.307694499462286	1.8791729945238315e-09	1.153386778962934e-161	-1.826430057248226	370.57349733257223	5.933631091799492e-09	4.807316094717509e-161	ani_enriched	SNV-enriched
HROM_Genome_0403	Cryptobacterium curtum	820	257	291	103	6.268294562953401	7.097563104355796	1.1450079982346034e-127	5.561803553423724e-161	-0.1789234511299157	369.00027753626654	5.9654916708022826e-127	2.299761628042667e-160	both_enriched	SNV-enriched
HROM_Genome_3585	Saccharimonas sp015257605 [HROM_Genome_3585]	325	93	189	79	5.723078639578885	11.630772719144185	1.2170790885713658e-43	4.910775885592475e-155	-1.019159578283455	355.30925746324914	5.2841517095473466e-43	2.014578138892661e-154	ani_enriched	SNV-enriched
HROM_Genome_1216	Capnocytophaga sp905372595	52860	1045	4041	398	0.3953841518816144	1.5289448399556016	1.0	3.889911528113294e-149	-1.9506977857327883	341.7267924421567	1.0	1.583315551677364e-148	ani_enriched	SNV-enriched
HROM_Genome_4818	HROM_Genome_4818	2733	11	502	7	0.0804976458045415	3.673619835807258	1.0	4.6165892156945245e-139	-5.449417830009278	318.5296717587317	1.0	1.8645294429277882e-138	ani_enriched	SNV-enriched
HROM_Genome_0263	Pauljensenia bouchesdurhonensis	4095	128	619	25	0.6251528126524127	3.023199929936277	0.9999999984346104	8.686371222250842e-130	-2.2693359229467234	297.1743068180285	1.0	3.4812303129174534e-129	ani_enriched	SNV-enriched
HROM_Genome_1226	HROM_Genome_1226	28737	581	2392	245	0.4043568738958478	1.6647532570720618	1.0	1.7439720693230123e-124	-2.0406678279001698	284.96438622119956	1.0	6.935949985628163e-124	ani_enriched	SNV-enriched
