cluster	species	total_pairs	struct_top_pairs	ani_top_pairs	both_top_pairs	struct_enrichment_ratio	ani_enrichment_ratio	struct_p	ani_p	log2_struct_over_ani	neg_log10_min_p	struct_q	ani_q	mode
HROM_Genome_0004	Rothia mucilaginosa [HROM_Genome_0004]	434888	60526	282	98	2.7835221092946405	0.01296886023892358	0.0	1.0	7.743172250552002	25332.66144629794	0.0	1.0	structural_enriched
HROM_Genome_0381	Corynebacterium matruchotii	1599189	146079	4152	896	1.8269140647284494	0.051926335727603024	0.0	1.0	5.1366297539827235	24171.47659273306	0.0	1.0	structural_enriched
HROM_Genome_1126	Porphyromonas endodontalis [HROM_Genome_1126]	457328	61320	9608	2388	2.6816647304117813	0.4201799531930267	0.0	1.0	2.673986328602317	24057.40750624637	0.0	1.0	structural_enriched
HROM_Genome_0324	Actinomyces massiliensis	22578	32	12949	19	0.02834618619686897	11.470461408226758	1.0	0.0	-8.638240960846227	23910.48097886736	1.0	0.0	ani_enriched
HROM_Genome_0965	Prevotella sp905372445	8128	534	8025	533	1.3139767720489843	19.74656104062378	2.952831315141452e-10	0.0	-3.908329423917907	23507.172203412767	9.555435498066437e-10	0.0	ani_enriched
HROM_Genome_0997	Prevotella nigrescens	589587	29374	70427	5673	0.9964266108322811	2.389028968512462	0.7373068523371946	0.0	-1.2615745766153694	22225.194642441664	1.0	0.0	ani_enriched
HROM_Genome_1931	Peptostreptococcus sp900759325	202444	26	36171	23	0.0025686123370499366	3.573433724747433	1.0	0.0	-10.414645351503307	21991.070084405477	1.0	0.0	ani_enriched
HROM_Genome_2727	Centipeda noxia	102378	24522	21569	3517	4.790483766980333	4.213601842019362	0.0	0.0	0.18511333128896612	21164.53677463795	0.0	0.0	both_enriched
HROM_Genome_2711	HROM_Genome_2711	10878	4252	8162	3474	7.8176158766080714	15.006439507261307	0.0	0.0	-0.9406998507704082	18492.147321895274	0.0	0.0	both_enriched
HROM_Genome_0351	HROM_Genome_0351	6445	941	6311	941	2.920093971235871	19.584179651933667	9.998750735885382e-186	0.0	-2.7449499189460562	18270.98393765914	5.853201273478971e-185	0.0	ani_enriched
HROM_Genome_0389	Arachnia rubra	11935	4668	8360	3871	7.8223735233456555	14.009220791595903	0.0	0.0	-0.8406301422275658	17957.087808854612	0.0	0.0	both_enriched
HROM_Genome_2040	Bulleidia extructa	6425	471	6047	470	1.466148299658655	18.823351949120777	5.133464125718167e-16	0.0	-3.6810091881921907	16706.63833723684	1.7830232063327767e-15	0.0	ani_enriched
HROM_Genome_1920	Eubacterium_B sulci	922358	88204	416	144	1.9125768184307999	0.009020361394803101	0.0	1.0	7.726391954978876	16460.005390709928	0.0	1.0	structural_enriched
HROM_Genome_1965	Parvimonas sp015257355	16337	4801	8838	3281	5.877457844092225	10.81961516894128	0.0	0.0	-0.8803163700456539	15608.245355381718	0.0	0.0	both_enriched
HROM_Genome_1910	Mogibacterium timidum	5151	611	5101	611	2.3723555940789804	19.805868879536625	1.0587805677102089e-83	0.0	-3.0604971029016115	15009.281299383154	5.204006375254894e-83	0.0	ani_enriched
HROM_Genome_1704	HROM_Genome_1704	9790	1278	6793	1144	2.6108281579284216	13.877430107048333	1.1795112916547044e-207	0.0	-2.409702879529619	14485.09946344333	7.229710387671776e-207	0.0	ani_enriched
HROM_Genome_2645	Metamycoplasma salivarium	5456	1236	5107	1226	4.530793147760457	18.72068010162836	0.0	0.0	-2.046355059230652	14027.885912825388	0.0	0.0	ani_enriched
HROM_Genome_0242	Pauljensenia hongkongensis	36853	127	11939	22	0.06892249645383283	6.479257363482758	1.0	0.0	-6.54910136366312	13856.406279095598	1.0	0.0	ani_enriched
HROM_Genome_0316	Actinomyces dentalis	19822	3	8926	1	0.003026940671757899	9.00615747870367	1.0	0.0	-11.316523981127665	13673.449397316932	1.0	0.0	ani_enriched
HROM_Genome_3822	Nanogingivalis sp015257795 [HROM_Genome_3822]	131184	22059	2795	1011	3.3630635772772375	0.4261191667115408	0.0	1.0	2.980221841135276	12308.846518095024	0.0	1.0	structural_enriched
HROM_Genome_1056	Alloprevotella sp015257125 [HROM_Genome_1056]	294424	35793	1397	713	2.431392191891033	0.09489718358538747	0.0	1.0	4.6787774336888805	11627.49937213505	0.0	1.0	structural_enriched
HROM_Genome_2756	Allisonella pneumosintes	3873	309	3873	309	1.5956627558856864	20.000005998528362	2.324938288999386e-15	0.0	-3.6456264251207875	11604.847154810455	7.865537977718702e-15	0.0	ani_enriched
HROM_Genome_0998	Prevotella aurantiaca	13861	666	6883	617	0.9609699152312162	9.931465355159851	0.8587606328170159	0.0	-3.3684655270444557	11381.828996948132	1.0	0.0	ani_enriched
HROM_Genome_2854	Anaeroglobus geminatus	5535	759	4479	696	2.7425482480366807	16.18428669691211	2.0738896876313187e-135	0.0	-2.5602158383854707	10781.891412714522	1.1255172158915802e-134	0.0	ani_enriched
HROM_Genome_1006	Prevotella sp015256945	135558	21203	4684	1252	3.128256002499276	0.6910697125740041	0.0	1.0	2.178335450722261	10638.398533554371	0.0	1.0	structural_enriched
HROM_Genome_2863	Leptotrichia sp018128225	6093	8	4571	8	0.026259650088335286	15.004107569222572	1.0	0.0	-9.07098906328805	10354.242950317524	1.0	0.0	ani_enriched
HROM_Genome_0353	Alloscardovia omnicolens	3828	894	3657	875	4.670847795894555	19.106588802669336	0.0	0.0	-2.031704476973941	10271.0722989632	0.0	0.0	ani_enriched
HROM_Genome_0250	Pauljensenia odontolytica_A	14535	583	6607	375	0.8022018229887881	9.091161997404669	0.9999999929783818	0.0	-3.5012999588215843	10195.693421873766	1.0	0.0	ani_enriched
HROM_Genome_4816	Simonsiella muelleri	11664	194	5825	194	0.33264756204685375	9.988000252180015	1.0	0.0	-4.904539820612443	9674.459161873798	1.0	0.0	ani_enriched
HROM_Genome_5041	HROM_Genome_5041	8643	117	4895	101	0.27073940782457695	11.327088900011145	1.0	0.0	-5.380723554551577	8950.023272264183	1.0	0.0	ani_enriched
HROM_Genome_0387	Arachnia propionica	18129	529	6702	321	0.5835955195113631	7.393680853998404	1.0	0.0	-3.661996724877587	8731.268985528315	1.0	0.0	ani_enriched
HROM_Genome_2862	Leptotrichia wadei_A	346039	22	36505	18	0.0012715333588630875	2.109878421149864	1.0	0.0	-10.663973123238616	8695.516580826568	1.0	0.0	ani_enriched
HROM_Genome_0323	Actinomyces gerencseriae	4656	146	3363	115	0.6271479544212072	14.445880621359724	0.9999999998278685	0.0	-4.520990688409107	7396.364932158415	1.0	0.0	ani_enriched
HROM_Genome_1710	Oribacterium sp015258095	115311	16591	218	79	2.8776101111046133	0.03781080129110998	0.0	1.0	6.246667233035532	7289.954092351309	0.0	1.0	structural_enriched
HROM_Genome_2656	HROM_Genome_2656	4946	2133	3386	1666	8.625154224597855	13.691876326529927	0.0	0.0	-0.6665728852184889	7146.547112283317	0.0	0.0	both_enriched
HROM_Genome_2928	GN02-873 sp003260345	42255	9068	1546	431	4.292037732686195	0.7317479416335309	0.0	1.0	2.551857104148434	6909.021413728034	0.0	1.0	structural_enriched
HROM_Genome_4822	Neisseria sp000186165	222454	24998	4887	1903	2.2474765567317827	0.43937186705929365	0.0	1.0	2.3546729230553263	6873.4190051566475	0.0	1.0	structural_enriched
HROM_Genome_4990	HROM_Genome_4990	16931	5670	1802	713	6.69777532405976	2.1286404116323965	0.0	2.047983981713078e-191	1.6534766918772208	6777.444485905573	0.0	9.27825786497838e-191	structural_enriched
HROM_Genome_1047	Alloprevotella sp900095835 [HROM_Genome_1047]	44347	9083	390	143	4.096332434767473	0.17588568199486013	0.0	1.0	4.539853841801664	6548.194144070587	0.0	1.0	structural_enriched
HROM_Genome_0011	Rothia mucilaginosa [HROM_Genome_0011]	4278	919	2943	879	4.296401475607191	13.758769905018458	2.3722332376913798e-306	0.0	-1.6786111479008108	6235.002789855478	1.6479113557829452e-305	0.0	ani_enriched
HROM_Genome_1022	Prevotella sp000599605	62046	10672	2022	916	3.4400293978063803	0.6517746853789825	0.0	1.0	2.399686554817661	6138.895713572915	0.0	1.0	structural_enriched
HROM_Genome_1038	Alloprevotella tannerae	211255	23226	7176	3154	2.198859858094813	0.6793687394165323	0.0	1.0	1.6944194567914876	6079.2028699623925	0.0	1.0	structural_enriched
HROM_Genome_5074	Treponema_C lecithinolyticum	9588	484	4039	282	1.0095956302970093	8.425117253656241	0.421169883614187	0.0	-3.059608159807747	5864.8407997291415	1.0	0.0	ani_enriched
HROM_Genome_2655	CAJPPJ01 sp905372515	3201	634	2472	536	3.9612632936791563	15.445178015733243	1.5723230700921152e-192	0.0	-1.9622784518053673	5730.409905075727	9.308867267249908e-192	0.0	ani_enriched
HROM_Genome_2754	Veillonella sp900550455	21273	5712	1350	542	5.370189172359046	1.269214877920993	0.0	2.468170543886746e-18	2.0806286203238273	5542.518806270843	0.0	7.306345757755652e-18	structural_enriched
HROM_Genome_1956	CAG-793 sp013333395	32032	6997	142	60	4.368757554061655	0.08866136525321638	0.0	1.0	5.617805757408173	5441.038850112684	0.0	1.0	structural_enriched
HROM_Genome_2548	Streptococcus sobrinus	1770	170	1770	170	1.9209045309321024	20.000005998528362	1.3363956282549022e-15	0.0	-3.3763131993667437	5302.942397903081	4.580671857373711e-15	0.0	ani_enriched
HROM_Genome_0392	Arachnia sp013333945	13861	1393	4517	822	2.0099565944700966	6.517569229878984	5.126077003140683e-129	0.0	-1.696811598648153	5269.030760878633	2.6976627460972684e-128	0.0	ani_enriched
HROM_Genome_1208	Bergeyella_A cardium	1970	328	1830	318	3.3299502373184273	18.578685775282693	2.779489351539847e-80	0.0	-2.478272497982216	4988.163153692498	1.3533775253759443e-79	0.0	ani_enriched
HROM_Genome_0006	Rothia mucilaginosa_A	199302	20970	2022	165	2.1043447922707235	0.20290821029906547	0.0	1.0	3.3741496522799115	4949.650773407511	0.0	1.0	structural_enriched
HROM_Genome_2043	Bulleidia moorei	3457	43	2342	20	0.2487706849686779	13.549324283642875	1.0	0.0	-5.750889836697821	4904.590296422708	1.0	0.0	ani_enriched
HROM_Genome_3820	Nanogingivalis gingivitcus	3786	2199	2395	1370	11.616485259050148	12.65187912479541	0.0	0.0	-0.12315121222226492	4761.734435763987	0.0	0.0	both_enriched
HROM_Genome_1217	HROM_Genome_1217	59753	4843	9263	1114	1.6210069628449255	3.1004310338287313	2.369684536928554e-226	0.0	-0.9355074438877392	4578.5020714069615	1.5242044984441687e-225	0.0	both_enriched
HROM_Genome_0360	Bifidobacterium dentium	2145	271	1800	232	2.5268072846625578	16.783221816946877	4.876967199492302e-43	0.0	-2.729373496385919	4468.189280803997	2.0999172817648673e-42	0.0	ani_enriched
HROM_Genome_0383	Corynebacterium argentoratense	4465	2283	2369	1308	10.226206874499496	10.61142535509825	0.0	0.0	-0.0533358712542467	4123.035929313066	0.0	0.0	both_enriched
HROM_Genome_4823	Neisseria subflava_C	2559901	159719	30091	12984	1.2478533185771448	0.23509509957678715	0.0	1.0	2.4081125317645475	4039.931815809998	0.0	1.0	structural_enriched
HROM_Genome_3821	Nanogingivalis sp900555945	13504	3762	970	337	5.571684135549741	1.4366118052852865	0.0	3.446220166298198e-28	1.954891463820763	3786.926072590933	0.0	1.0751381476894377e-27	structural_enriched
HROM_Genome_0397	HROM_Genome_0397	1203	307	1203	307	5.103908430214636	20.000005998528362	7.126481295301916e-125	0.0	-1.9685778262478946	3604.0952127979954	3.6761354008438593e-124	0.0	ani_enriched
HROM_Genome_1037	Alloprevotella tannerae_B	18753	4273	165	90	4.557138891468655	0.17597189728348422	0.0	1.0	4.69051500023779	3485.9738494727094	0.0	1.0	structural_enriched
HROM_Genome_0399	Propionibacterium acidifaciens	1649	517	1388	517	6.2704688303451555	16.83445016734831	7.640249744234384e-255	0.0	-1.4238964094321584	3455.0805692615036	5.169571580189758e-254	0.0	ani_enriched
HROM_Genome_1701	HROM_Genome_1701	1381	21	1212	21	0.3041275350971004	17.552503454175504	0.9999999999985622	0.0	-5.817504277259754	3129.915268301859	1.0	0.0	ani_enriched
HROM_Genome_2905	HROM_Genome_2905	3559	791	1831	424	4.4450701727552495	10.289410222901218	1.9638808837432767e-274	0.0	-1.2103644455713782	3113.1432443900558	1.3462920268819043e-273	0.0	ani_enriched
HROM_Genome_2914	HROM_Genome_2914	13925	3439	1112	449	4.939319255220038	1.5971279476024083	0.0	1.155875076259238e-50	1.6283935195608272	3062.421411769854	0.0	3.885231707942342e-50	structural_enriched
HROM_Genome_1125	HROM_Genome_1125	6870	2394	314	122	6.96943440472735	0.9141196337027518	0.0	0.953145682988495	2.928592513356712	2965.1782799246666	0.0	1.0	structural_enriched
HROM_Genome_4842	HROM_Genome_4842	2270	17	1464	17	0.149779780605719	12.89868228275133	1.0	0.0	-6.3869094609344	2954.735963663316	1.0	0.0	ani_enriched
HROM_Genome_4893	Lautropia dentalis	25425	4503	2664	908	3.5421839532496837	2.095575849757308	0.0	1.4160241075201206e-271	0.7571818283426908	2696.5170285075915	0.0	7.026176762076026e-271	both_enriched
HROM_Genome_1036	Alloprevotella tannerae_A	14359	3275	520	211	4.561600365288696	0.7242846381527089	0.0	0.9999999999999992	2.65374507998569	2675.3403338358225	0.0	1.0	structural_enriched
HROM_Genome_2934	GN02-872 sp003260325	55756	7244	3804	543	2.5984655185691126	1.3645172325561712	0.0	8.063835477500147e-79	0.9291792590484317	2662.533035563905	0.0	2.897419506053501e-78	both_enriched
HROM_Genome_0971	Prevotella denticola	154719	9160	14685	1793	1.184082465285581	1.8982806771527025	3.4365119994762175e-59	0.0	-0.6808941351953292	2643.6650383062174	1.5844449130328403e-58	0.0	both_enriched
HROM_Genome_1035	Prevotella micans	5297	54	1988	11	0.20388905492175408	7.506137799711984	1.0	0.0	-5.189280522028285	2625.026547797299	1.0	0.0	ani_enriched
HROM_Genome_1003	HROM_Genome_1003	20075	3852	381	166	3.837610117376401	0.3795767016408122	0.0	1.0	3.336039994567617	2562.3724695370215	0.0	1.0	structural_enriched
HROM_Genome_1007	Prevotella sp013333285	223930	19249	2178	696	1.719198479282242	0.1945251331433697	0.0	1.0	3.1434139543566904	2548.50132724629	0.0	1.0	structural_enriched
HROM_Genome_3829	Nanogingivalis sp900556165	13127	2917	1036	367	4.44427649102668	1.5784266179991913	0.0	3.1320911651521525e-45	1.4930125394852958	2314.41766536147	0.0	1.0263015704680952e-44	structural_enriched
HROM_Genome_2925	HOT-345 sp013333295	81992	8953	1229	494	2.1838722522297838	0.2997854348252434	0.0	1.0	2.864380019574877	2303.2199854244745	0.0	1.0	structural_enriched
HROM_Genome_4902	Ottowia sp001262075	76910	2551	8532	226	0.663372972334493	2.2186978439662464	1.0	0.0	-1.7416228676016867	2275.142903840368	1.0	0.0	ani_enriched
HROM_Genome_2884	HROM_Genome_2884	3050	78	1415	62	0.5114755632410531	9.278691307513977	0.9999999999961052	0.0	-4.17247528501412	2221.1199646684745	1.0	0.0	ani_enriched
HROM_Genome_0404	Olsenella uli	741	285	739	283	7.692309999433985	19.946024875725314	9.485360735123128e-169	0.0	-1.373059401736225	2201.5136264469115	5.490969936665721e-168	0.0	ani_enriched
HROM_Genome_2037	Eggerthia catenaformis	1149	62	901	62	1.0791996274227662	15.683207488837295	0.2869294202833758	0.0	-3.850399396770255	2116.2311707083486	0.7256807182895086	0.0	ani_enriched
HROM_Genome_1042	HROM_Genome_1042	11898	2648	202	122	4.451169598596664	0.3395529678687787	0.0	1.0	3.7091816955253987	2104.9813662495762	0.0	1.0	structural_enriched
HROM_Genome_4479	Nanosyncoccus sp013332965 [HROM_Genome_4479]	9953	2387	18	10	4.796545194261751	0.03617000984361605	0.0	1.0	7.011831652181524	2061.0979401168024	0.0	1.0	structural_enriched
HROM_Genome_1368	HROM_Genome_1368	29342	4371	1852	332	2.979347904695231	1.2623546830234655	0.0	1.7326355511226088e-23	1.2386548564723652	2030.8949734439088	0.0	5.373232869850471e-23	structural_enriched
HROM_Genome_0347	Peptidiphaga gingivicola	3655	710	1380	370	3.885090084529449	7.55130185443752	2.9930020134115194e-210	0.0	-0.958284333345289	1832.5092589303308	1.8563738678421447e-209	0.0	both_enriched
HROM_Genome_1093	Porphyromonas sp018127745 [HROM_Genome_1093]	51771	6061	522	171	2.3414660013729773	0.20165735896992149	0.0	1.0	3.5361719099363706	1816.508133589648	0.0	1.0	structural_enriched
HROM_Genome_0356	Parascardovia denticolens	611	100	598	98	3.273323404014462	19.574473956006482	3.5863143200155065e-25	0.0	-2.5741557457645734	1731.454578137556	1.3943804184537903e-24	0.0	ani_enriched
HROM_Genome_2058	Limosilactobacillus fermentum	1163	5	809	4	0.08598454857492846	13.912299959423425	1.0	0.0	-7.201455651665269	1730.7500496296636	1.0	0.0	ani_enriched
HROM_Genome_4919	Haemophilus_A sputorum	23348	3570	375	179	3.058078696879658	0.3212267538739137	0.0	1.0	3.2492413053827582	1728.5885430308904	0.0	1.0	structural_enriched
HROM_Genome_2757	Dialister micraerophilus	857	186	706	171	4.340724755806622	16.476084288169222	2.3634778673962305e-64	0.0	-1.9215139300787014	1727.1307655287947	1.1194290626485784e-63	0.0	ani_enriched
HROM_Genome_0348	HROM_Genome_0348	741	118	659	116	3.1848862453796847	17.786779963603493	2.682957699340489e-28	0.0	-2.4764856003532856	1723.7290179581812	1.1006464262648778e-27	0.0	ani_enriched
HROM_Genome_2902	HROM_Genome_2902	1360	166	863	122	2.44117720276155	12.691180277007335	1.927280548059477e-25	0.0	-2.374674000457662	1721.8667426883853	7.606917920749906e-25	0.0	ani_enriched
HROM_Genome_0266	Pauljensenia sp000185285	6197	125	1703	76	0.403421131162828	5.496209490962369	1.0	0.0	-3.7627426781455746	1693.1715592693727	1.0	0.0	ani_enriched
HROM_Genome_4963	Aggregatibacter kilianii	12383	1059	2403	817	1.7104099452831734	3.8811285160674838	1.0138309804311107e-61	0.0	-1.181753215765726	1622.5926939955202	4.758612079320799e-61	0.0	ani_enriched
HROM_Genome_3430	Nanosynbacter sp900556355 [HROM_Genome_3430]	11793	2301	152	39	3.902316102994468	0.2577801163212338	0.0	1.0	3.9156932947736376	1564.4958993324808	0.0	1.0	structural_enriched
HROM_Genome_0262	Pauljensenia sp000466265 [HROM_Genome_0262]	7626	290	1768	261	0.7605562207675354	4.636770339024147	0.9999997420456622	0.0	-2.60591615029639	1472.2135706686813	1.0	0.0	ani_enriched
HROM_Genome_2708	CAJPQU01 sp905372875	6354	250	1605	31	0.7869061220698914	5.051937303688703	0.9999758438757225	0.0	-2.6801401565305616	1465.2372170286187	1.0	0.0	ani_enriched
HROM_Genome_4498	HROM_Genome_4498	15129	2577	55	29	3.4067033814665604	0.07270806596067553	0.0	1.0	5.537340845905365	1463.7386325895307	0.0	1.0	structural_enriched
HROM_Genome_2937	HROM_Genome_2937	16121	2671	22	11	3.3136912115916664	0.02729360039498939	0.0	1.0	6.8915812054931	1458.6137848569438	0.0	1.0	structural_enriched
HROM_Genome_1020	Prevotella buccae	703	66	588	53	1.8776677039870153	16.72831227188432	1.075602280107252e-06	0.0	-3.1456161695372544	1457.4022558153295	3.220625218022289e-06	0.0	ani_enriched
HROM_Genome_1940	HROM_Genome_1940	823	0	626	0	0.0	15.212641257689858	1.0	0.0	-10.29117069932186	1435.9623025810522	1.0	0.0	ani_enriched
HROM_Genome_1029	Prevotella oralis	1224	27	708	17	0.4411766029087138	11.568630920717384	0.9999998139693265	0.0	-4.687264329393359	1317.9577535003564	1.0	0.0	ani_enriched
HROM_Genome_2910	HROM_Genome_2910	435	214	433	214	9.839083410770273	19.908051947960413	1.527213417623719e-154	0.0	-1.0150543457222894	1285.8289021978069	8.5556794686232e-154	0.0	ani_enriched
HROM_Genome_3424	Saccharimonas sp010202265	3160	1058	47	25	6.69620454001361	0.29746844364899777	0.0	1.0	4.477949945676642	1266.9284692759143	0.0	1.0	structural_enriched
HROM_Genome_1117	HROM_Genome_1117	375	28	375	28	1.4933337812234508	20.000005998528362	0.0239842761719532	0.0	-3.71977908334953	1123.4219166742525	0.0640810660799365	0.0	ani_enriched
HROM_Genome_2933	GN02-872 sp002761215	1844	348	771	195	3.774404602759148	8.36225847335432	1.9646882259178596e-100	0.0	-1.1465075007023118	1115.402743776501	9.842332362530816e-100	0.0	ani_enriched
HROM_Genome_1982	HROM_Genome_1982	1431	47	687	43	0.6568834954093872	9.601680028643596	0.9993541308316649	0.0	-3.8553602949684365	1109.3383757001973	1.0	0.0	ani_enriched
HROM_Genome_0962	Olsenella_F profusa_A	406	91	387	89	4.482759965187391	19.06404512667605	1.4855211539950899e-33	0.0	-2.0823526618775574	1085.9909267929988	6.1425120732654115e-33	0.0	ani_enriched
HROM_Genome_0391	Arachnia sp905372155	1953	42	770	36	0.4301076558823303	7.885307024509389	0.9999999999685151	0.0	-4.180260210377083	1061.664102074539	1.0	0.0	ani_enriched
HROM_Genome_1019	Prevotella seregens	378	42	363	42	2.222222888725373	19.206354966840728	1.5008807606203142e-06	0.0	-3.0964206177818925	1027.3961215841723	4.468336435903907e-06	0.0	ani_enriched
HROM_Genome_0368	Corynebacterium durum	488199	16583	31550	1531	0.679354319598352	1.292506107660134	1.0	0.0	-0.9279143443465482	1024.0388270733074	1.0	0.0	not_enriched
HROM_Genome_0319	Actinomyces sp000195595	990	22	553	17	0.4444445777450747	11.171720522410286	0.9999973658597225	0.0	-4.620586410451877	1003.3211451078098	1.0	0.0	ani_enriched
HROM_Genome_1542	HROM_Genome_1542	483	11	402	11	0.4554866790555113	16.64596772548323	0.9992089987447799	0.0	-5.129283016944966	993.0551188445198	1.0	0.0	ani_enriched
HROM_Genome_0311	Actinomyces naeslundii	14143	214	2114	52	0.30262329659089793	2.989465649500739	1.0	0.0	-3.301267007529256	989.206779925778	1.0	0.0	ani_enriched
HROM_Genome_1001	HROM_Genome_1001	349	31	340	31	1.7765048308148401	19.4842465315176	0.001612511544511635	0.0	-3.4342310645121548	979.2376994469793	0.004526157951766587	0.0	ani_enriched
HROM_Genome_2906	HROM_Genome_2906	323	189	323	189	11.702789887683776	20.000005998528362	9.481886773160148e-156	0.0	-0.7715678638214158	967.6380854671708	5.369633705235258e-155	0.0	both_enriched
HROM_Genome_1039	HROM_Genome_1039	378	66	351	66	3.4920645394255865	18.57143414149062	1.1506003105315215e-18	0.0	-2.4020984435713455	958.1687574187691	4.192047285223236e-18	0.0	ani_enriched
HROM_Genome_3435	HROM_Genome_3435	4074	1030	331	140	5.056457088484097	1.6249391226099383	0.0	2.1145285766744352e-17	1.6362637294266686	942.4329989152744	0.0	6.189153867681914e-17	structural_enriched
HROM_Genome_5023	HROM_Genome_5023	1347	52	605	28	0.7720863488667222	8.982927712776286	0.9795184204238379	0.0	-3.527737632028206	927.595213110109	1.0	0.0	ani_enriched
HROM_Genome_4510	Nanosyncoccus sp905372495	2662	821	23	12	6.168296365436433	0.17280245603536903	0.0	1.0	5.127527913272437	913.321004555072	0.0	1.0	structural_enriched
HROM_Genome_4817	HROM_Genome_4817	308	6	306	6	0.3896105064648382	19.87013582970675	0.9982512640070991	0.0	-5.559303545549689	906.0473749937399	1.0	0.0	ani_enriched
HROM_Genome_2895	Fusobacterium massiliense	730	0	448	0	0.0	12.273976284028365	1.0	0.0	-9.80896417491926	873.087711159966	1.0	0.0	ani_enriched
HROM_Genome_2758	F0422 sp001553345	47451	4579	272	75	1.9299915168755424	0.11464461511031832	0.0	1.0	4.070861955263648	864.4752307049423	0.0	1.0	structural_enriched
HROM_Genome_2865	Leptotrichia sp002240055	585	0	401	0	0.0	13.709405821213458	1.0	0.0	-9.649256177517314	849.798405720497	1.0	0.0	ani_enriched
