cluster	species	total_pairs	struct_top_pairs	ani_top_pairs	both_top_pairs	struct_enrichment_ratio	ani_enrichment_ratio	struct_p	ani_p	log2_struct_over_ani	neg_log10_min_p	struct_q	ani_q	mode	category
HROM_Genome_3576	HROM_Genome_3576	1886	159	110	19	1.686108671137863	1.1664902756299682	2.4495654025813256e-10	0.0567036048319163	0.5295100543734378	22.129940307820203	7.976397342155441e-10	0.1380494304552729	not_enriched	SV-enriched
HROM_Genome_5062	Treponema_D sp905372235	2277	183	78	18	1.6073786112124242	0.6851121949430005	5.074763488365272e-10	0.9998857075193268	1.2250155039515858	21.40157100937635	1.6320689984187082e-09	1.0	structural_enriched	SV-enriched
HROM_Genome_3593	Saccharimonas sp015257605 [HROM_Genome_3593]	618	68	25	6	2.200647909223185	0.8090617313320534	1.7411516878006314e-09	0.8838978829044996	1.425606740989031	20.168719053131653	5.53134164234225e-09	1.0	structural_enriched	SV-enriched
HROM_Genome_3439	Nanosynbacter sp900555885 [HROM_Genome_3439]	293	40	4	2	2.730376245532882	0.2730376245532882	1.1012959050106951e-08	0.9997801266834578	3.169925001442312	18.324193162093685	3.456476906690193e-08	1.0	structural_enriched	SV-enriched
HROM_Genome_0455	HROM_Genome_0455	368	44	4	0	2.3913050650414345	0.2173913695492213	1.1212854056665285e-07	0.9999910661430216	3.3058084295240855	16.003619940105878	3.477319621144413e-07	1.0	structural_enriched	SV-enriched
HROM_Genome_0952	Slackia exigua	1596	129	51	0	1.6165418382269163	0.6390979360431994	1.1397739861332497e-07	0.9998281821455912	1.3303077605033358	15.987265665985438	3.5137411051800176e-07	1.0	structural_enriched	SV-enriched
HROM_Genome_3485	HROM_Genome_3485	226	31	4	1	2.743363654665395	0.3539824070535993	4.1165934203302276e-07	0.9966737670458627	2.807354922057604	14.703069669343067	1.2542369426854084e-06	1.0	structural_enriched	SV-enriched
HROM_Genome_2507	Streptococcus gordonii	4158	279	56	20	1.341991744489998	0.2693603501485301	8.045992577470797e-07	1.0	2.3065255104280027	14.032921499942857	2.43718728654784e-06	1.0	structural_enriched	SV-enriched
HROM_Genome_3353	HROM_Genome_3353	210	29	4	1	2.7619055902729643	0.380952495210064	8.281625285662828e-07	0.9938157054602064	2.712718047919529	14.00405641128463	2.4940617189770714e-06	1.0	structural_enriched	SV-enriched
HROM_Genome_0977	Prevotella melaninogenica_A	3231	217	31	13	1.3432377906780113	0.1918911129540016	1.128251709373449e-05	1.0	2.7875916672361742	11.392256190180197	3.30235472237959e-05	1.0	structural_enriched	SV-enriched
HROM_Genome_0013	Rothia mucilaginosa_B [HROM_Genome_0013]	43693	2380	85	11	1.0894196845375117	0.0389078458763397	1.2008505976257995e-05	1.0	4.79919639867044	11.329895327923731	3.4952131919722996e-05	1.0	structural_enriched	SV-enriched
HROM_Genome_1098	Porphyromonas sp000467855	102938	5372	508	148	1.0437353768685458	0.0987002180657522	0.0006987044995393	1.0	3.401273898457646	7.26628265255351	0.0020001376058241	1.0	structural_enriched	SV-enriched
HROM_Genome_0019	Rothia sp001808955 [HROM_Genome_0019]	1944	125	10	0	1.2860086161605169	0.1028806892928413	0.0030448956454159	1.0	3.5792261311720117	5.794288649206899	0.008438248038626	1.0	structural_enriched	SV-enriched
HROM_Genome_1964	Parvimonas micra	4768	280	72	5	1.1744969965578735	0.302013513400596	0.0037764522648448	1.0	1.9519478705938584	5.578970264342328	0.0104102202644665	1.0	structural_enriched	SV-enriched
HROM_Genome_0966	Prevotella koreensis	3860	228	151	15	1.1813475045762865	0.7823836543465758	0.0063559178720714	0.9994187495482046	0.5928763715851186	5.0583689517140815	0.0174285958492064	1.0	not_enriched	SV-enriched
HROM_Genome_3456	Nanosynbacter sp900555425	282	23	10	2	1.63120616300054	0.7092200708698001	0.0154633065283866	0.901143947694755	1.1622714288988771	4.169285382340135	0.0419603265692158	1.0	structural_enriched	SV-enriched
