query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	synteny_score	breakpoint_count	ani_gated	gate	flag
JABFWJ010000477.1	GCA_005883965.1	93.0470	93.0470	0.0005	0.0008	2.11366	1	1.0000	0	93.0470	uniform_fallback	INCONSISTENT
JABFWJ010000477.1	GCA_013821525.1	92.3330	92.3330	0.0062	0.0071	0.69031	7	1.0000	0	92.3330	uniform	ok
CP046178.1	GCA_013001685.1	87.8321	87.8321	0.0572	0.0550	0.78158	5	0.8519	4	87.8321	uniform	BELOW_DETECTION
JABFWF010000096.1	GCA_017990895.1	96.1708	96.1708	0.0007	0.0004	1.50428	1	1.0000	0	96.1708	uniform	ok
JABFWF010000096.1	GCA_013298265.1	96.0938	96.0938	0.0005	0.0003	1.71247	1	1.0000	0	96.0938	uniform_fallback	INCONSISTENT
JABFWF010000096.1	GCA_011391855.1	95.2500	95.2500	0.0007	0.0005	1.82906	1	1.0000	0	95.2500	uniform	ok
JABFWF010000096.1	GCA_013426785.1	94.9640	94.9640	0.0007	0.0006	1.68508	1	1.0000	0	94.9640	uniform	ok
JABFWF010000096.1	GCF_017837635.1	94.8496	94.8496	0.0013	0.0009	1.66218	1	1.0000	0	94.8496	uniform	ok
JABFWF010000096.1	GCA_012510865.1	94.4066	94.4066	0.0007	0.0007	1.89112	1	1.0000	0	94.4066	uniform	INCONSISTENT
JABFWF010000096.1	GCA_002796985.1	93.7972	93.7972	0.0006	0.0003	1.95352	1	1.0000	0	93.7972	uniform	ok
JABFWF010000096.1	GCA_012516015.1	93.7906	93.7906	0.0007	0.0005	1.83902	1	1.0000	0	93.7906	uniform_fallback	INCONSISTENT
JABFWF010000096.1	GCA_013362045.1	93.7371	93.7371	0.0011	0.0009	1.97221	1	1.0000	0	93.7371	uniform	ok
JABFWF010000096.1	GCA_002429615.1	92.5817	92.5817	0.0027	0.0018	1.04748	4	1.0000	0	92.5817	uniform_fallback	INCONSISTENT
JABFWF010000096.1	GCA_014171555.1	92.5693	92.5693	0.0016	0.0009	1.27743	2	1.0000	0	92.5693	uniform_fallback	INCONSISTENT
JABFWF010000096.1	GCA_013360485.1	92.3876	92.3876	0.0007	0.0004	2.21983	1	1.0000	0	92.3876	uniform_fallback	INCONSISTENT
JABFWF010000096.1	GCA_002363385.1	91.9190	91.9190	0.0032	0.0020	1.10286	3	1.0000	0	91.9190	uniform	ok
JABFWF010000096.1	GCA_002387845.1	91.5360	91.5360	0.0013	0.0007	1.91650	1	1.0000	0	91.5360	uniform	ok
JABFWF010000096.1	GCA_009996615.1	91.1735	91.1735	0.0058	0.0037	0.94014	3	1.0000	0	91.1735	uniform	INCONSISTENT
JABFWF010000096.1	GCA_016182785.1	90.5088	90.5088	0.0024	0.0018	1.44100	2	1.0000	0	90.5088	uniform_fallback	INCONSISTENT
JABFWF010000096.1	GCA_011526085.1	90.4074	90.4074	0.0433	0.0270	0.41452	15	1.0000	0	90.4074	uniform	ok
JABFWF010000096.1	GCA_002359895.1	89.6644	89.6644	0.0016	0.0011	1.98360	1	1.0000	0	89.6644	uniform_fallback	INCONSISTENT
JABFWF010000096.1	GCA_013141175.1	89.2787	89.2787	0.0183	0.0111	0.68222	6	1.0000	0	89.2787	uniform	ok
JABFWF010000096.1	GCA_013361435.1	89.2780	89.2780	0.0237	0.0140	0.58974	7	1.0000	0	89.2780	uniform	INCONSISTENT
JABFWF010000096.1	GCA_002345545.1	89.1081	89.1081	0.0021	0.0015	1.91680	1	1.0000	0	89.1081	uniform_fallback	INCONSISTENT
CP046181.1	GCA_013203245.1	92.0423	92.0423	0.0053	0.0071	2.01626	1	1.0000	0	92.0423	uniform	INCONSISTENT
CP046181.1	GCA_013215285.1	91.3339	91.3339	0.0067	0.0078	1.95943	1	1.0000	0	91.3339	uniform	INCONSISTENT
CP046181.1	GCA_013911135.1	87.5452	87.5452	0.0630	0.0685	0.96261	3	0.8947	2	87.5452	uniform	BELOW_DETECTION
PKTX01000066.1	GCA_011328915.1	98.2536	98.2536	0.0010	0.0007	0.71096	1	1.0000	0	98.2536	uniform	ok
CP054864.1	GCA_011526165.1	92.7387	92.7387	0.0008	0.0010	1.82032	1	1.0000	0	92.7387	uniform	INCONSISTENT
CP054864.1	GCA_002470165.1	89.7125	89.7125	0.0532	0.0715	0.38277	18	0.8455	17	89.7125	uniform	INCONSISTENT
CP054864.1	GCA_002345845.1	89.1473	89.1473	0.0899	0.0672	0.30871	25	0.8605	24	89.1473	uniform	INCONSISTENT
CP054864.1	GCA_002440665.1	88.2120	89.3928	0.6054	0.6143	0.12036	69	0.9386	68	88.2120	gamma	ok
CP054864.1	GCA_002840785.1	88.1632	88.1632	0.1223	0.0986	0.29126	29	0.8486	28	88.1632	uniform	BELOW_DETECTION
CP054864.1	GCA_012026885.1	87.1945	87.8819	0.3375	0.3920	0.18266	43	0.9121	42	87.1945	gamma	BELOW_DETECTION
CP054864.1	GCA_011391255.1	85.8699	89.3193	0.0191	0.0195	0.70162	5	0.8710	4	85.8699	gamma	INCONSISTENT
CP054864.1	GCA_016214145.1	85.6251	85.6251	0.0099	0.0101	1.29386	1	1.0000	0	85.6251	uniform_fallback	BELOW_DETECTION
CP054864.1	GCA_013335535.1	84.5789	87.6852	0.2478	0.2071	0.22025	32	0.9003	31	84.5789	gamma	BELOW_DETECTION
JACJID010000001.1	GCA_002529455.1	98.4375	98.4375	0.0002	0.0002	1.09619	1	1.0000	0	98.4375	uniform	INCONSISTENT
JACJID010000001.1	GCA_002729525.1	91.2183	91.2183	0.0007	0.0014	1.51869	1	1.0000	0	91.2183	uniform	INCONSISTENT
JACJID010000001.1	GCA_009379955.1	88.0985	88.0985	0.0016	0.0026	1.57067	1	1.0000	0	88.0985	uniform	BELOW_DETECTION
JACJID010000001.1	GCA_002441465.1	88.0003	88.0003	0.0007	0.0023	1.98691	1	1.0000	0	88.0003	uniform_fallback	BELOW_DETECTION
JACJID010000001.1	GCA_002482525.1	87.9561	87.9561	0.0007	0.0026	1.92616	1	1.0000	0	87.9561	uniform	BELOW_DETECTION
JACJID010000001.1	GCF_016862995.1	86.1604	86.1604	0.0018	0.0020	1.73706	1	1.0000	0	86.1604	uniform_fallback	BELOW_DETECTION
JAALOD010000001.1	GCA_003219115.1	98.4375	98.4375	0.0001	0.0001	1.09619	1	1.0000	0	98.4375	uniform	ok
JAALOD010000001.1	GCA_003218395.1	88.7230	88.7230	0.0073	0.0084	1.16532	2	1.0000	0	88.7230	uniform	ok
JACJGO010000010.1	GCA_013288945.1	96.5663	96.5663	0.0011	0.0020	1.46521	1	1.0000	0	96.5663	uniform	ok
JACJGO010000010.1	GCA_013286315.1	95.9319	95.9319	0.0011	0.0019	1.55845	1	1.0000	0	95.9319	uniform	ok
JACJGO010000010.1	GCA_013327885.1	83.4784	87.2241	0.2956	0.2902	0.21272	26	0.9726	9	83.4784	gamma	BELOW_DETECTION
CP050293.1	GCA_012517025.1	95.4839	95.4839	0.0001	0.0002	1.66795	1	1.0000	0	95.4839	uniform_fallback	INCONSISTENT
CP050293.1	GCA_019243195.1	94.3089	94.3089	0.0001	0.0001	2.08891	1	1.0000	0	94.3089	uniform_fallback	INCONSISTENT
CP050293.1	GCA_013823325.1	93.9302	93.9302	0.0006	0.0008	1.25199	2	0.8889	1	93.9302	uniform	INCONSISTENT
CP050293.1	GCA_002389665.1	93.7410	93.7410	0.0001	0.0003	2.02363	1	1.0000	0	93.7410	uniform_fallback	INCONSISTENT
CP050293.1	GCA_011050685.1	93.5681	93.5681	0.0003	0.0004	1.79662	1	1.0000	0	93.5681	uniform	INCONSISTENT
CP050293.1	GCA_000017645.1	93.5591	93.5591	0.0001	0.0002	1.87863	1	1.0000	0	93.5591	uniform_fallback	INCONSISTENT
CP050293.1	GCA_002336975.1	90.1075	90.1075	0.0019	0.0048	1.07624	3	0.8571	2	90.1075	uniform	INCONSISTENT
CP050293.1	GCA_900469965.1	85.2773	89.7463	0.0050	0.0073	0.76347	4	0.8846	3	89.7463	uniform_fallback	INCONSISTENT
CP050293.1	GCA_900465675.1	89.6569	89.6569	0.0034	0.0040	0.85103	4	0.8636	3	89.6569	uniform	INCONSISTENT
CP050293.1	GCA_002706335.1	89.4133	89.4133	0.0021	0.0035	1.18891	2	0.9091	1	89.4133	uniform	INCONSISTENT
CP050293.1	GCA_002708825.1	89.3104	89.3104	0.0053	0.0093	0.76313	4	0.8889	3	89.3104	uniform	INCONSISTENT
CP050293.1	GCA_017644005.1	88.6076	88.6076	0.0023	0.0049	1.26182	2	0.8889	1	88.6076	uniform	INCONSISTENT
CP050293.1	GCA_013693735.1	85.5839	85.5839	0.0041	0.0091	1.22270	1	1.0000	0	85.5839	uniform_fallback	BELOW_DETECTION
CP050293.1	GCA_009846685.1	84.9437	84.9437	0.0039	0.0084	1.35865	1	1.0000	0	84.9437	uniform	BELOW_DETECTION
BJFP01000001.1	GCA_014193395.1	99.1412	99.3251	0.0063	0.0039	0.14712	15	0.9882	1	99.1412	gamma	ok
BJFU01000001.1	GCA_000428345.2	94.5690	94.5690	0.2514	0.3548	0.26476	29	0.9775	5	94.5690	uniform	ok
JABXIG010000022.1	GCA_002695185.1	91.6678	97.5431	0.0021	0.0017	0.91504	1	1.0000	0	91.6678	gamma	ok
BJFY01000001.1	GCA_010031635.1	99.1870	99.1870	0.0006	0.0005	0.80970	1	1.0000	0	99.1870	uniform	ok
BJFY01000001.1	GCA_013205455.1	95.1141	95.1141	0.3190	0.4026	0.17736	60	0.8944	47	95.1141	uniform	ok
JABXIA010000249.1	GCA_002706095.1	96.7742	96.7742	0.0002	0.0002	1.41917	1	1.0000	0	96.7742	uniform_fallback	INCONSISTENT
JABXIA010000249.1	GCA_014872875.1	95.8659	95.8659	0.0005	0.0005	1.17167	2	1.0000	0	95.8659	uniform	ok
JABXIA010000249.1	GCA_011050685.1	95.3728	95.3728	0.0046	0.0043	0.69025	2	0.9630	1	95.3728	uniform	ok
JABXIA010000249.1	GCA_013214715.1	94.7892	94.7892	0.0002	0.0003	1.75292	1	1.0000	0	94.7892	uniform_fallback	INCONSISTENT
JABXIA010000249.1	GCA_002452815.1	94.5345	94.5345	0.0010	0.0014	1.40768	1	1.0000	0	94.5345	uniform	ok
JABXHX010000060.1	GCA_013373065.1	99.0196	99.0196	0.0012	0.0011	0.68984	1	1.0000	0	99.0196	uniform	ok
BJGS01000001.1	GCA_010031285.1	94.6176	94.6176	0.0038	0.0053	2.03240	1	1.0000	0	94.6176	uniform	INCONSISTENT
QENJ01000001.1	GCA_013180585.1	94.5054	94.5054	0.0050	0.0063	1.02151	3	1.0000	0	94.5054	uniform	INCONSISTENT
QENJ01000001.1	GCA_013180565.1	94.0908	94.0908	0.0015	0.0014	1.92091	1	1.0000	0	94.0908	uniform	INCONSISTENT
AP023361.1	GCA_000017645.1	95.2344	95.2344	0.0003	0.0002	1.84988	1	1.0000	0	95.2344	uniform	INCONSISTENT
AP023361.1	GCA_019243195.1	94.4857	94.4857	0.0001	0.0001	1.96896	1	1.0000	0	94.4857	uniform_fallback	INCONSISTENT
AP023361.1	GCA_002336975.1	93.7452	93.7452	0.0003	0.0003	2.07921	1	1.0000	0	93.7452	uniform_fallback	INCONSISTENT
AP023361.1	GCA_009908425.1	91.8824	91.8824	0.0004	0.0003	2.13159	1	1.0000	0	91.8824	uniform_fallback	INCONSISTENT
AP023361.1	GCA_009846685.1	88.4909	88.4909	0.0042	0.0036	1.71718	1	1.0000	0	88.4909	uniform	INCONSISTENT
AP023361.1	GCA_012103075.1	86.3689	86.3689	0.0094	0.0047	1.49779	1	1.0000	0	86.3689	uniform	BELOW_DETECTION
AP023361.1	GCA_013693735.1	84.9390	84.9390	0.0094	0.0085	1.62097	1	1.0000	0	84.9390	uniform	BELOW_DETECTION
NEWS02000001.1	GCA_013140455.1	96.3247	96.3247	0.0042	0.0034	0.92589	2	1.0000	0	96.3247	uniform	INCONSISTENT
NEWS02000001.1	GCA_011331925.1	89.6938	89.6938	0.0551	0.0393	0.46486	12	0.9079	7	89.6938	uniform	INCONSISTENT
NEWS02000001.1	GCA_002420115.1	89.3112	89.3112	0.0088	0.0065	1.27346	2	1.0000	0	89.3112	uniform	INCONSISTENT
NEWS02000001.1	GCA_011090425.1	88.1231	88.1231	0.0587	0.0389	0.51767	8	0.9016	6	88.1231	uniform	INCONSISTENT
NEWP02000001.1	GCA_013140455.1	96.4752	96.4752	0.0025	0.0021	1.07146	2	1.0000	0	96.4752	uniform	INCONSISTENT
NEWP02000001.1	GCA_011391455.1	92.0802	92.0802	0.0075	0.0120	0.87953	4	0.9474	1	92.0802	uniform	INCONSISTENT
NEWP02000001.1	GCA_005239475.1	88.7931	88.7931	0.0807	0.0779	0.39642	15	0.9417	6	88.7931	uniform	INCONSISTENT
BJHL01000001.1	GCA_011525805.1	92.9602	92.9602	0.0062	0.0050	0.87870	2	0.9524	1	92.9602	uniform	ok
JABXKC010000100.1	GCA_013375475.1	89.5732	89.5732	0.0839	0.0910	0.51533	11	0.9701	2	89.5732	uniform	INCONSISTENT
JACHLX010000001.1	GCA_013361955.1	94.7431	94.7431	0.0004	0.0007	1.72851	1	1.0000	0	94.7431	uniform	INCONSISTENT
JACHLX010000001.1	GCA_012396115.1	89.7420	91.1772	0.0321	0.0581	0.28151	30	0.8619	29	89.7420	gamma	INCONSISTENT
JACHLX010000001.1	GCF_016862995.1	86.3839	86.3839	0.0043	0.0037	1.28625	1	1.0000	0	86.3839	uniform	BELOW_DETECTION
JACHLX010000001.1	GCA_003725745.1	78.9522	86.0255	0.3585	0.4365	0.15380	25	0.9583	24	86.0255	uniform_fallback	BELOW_DETECTION
JACHLX010000001.1	GCA_000719105.1	85.2638	88.5980	0.4571	0.5591	0.10521	53	0.9635	52	85.2638	gamma	ok
JACAAX010000001.1	GCA_012517025.1	98.4375	98.4375	0.0002	0.0002	1.09619	1	1.0000	0	98.4375	uniform	INCONSISTENT
JACAAX010000001.1	GCA_002841195.1	96.0938	96.0938	0.0002	0.0005	1.71247	1	1.0000	0	96.0938	uniform_fallback	INCONSISTENT
JACAAX010000001.1	GCA_900465675.1	95.8355	95.8355	0.0002	0.0002	1.78134	1	1.0000	0	95.8355	uniform	INCONSISTENT
JACAAX010000001.1	GCA_003963125.1	93.7475	93.7475	0.0005	0.0004	1.80437	1	1.0000	0	93.7475	uniform_fallback	INCONSISTENT
JACAAX010000001.1	GCA_000017645.1	93.3651	93.3651	0.0004	0.0004	1.93065	1	1.0000	0	93.3651	uniform_fallback	INCONSISTENT
JACAAX010000001.1	GCA_005884765.1	93.1900	93.1900	0.0007	0.0007	1.36296	2	1.0000	0	93.1900	uniform	INCONSISTENT
JACAAX010000001.1	GCA_013377015.1	90.6929	90.6929	0.0044	0.0057	0.81269	5	1.0000	0	90.6929	uniform	INCONSISTENT
JACAAX010000001.1	GCA_013389075.1	90.6825	90.6825	0.0008	0.0017	1.90614	1	1.0000	0	90.6825	uniform_fallback	INCONSISTENT
JACAAX010000001.1	GCA_002862095.1	89.8567	89.8567	0.0006	0.0012	1.94185	1	1.0000	0	89.8567	uniform_fallback	INCONSISTENT
JACAAX010000001.1	GCF_900234795.1	89.8446	89.8446	0.0011	0.0013	1.77257	1	1.0000	0	89.8446	uniform_fallback	INCONSISTENT
JACAAX010000001.1	GCA_900469965.1	87.2753	87.2753	0.0042	0.0053	1.29771	2	1.0000	0	87.2753	uniform	BELOW_DETECTION
JACAAX010000001.1	GCA_013693735.1	86.0458	86.0458	0.0043	0.0083	1.25381	1	1.0000	0	86.0458	uniform	BELOW_DETECTION
JACAAX010000001.1	GCA_009846685.1	84.7836	84.7836	0.0047	0.0088	1.37552	1	1.0000	0	84.7836	uniform_fallback	BELOW_DETECTION
JABZFO010000129.1	GCA_002352605.1	90.9691	90.9691	0.0355	0.0577	0.48469	12	1.0000	0	90.9691	uniform	INCONSISTENT
CP025776.1	GCA_013285385.1	92.2958	92.2958	0.0049	0.0054	1.08633	2	0.9231	1	92.2958	uniform	INCONSISTENT
CP025776.1	GCA_013753875.1	91.2262	91.2262	0.0028	0.0056	1.58051	1	1.0000	0	91.2262	uniform	INCONSISTENT
CP025776.1	GCA_009830035.1	90.5357	90.5357	0.0028	0.0040	1.65474	1	1.0000	0	90.5357	uniform_fallback	INCONSISTENT
CP025776.1	GCA_002377245.1	89.0440	89.0440	0.0122	0.0140	0.83628	4	0.8636	3	89.0440	uniform	INCONSISTENT
CP025776.1	GCA_002480085.1	82.9113	85.7481	0.1102	0.1328	0.39197	11	0.8947	10	82.9113	gamma	BELOW_DETECTION
CP040556.1	GCA_015256435.1	98.4670	98.4670	0.0018	0.0023	0.68265	2	0.9000	1	98.4670	uniform	INCONSISTENT
JAAZZG010000010.1	GCA_002727895.1	88.9317	88.9317	0.0463	0.0595	0.62380	5	1.0000	0	88.9317	uniform	INCONSISTENT
JAAZZG010000010.1	GCA_012961035.1	88.4366	88.4366	0.0359	0.0359	0.77646	3	1.0000	0	88.4366	uniform	INCONSISTENT
JAAZZG010000010.1	GCA_014240365.1	87.9751	87.9751	0.0316	0.0336	0.87712	3	1.0000	0	87.9751	uniform	BELOW_DETECTION
JAAZZG010000010.1	GCA_002346745.1	86.3470	86.3470	0.0314	0.0355	1.03448	2	1.0000	0	86.3470	uniform	BELOW_DETECTION
JAAZZG010000010.1	GCA_002365325.1	86.1006	86.1006	0.0127	0.0155	1.50846	1	1.0000	0	86.1006	uniform	BELOW_DETECTION
JACAFC010000024.1	GCA_012026935.1	97.2414	97.2414	0.0003	0.0003	1.36015	1	1.0000	0	97.2414	uniform	ok
FR900491.1	GCA_900548745.1	98.6667	98.6667	0.0011	0.0012	0.93650	1	1.0000	0	98.6667	uniform	ok
JACAFD010000126.1	GCA_009885705.1	94.5128	94.5128	0.0001	0.0001	1.98507	1	1.0000	0	94.5128	uniform_fallback	INCONSISTENT
JACAFD010000126.1	GCA_011391455.1	91.3779	91.3779	0.0120	0.0205	0.86375	4	1.0000	0	91.3779	uniform	INCONSISTENT
JACAFD010000126.1	GCA_005239475.1	89.8380	89.8380	0.0519	0.0519	0.47525	11	0.9853	1	89.8380	uniform	INCONSISTENT
