query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95	flag
NC_002695.2	NZ_CP038333.1	99.9149	99.9329	0.9687	0.9688	0.00559	58	0.9921	448	0.070	0.9959	99.7903	99.9681	0.0123	0.34	AlfI:99.94,AloI:99.94,BcgI:99.93,FalI:99.93	8149	58	7004	1050	122.15517241379311	ok	99.9149	gamma	99.8254	ok
NC_002695.2	NZ_CP038339.1	99.9589	99.9633	0.9684	0.9709	0.00412	46	0.9937	337	0.070	0.9978	99.8870	99.9821	0.0134	0.41	AlfI:99.96,AloI:99.96,BcgI:99.96,FalI:99.97	8096	46	7001	1050	152.8695652173913	ok	99.9589	gamma	99.9124	ok
NC_002695.2	NZ_CP038342.1	99.9950	99.9950	0.9893	0.9900	0.00149	43	0.9943	425	inf	0.9997	99.9815	99.9983	0.0065	0.21	AlfI:100.00,AloI:100.00,BcgI:99.99,FalI:100.00	8453	43	7106	1100	167.97674418604652	ok	99.9950	uniform	99.9908	ok
NC_002695.2	NZ_CP038344.1	99.9291	99.9419	0.9567	0.9733	0.00522	48	0.9934	292	0.070	0.9965	99.8198	99.9720	0.0458	3.48	AlfI:99.93,AloI:99.97,BcgI:99.94,FalI:99.96	7934	48	6958	929	144.25	ok	99.9291	gamma	99.8523	ok
NC_002695.2	NZ_CP038346.1	99.9588	99.9634	0.9706	0.9537	0.00411	53	0.9928	446	0.070	0.9978	99.8826	99.9833	0.0252	1.26	AlfI:99.97,AloI:99.97,BcgI:99.96,FalI:99.95	8217	53	7017	1051	134.26415094339623	ok	99.9588	gamma	99.9085	ok
NC_002695.2	NZ_CP038349.1	99.9863	99.9867	0.9781	0.9891	0.00246	40	0.9946	335	0.070	0.9992	99.9697	99.9909	0.0215	0.78	AlfI:99.99,AloI:99.97,BcgI:99.99,FalI:99.99	8274	40	7056	1100	177.6	ok	99.9863	gamma	99.9821	ok
NC_002695.2	NZ_CP038351.1	99.9750	99.9766	0.9824	0.9831	0.00327	55	0.9927	499	0.070	0.9986	99.9255	99.9892	0.0200	2.44	AlfI:99.98,AloI:99.99,BcgI:99.97,FalI:99.99	8483	55	7077	1050	131.65454545454546	ok	99.9750	gamma	99.9458	ok
NC_002695.2	NZ_CP038353.1	99.9343	99.9447	0.9689	0.9793	0.00506	55	0.9925	378	0.070	0.9966	99.8401	99.9705	0.0267	1.55	AlfI:99.96,AloI:99.96,BcgI:99.94,FalI:99.93	8142	55	7013	1051	128.3272727272727	ok	99.9343	gamma	99.8705	ok
NC_002695.2	NZ_CP038355.1	99.9320	99.9434	0.9598	0.9780	0.00514	56	0.9923	395	0.070	0.9966	99.8319	99.9709	0.0180	0.79	AlfI:99.95,AloI:99.95,BcgI:99.94,FalI:99.94	8081	56	6967	1050	125.44642857142857	ok	99.9320	gamma	99.8633	ok
NC_002695.2	NZ_CP038357.1	99.9827	99.9835	0.9859	0.9812	0.00274	49	0.9936	471	0.070	0.9990	99.9442	99.9932	0.0217	0.51	AlfI:99.99,AloI:99.99,BcgI:99.98,FalI:100.00	8454	49	7077	1020	147.22448979591837	ok	99.9827	gamma	99.9615	ok
NC_002695.2	NZ_CP038360.1	99.9370	99.9459	0.9642	0.9729	0.00502	48	0.9934	325	0.070	0.9967	99.8583	99.9675	0.0246	1.32	AlfI:99.96,AloI:99.94,BcgI:99.94,FalI:99.93	8068	48	6981	1050	145.6875	ok	99.9370	gamma	99.8869	ok
NC_002695.2	NZ_CP038366.1	99.9361	99.9466	0.9711	0.9723	0.00498	47	0.9936	352	0.070	0.9968	99.8355	99.9740	0.0419	4.96	AlfI:99.95,AloI:99.97,BcgI:99.94,FalI:99.98	8094	47	7017	1048	149.70212765957447	ok	99.9361	gamma	99.8664	ok
NC_002695.2	NZ_CP038372.1	99.9922	99.9922	0.9786	0.9850	0.00188	48	0.9936	499	inf	0.9995	99.9744	99.9966	0.0104	0.51	AlfI:99.99,AloI:100.00,BcgI:99.99,FalI:100.00	8548	48	7063	1100	150.79166666666666	ok	99.9922	uniform	99.9856	ok
NC_002695.2	NZ_CP038402.1	99.9373	99.9475	0.9572	0.9620	0.00495	60	0.9917	391	0.070	0.9968	99.8364	99.9749	0.0281	2.06	AlfI:99.96,AloI:99.96,BcgI:99.94,FalI:99.93	8042	60	6955	929	116.45	ok	99.9373	gamma	99.8673	ok
NC_002695.2	NZ_CP038414.1	99.9558	99.9606	0.9660	0.9665	0.00428	53	0.9928	460	0.070	0.9976	99.8893	99.9780	0.0213	0.82	AlfI:99.97,AloI:99.96,BcgI:99.96,FalI:99.95	8236	53	6998	929	134.22641509433961	ok	99.9558	gamma	99.9145	ok
NC_002695.2	NZ_CP038416.1	99.9569	99.9619	0.9684	0.9671	0.00420	47	0.9936	355	0.070	0.9977	99.8799	99.9821	0.0100	0.20	AlfI:99.96,AloI:99.96,BcgI:99.96,FalI:99.97	8062	47	7000	1051	149.63829787234042	ok	99.9569	gamma	99.9061	ok
NC_002695.2	NZ_CP039834.1	99.9567	99.9620	0.9692	0.9817	0.00420	50	0.9934	379	0.070	0.9977	99.8753	99.9832	0.0342	4.02	AlfI:99.97,AloI:99.96,BcgI:99.95,FalI:99.99	8209	50	7008	1051	141.74	ok	99.9567	gamma	99.9021	ok
NC_002695.2	NZ_CP062778.1	99.9304	99.9425	0.9649	0.9687	0.00518	60	0.9918	427	0.070	0.9965	99.8250	99.9715	0.0178	0.91	AlfI:99.95,AloI:99.94,BcgI:99.93,FalI:99.95	8141	60	6977	1048	117.56666666666666	ok	99.9304	gamma	99.8570	ok
NC_002695.2	NZ_CP062700.1	99.9300	99.9421	0.9649	0.9730	0.00520	54	0.9926	370	0.070	0.9965	99.8273	99.9703	0.0201	1.07	AlfI:99.95,AloI:99.94,BcgI:99.93,FalI:99.95	8076	54	6974	1048	129.7962962962963	ok	99.9300	gamma	99.8591	ok
NC_002695.2	NZ_CP062702.1	99.9525	99.9586	0.9523	0.9588	0.00441	52	0.9928	331	0.070	0.9975	99.8688	99.9807	0.0336	3.18	AlfI:99.96,AloI:99.98,BcgI:99.95,FalI:99.98	7986	52	6909	930	133.28846153846155	ok	99.9525	gamma	99.8964	ok
NC_002695.2	NZ_CP062705.1	99.9545	99.9606	0.9696	0.9698	0.00428	58	0.9921	473	0.070	0.9976	99.8636	99.9844	0.0149	0.64	AlfI:99.96,AloI:99.97,BcgI:99.95,FalI:99.97	8186	58	7010	1048	122.62068965517241	ok	99.9545	gamma	99.8916	ok
NC_002695.2	NZ_CP062708.1	99.9552	99.9610	0.9696	0.9698	0.00425	58	0.9921	473	0.070	0.9976	99.8659	99.9844	0.0139	0.55	AlfI:99.96,AloI:99.97,BcgI:99.96,FalI:99.97	8186	58	7010	1048	122.63793103448276	ok	99.9552	gamma	99.8937	ok
NC_002695.2	NZ_CP062711.1	99.9552	99.9610	0.9696	0.9760	0.00425	58	0.9921	473	0.070	0.9976	99.8659	99.9844	0.0139	0.55	AlfI:99.96,AloI:99.97,BcgI:99.96,FalI:99.97	8186	58	7010	1048	122.63793103448276	ok	99.9552	gamma	99.8937	ok
NC_002695.2	NZ_CP062713.1	99.9545	99.9606	0.9696	0.9762	0.00428	58	0.9921	473	0.070	0.9976	99.8636	99.9844	0.0149	0.64	AlfI:99.96,AloI:99.97,BcgI:99.95,FalI:99.97	8186	58	7010	1048	122.62068965517241	ok	99.9545	gamma	99.8916	ok
NC_002695.2	NZ_CP062715.1	99.9513	99.9581	0.9701	0.9737	0.00441	61	0.9917	475	0.070	0.9975	99.8562	99.9832	0.0240	1.42	AlfI:99.96,AloI:99.97,BcgI:99.95,FalI:99.97	8217	61	6996	1049	116.50819672131148	ok	99.9513	gamma	99.8851	ok
NC_002695.2	NZ_CP062717.1	99.9522	99.9588	0.9740	0.9738	0.00437	60	0.9919	472	0.070	0.9975	99.8592	99.9833	0.0230	1.31	AlfI:99.96,AloI:99.97,BcgI:99.95,FalI:99.97	8224	60	7025	1049	118.85	ok	99.9522	gamma	99.8876	ok
NC_002695.2	NZ_CP062719.1	99.9504	99.9575	0.9768	0.9740	0.00443	55	0.9925	429	0.070	0.9974	99.8547	99.9827	0.0240	1.29	AlfI:99.96,AloI:99.96,BcgI:99.95,FalI:99.97	8197	55	7038	1049	129.1818181818182	ok	99.9504	gamma	99.8836	ok
NC_002695.2	NZ_CP062721.1	99.9485	99.9561	0.9768	0.9740	0.00451	55	0.9925	429	0.070	0.9973	99.8524	99.9816	0.0163	0.75	AlfI:99.96,AloI:99.96,BcgI:99.95,FalI:99.97	8197	55	7038	1049	129.16363636363636	ok	99.9485	gamma	99.8815	ok
NC_002695.2	NZ_CP062723.1	99.9546	99.9610	0.9675	0.9741	0.00426	59	0.9920	471	0.070	0.9976	99.8563	99.9867	0.0205	1.06	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.97	8200	59	7000	1048	120.42372881355932	ok	99.9546	gamma	99.8851	ok
NC_002695.2	NZ_CP062725.1	99.9498	99.9574	0.9742	0.9747	0.00444	59	0.9920	469	0.070	0.9974	99.8475	99.9844	0.0269	1.90	AlfI:99.96,AloI:99.97,BcgI:99.95,FalI:99.97	8247	59	7027	1048	120.69491525423729	ok	99.9498	gamma	99.8771	ok
NC_002695.2	NZ_CP062727.1	99.9567	99.9624	0.9702	0.9748	0.00417	55	0.9925	457	0.070	0.9977	99.8636	99.9867	0.0186	1.07	AlfI:99.97,AloI:99.97,BcgI:99.96,FalI:99.97	8190	55	7011	1049	129.23636363636365	ok	99.9567	gamma	99.8916	ok
NC_002695.2	NZ_CP062729.1	99.9574	99.9628	0.9675	0.9763	0.00415	59	0.9920	469	0.070	0.9977	99.8681	99.9861	0.0236	1.64	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.98	8202	59	7000	1049	120.47457627118644	ok	99.9574	gamma	99.8957	ok
NC_002695.2	NZ_CP062780.1	99.9554	99.9614	0.9671	0.9732	0.00423	59	0.9920	471	0.070	0.9977	99.8610	99.9861	0.0205	1.30	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.97	8202	59	6999	1049	120.44067796610169	ok	99.9554	gamma	99.8893	ok
NC_002695.2	NZ_CP062731.1	99.9560	99.9619	0.9671	0.9732	0.00421	59	0.9920	471	0.070	0.9977	99.8634	99.9861	0.0196	1.18	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.97	8202	59	6999	1049	120.45762711864407	ok	99.9560	gamma	99.8914	ok
NC_002695.2	NZ_CP062733.1	99.9564	99.9619	0.9676	0.9752	0.00420	60	0.9920	469	0.070	0.9977	99.8705	99.9844	0.0256	1.83	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.98	8206	60	7004	1049	118.55	ok	99.9564	gamma	99.8978	ok
NC_002695.2	NZ_CP062739.1	99.9563	99.9619	0.9677	0.9737	0.00420	66	0.9914	912	0.070	0.9977	99.8682	99.9850	0.0215	1.59	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.97	8471	66	7004	1049	111.60606060606061	ok	99.9563	gamma	99.8957	ok
NC_002695.2	NZ_CP062736.1	99.9561	99.9619	0.9676	0.9732	0.00420	60	0.9920	471	0.070	0.9977	99.8635	99.9861	0.0196	1.19	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.97	8207	60	7004	1049	118.53333333333333	ok	99.9561	gamma	99.8915	ok
NC_002695.2	NZ_CP062742.1	99.9559	99.9619	0.9702	0.9748	0.00420	55	0.9925	456	0.070	0.9977	99.8589	99.9873	0.0196	1.19	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.97	8207	55	7011	1049	129.23636363636365	ok	99.9559	gamma	99.8874	ok
NC_002695.2	NZ_CP062744.1	99.9572	99.9628	0.9671	0.9752	0.00416	58	0.9921	461	0.070	0.9977	99.8657	99.9867	0.0270	2.25	AlfI:99.97,AloI:99.98,BcgI:99.95,FalI:99.98	8201	58	6999	1049	122.46551724137932	ok	99.9572	gamma	99.8936	ok
NC_002695.2	NZ_CP062746.1	99.9581	99.9633	0.9681	0.9763	0.00412	59	0.9921	460	0.070	0.9978	99.8706	99.9861	0.0236	1.70	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.98	8206	59	7005	1049	120.49152542372882	ok	99.9581	gamma	99.8978	ok
NC_002695.2	NZ_CP062749.1	99.9543	99.9606	0.9707	0.9749	0.00427	56	0.9925	426	0.070	0.9976	99.8590	99.9856	0.0202	1.03	AlfI:99.96,AloI:99.97,BcgI:99.95,FalI:99.97	8134	56	7016	1049	126.33928571428571	ok	99.9543	gamma	99.8875	ok
NC_002695.2	NZ_CP062752.1	99.9538	99.9600	0.9675	0.9738	0.00431	61	0.9918	472	0.070	0.9976	99.8611	99.9844	0.0225	1.51	AlfI:99.96,AloI:99.97,BcgI:99.95,FalI:99.97	8207	61	7003	1049	116.59016393442623	ok	99.9538	gamma	99.8894	ok
NC_002695.2	NZ_CP062755.1	99.9559	99.9615	0.9708	0.9747	0.00422	58	0.9923	476	0.070	0.9977	99.8684	99.9844	0.0225	1.74	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.97	8195	58	7016	1049	122.77586206896552	ok	99.9559	gamma	99.8959	ok
NC_002695.2	NZ_CP062761.1	99.9566	99.9619	0.9725	0.9746	0.00420	57	0.9923	463	0.070	0.9977	99.8729	99.9838	0.0297	2.48	AlfI:99.97,AloI:99.98,BcgI:99.95,FalI:99.97	8208	57	7004	1049	124.71929824561404	ok	99.9566	gamma	99.8999	ok
NC_002695.2	NZ_CP062758.1	99.9551	99.9611	0.9707	0.9768	0.00425	56	0.9925	457	0.070	0.9976	99.8637	99.9850	0.0285	2.48	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.98	8211	56	7016	1049	127.01785714285714	ok	99.9551	gamma	99.8917	ok
NC_002695.2	NZ_CP062763.1	99.9547	99.9605	0.9674	0.9738	0.00429	60	0.9920	475	0.070	0.9976	99.8703	99.9826	0.0285	2.39	AlfI:99.97,AloI:99.96,BcgI:99.95,FalI:99.98	8197	60	6990	1049	118.35	ok	99.9547	gamma	99.8976	ok
NC_002695.2	NZ_CP062766.1	99.9569	99.9625	0.9708	0.9775	0.00417	58	0.9923	460	0.070	0.9977	99.8684	99.9856	0.0246	1.79	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.98	8221	58	7016	1049	122.60344827586206	ok	99.9569	gamma	99.8959	ok
NC_002695.2	NZ_CP062782.1	99.9509	99.9579	0.9771	0.9699	0.00441	55	0.9927	462	0.070	0.9974	99.8548	99.9833	0.0269	2.02	AlfI:99.97,AloI:99.97,BcgI:99.95,FalI:99.97	8257	55	7042	1049	129.63636363636363	ok	99.9509	gamma	99.8837	ok
NC_002695.2	NZ_CP062769.1	99.9456	99.9536	0.9704	0.9766	0.00464	54	0.9926	374	0.070	0.9972	99.8518	99.9786	0.0347	3.69	AlfI:99.97,AloI:99.95,BcgI:99.94,FalI:99.97	8092	54	7011	1050	130.33333333333334	ok	99.9456	gamma	99.8811	ok
NC_002695.2	NZ_CP062771.1	99.9520	99.9589	0.9772	0.9753	0.00436	57	0.9924	452	0.070	0.9975	99.8548	99.9845	0.0230	1.29	AlfI:99.96,AloI:99.96,BcgI:99.95,FalI:99.97	8202	57	7041	1049	125.01754385964912	ok	99.9520	gamma	99.8837	ok
NC_002695.2	NZ_CP062774.1	99.9508	99.9577	0.9675	0.9696	0.00443	61	0.9918	470	0.070	0.9974	99.8564	99.9826	0.0261	1.95	AlfI:99.97,AloI:99.95,BcgI:99.95,FalI:99.97	8202	61	7003	1049	116.52459016393442	ok	99.9508	gamma	99.8852	ok
NC_011353.1	NC_013008.1	99.9917	99.9919	0.9816	0.9883	0.00190	47	0.9938	470	0.070	0.9995	99.9748	99.9961	0.0120	1.06	AlfI:99.99,AloI:100.00,BcgI:99.99,FalI:100.00	8256	47	7177	1120	154.93617021276594	ok	99.9917	gamma	99.9859	ok
NC_011353.1	NZ_CP008957.1	99.9263	99.9396	0.9555	0.9801	0.00528	62	0.9916	526	0.070	0.9963	99.8180	99.9696	0.0312	1.39	AlfI:99.95,AloI:99.96,BcgI:99.93,FalI:99.94	8229	62	7072	930	115.30645161290323	ok	99.9263	gamma	99.8505	ok
NC_011353.1	NZ_CP010304.1	99.9845	99.9851	0.9755	0.9892	0.00260	50	0.9933	429	0.070	0.9991	99.9608	99.9910	0.0174	3.18	AlfI:99.99,AloI:99.98,BcgI:99.98,FalI:100.00	8133	50	7143	1120	144.26	ok	99.9845	gamma	99.9750	ok
NC_011353.1	NZ_CP015832.1	99.9308	99.9414	0.9387	0.9300	0.00524	47	0.9934	375	0.070	0.9964	99.8455	99.9650	0.0210	0.95	AlfI:99.95,AloI:99.95,BcgI:99.93,FalI:99.95	7958	47	6939	951	148.06382978723406	ok	99.9308	gamma	99.8755	ok
NC_011353.1	NZ_CP015831.1	99.9294	99.9403	0.9474	0.9622	0.00527	44	0.9939	618	0.070	0.9964	99.8441	99.9640	0.0245	1.08	AlfI:99.95,AloI:99.95,BcgI:99.93,FalI:99.96	8212	44	6984	951	161.47727272727272	ok	99.9294	gamma	99.8742	ok
NC_011353.1	NZ_CP018237.1	99.9352	99.9456	0.9447	0.9698	0.00503	66	0.9910	487	0.070	0.9967	99.8397	99.9716	0.0444	3.51	AlfI:99.95,AloI:99.98,BcgI:99.94,FalI:99.95	8130	66	6999	1118	107.74242424242425	ok	99.9352	gamma	99.8703	ok
NC_011353.1	NZ_CP018239.1	99.9567	99.9619	0.9616	0.9844	0.00418	41	0.9945	276	0.070	0.9977	99.8744	99.9834	0.0226	1.05	AlfI:99.96,AloI:99.98,BcgI:99.96,FalI:99.96	7977	41	7088	1119	171.78048780487805	ok	99.9567	gamma	99.9011	ok
NC_011353.1	NZ_CP018245.1	99.9318	99.9427	0.9566	0.9802	0.00515	51	0.9931	352	0.070	0.9965	99.8385	99.9683	0.0435	3.14	AlfI:99.95,AloI:99.97,BcgI:99.93,FalI:99.94	8017	51	7048	1118	138.62745098039215	ok	99.9318	gamma	99.8691	ok
NC_011353.1	NZ_CP018243.1	99.9523	99.9569	0.9354	0.9753	0.00449	48	0.9934	322	0.070	0.9974	99.9001	99.9708	0.0056	0.03	AlfI:99.96,AloI:99.96,BcgI:99.96,FalI:99.96	7888	48	6926	1118	144.6875	ok	99.9523	gamma	99.9240	ok
NC_011353.1	NZ_CP018252.2	99.9343	99.9457	0.9611	0.9797	0.00500	63	0.9915	513	0.070	0.9967	99.8275	99.9748	0.0364	2.03	AlfI:99.95,AloI:99.97,BcgI:99.94,FalI:99.94	8177	63	7079	1050	113.88888888888889	ok	99.9343	gamma	99.8591	ok
NC_011353.1	NZ_CP018247.1	99.9378	99.9463	0.9474	0.9774	0.00499	46	0.9937	296	0.070	0.9967	99.8615	99.9671	0.0312	0.83	AlfI:99.95,AloI:99.96,BcgI:99.94,FalI:99.93	7928	46	7022	1051	152.02173913043478	ok	99.9378	gamma	99.8897	ok
NC_011353.1	NZ_CP018241.1	99.9531	99.9575	0.9386	0.9668	0.00446	49	0.9932	309	0.070	0.9974	99.9028	99.9709	0.0258	1.40	AlfI:99.95,AloI:99.98,BcgI:99.96,FalI:99.96	7887	49	6946	1118	142.12244897959184	ok	99.9531	gamma	99.9263	ok
NC_011353.1	NZ_CP018250.1	99.9375	99.9468	0.9492	0.9796	0.00496	53	0.9928	410	0.070	0.9968	99.8501	99.9706	0.0289	1.27	AlfI:99.95,AloI:99.97,BcgI:99.94,FalI:99.96	8036	53	7040	914	133.54716981132074	ok	99.9375	gamma	99.8795	ok
NC_011353.1	NZ_CP038282.1	99.9473	99.9532	0.9502	0.9860	0.00465	46	0.9937	351	0.070	0.9972	99.8849	99.9700	0.0179	0.24	AlfI:99.96,AloI:99.96,BcgI:99.95,FalI:99.94	8002	46	7015	1050	152.95652173913044	ok	99.9473	gamma	99.9105	ok
NC_011353.1	NZ_CP038284.1	99.9178	99.9339	0.9580	0.9727	0.00552	56	0.9924	423	0.070	0.9960	99.8037	99.9660	0.0215	0.59	AlfI:99.94,AloI:99.94,BcgI:99.93,FalI:99.92	8101	56	7062	1050	126.67857142857143	ok	99.9178	gamma	99.8375	ok
NC_011353.1	NZ_CP038290.1	99.8993	99.9217	0.9637	0.9667	0.00600	47	0.9936	279	0.070	0.9952	99.7789	99.9570	0.0439	2.37	AlfI:99.94,AloI:99.95,BcgI:99.91,FalI:99.90	8022	47	7093	1048	149.14893617021278	ok	99.8993	gamma	99.8147	ok
