pairid	dnadiff_inverted_fraction	syn2b_inverted_fraction	syn2b_raw_inverted_fraction	syn2b_shared_tags	syn2b_observable_fraction	syn2b_breakpoints	se_pred_min	se_pred_raw	se_pred	resid	z	m_bin	band
GCF_001693515.2__GCF_009930815.1	0.0434364577306435	0.03424	0.03424	1577	1.0	56.0	0.021255279534978657	0.021255279534978657	0.021255279534978657	-0.009196457730643502	-0.4326669858897594	(761.0, 4886.0]	90-95
GCF_002082245.2__GCF_003600645.1	0.6808235814839217	0.38235	0.61765	68	1.0	15.0	0.0751233642437166	0.0751233642437166	0.0751233642437166	-0.06317358148392171	-0.840931208551481	(63.0, 99.0]	80-85
GCF_014298075.1__GCF_001598695.1	0.4092974514252254	0.44615	0.44615	65	1.0	2.0	0.07834390820753563	0.07834390820753563	0.07834390820753563	0.0368525485747746	0.4703945644012419	(63.0, 99.0]	80-85
GCA_900552015.1__GCF_000765235.1	0.5475899005355777	0.44379	0.55621	338	0.8401	13.0	0.03896943558790962	0.03896943558790962	0.03896943558790962	0.008620099464422326	0.2212015476841224	(291.0, 454.0]	90-95
GCA_902582155.1__GCA_902553555.1	0.624144447042615	0.25	0.75	4	0.0	0.0	0.2663085616348074	0.2663085616348074	0.2663085616348074	0.12585555295738504	0.4725929657867046	(1.999, 14.0]	85-90
GCA_000831085.1__GCA_905373305.1	0.4229108586562587	0.38889	0.38889	54	0.6667	0.0	0.083900952420498	0.083900952420498	0.083900952420498	-0.0340208586562587	-0.4054883487585655	(31.0, 63.0]	90-95
GCF_014222285.1__GCF_013343235.1	0.5224283942988835	0.42455	0.57545	497	0.5343	38.0	0.03405234535572186	0.03405234535572186	0.03405234535572186	0.05302160570111647	1.5570617867061889	(454.0, 761.0]	90-95
GCA_902634305.1__GCA_902587435.1	0.5837172874767593	0.0	0.0	6	0.0	0.0	0.0205	0.0205	0.0205	-0.5837172874767593	-28.47401402325655	(1.999, 14.0]	90-95
GCF_000421725.1__GCF_000166355.1	0.609914864311878	0.41791	0.58209	67	0.7121	2.0	0.07668715695249574	0.07668715695249576	0.07668715695249576	-0.027824864311878028	-0.3628360395354633	(63.0, 99.0]	90-95
GCA_900321605.1__GCA_017542915.1	0.5448970610204666	0.48562	0.51438	313	0.902	8.0	0.04025586085412545	0.04025586085412544	0.04025586085412544	-0.030517061020466696	-0.7580774668078994	(291.0, 454.0]	95-100
GCA_900765185.1__GCA_900765115.1	0.547406990059226	0.47649	0.52351	787	0.7464	1.0	0.02994924675439737	0.029949246754397373	0.029949246754397373	-0.023896990059225964	-0.797916229920448	(761.0, 4886.0]	90-95
GCA_902609285.1__GCA_902604835.1	0.3583060326617652	0.42857	0.42857	14	0.0	0.0	0.163490874291066	0.163490874291066	0.163490874291066	0.07026396733823481	0.429773023374641	(1.999, 14.0]	90-95
GCF_004320525.1__GCF_001663775.1	0.5548748241640845	0.4359	0.5641	156	0.8896	13.0	0.05282890560755833	0.052828905607558325	0.052828905607558325	0.009225175835915533	0.17462364078569273	(142.0, 206.0]	85-90
GCF_000966285.1__GCF_016786355.1	0.5653409509030963	0.40751	0.59249	692	1.0	21.0	0.030741021111430414	0.030741021111430417	0.030741021111430417	0.027149049096903632	0.8831537832947526	(454.0, 761.0]	85-90
GCF_900234795.1__GCF_014199985.1	0.4732534438211213	0.49242	0.50758	528	0.998	40.0	0.033648291909640284	0.033648291909640284	0.033648291909640284	0.03432655617887875	1.0201574650820282	(454.0, 761.0]	85-90
GCF_000717645.1__GCF_003610995.1	0.48511361020388	0.49635	0.49635	548	0.9068	28.0	0.033261762173999565	0.033261762173999565	0.033261762173999565	0.011236389796120017	0.3378170325835414	(454.0, 761.0]	85-90
GCF_014323405.1__GCA_902362365.1	0.4222283647165419	0.44444	0.55556	18	0.6667	0.0	0.14509035153341138	0.14509035153341138	0.14509035153341138	0.13333163528345815	0.9189559048849266	(14.0, 31.0]	90-95
GCF_001667185.1__GCF_002101815.1	0.5240883126855941	0.49642	0.49642	838	0.8889	5.0	0.02947735314795189	0.02947735314795189	0.02947735314795189	-0.02766831268559411	-0.9386294809687322	(761.0, 4886.0]	90-95
GCF_001952855.1__GCF_000346755.1	0.4386609205865498	0.4078	0.4078	282	0.9447	13.0	0.041330926919196966	0.041330926919196966	0.041330926919196966	-0.030860920586549823	-0.7466786468855083	(206.0, 291.0]	85-90
GCF_003584685.1__GCA_910589175.1	0.4355375834393406	0.33333	0.33333	18	1.0	0.0	0.1377971639553345	0.1377971639553345	0.1377971639553345	-0.10220758343934061	-0.7417248694063843	(14.0, 31.0]	85-90
GCF_002259745.1__GCF_018555355.1	0.5264636393776564	0.41525	0.41525	118	0.8404	9.0	0.059288645124323476	0.059288645124323476	0.059288645124323476	-0.11121363937765638	-1.8757999806615653	(99.0, 142.0]	85-90
GCF_018207095.1__GCF_900143625.1	0.5089293984697753	0.47907	0.52093	215	0.4178	0.0	0.046540549980780076	0.046540549980780076	0.046540549980780076	0.012000601530224753	0.2578525938172338	(206.0, 291.0]	85-90
GCF_009749465.1__GCF_003384855.1	0.1785461849386592	0.22569	0.22569	288	0.9288	5.0	0.03650827778782962	0.03650827778782962	0.03650827778782962	0.0471438150613408	1.2913185150863686	(206.0, 291.0]	85-90
GCA_017557665.1__GCA_017405965.1	0.5504607959165052	0.38235	0.61765	102	0.64	11.0	0.06246943175289345	0.06246943175289344	0.06246943175289344	0.06718920408349482	1.0755533098055239	(99.0, 142.0]	80-85
GCF_003046425.1__GCF_000306675.2	0.5391524436120715	0.38384	0.61616	99	0.5258	6.0	0.06335016196017022	0.06335016196017022	0.06335016196017022	0.07700755638792856	1.2155857855003602	(63.0, 99.0]	90-95
GCF_002155975.1__GCF_017308975.1	0.5332165965505425	0.47434	0.52566	1832	0.6792	12.0	0.02499899247814341	0.02499899247814341	0.02499899247814341	-0.007556596550542527	-0.30227604401054364	(761.0, 4886.0]	90-95
GCA_900316525.1__GCA_902778105.1	0.5340606555653257	0.45614	0.54386	57	0.5	1.0	0.08346246196897625	0.08346246196897625	0.08346246196897625	0.00979934443467434	0.11741020098732344	(31.0, 63.0]	80-85
GCF_000716535.1__GCF_014650035.1	0.4573357150963768	0.44649	0.44649	542	0.9316	16.0	0.03325705170540217	0.03325705170540217	0.03325705170540217	-0.010845715096376829	-0.3261177566926381	(454.0, 761.0]	85-90
GCA_015062085.1__GCA_017939795.1	0.441157331371897	0.48718	0.48718	273	0.5602	5.0	0.042386718840112754	0.042386718840112754	0.042386718840112754	0.046022668628103	1.0857804021515665	(206.0, 291.0]	85-90
GCF_009858265.1__GCF_900101045.1	0.308170335955344	0.32648	0.32648	1314	0.9992	13.0	0.02592173382225623	0.02592173382225623	0.02592173382225623	0.018309664044656004	0.7063441114782009	(761.0, 4886.0]	90-95
GCF_003002955.1__GCF_900102815.1	0.3737090791909669	0.4375	0.4375	560	0.9745	18.0	0.03288141572377929	0.03288141572377929	0.03288141572377929	0.06379092080903309	1.9400296308683742	(454.0, 761.0]	85-90
GCF_011039175.1__GCA_017945865.1	0.4498291415323422	0.45173	0.45173	549	0.9562	4.0	0.03314737585127766	0.03314737585127766	0.03314737585127766	0.0019008584676578066	0.05734566972017299	(454.0, 761.0]	90-95
GCA_000634515.1__GCA_902537445.1	0.7956225895718194	0.2	0.8	15	1.0	0.0	0.12830789791227454	0.12830789791227454	0.12830789791227454	0.004377410428180628	0.034116453463944284	(14.0, 31.0]	85-90
GCF_018383905.1__GCF_014844035.1	0.2952790242909945	0.27273	0.27273	11	0.2	0.0	0.16595143430818987	0.16595143430818987	0.16595143430818987	-0.022549024290994535	-0.13587724857574018	(1.999, 14.0]	80-85
GCF_014779655.1__GCF_014653115.1	0.716321418491025	0.2734	0.7266	406	0.945	5.0	0.03400212865547462	0.03400212865547462	0.03400212865547462	0.010278581508974982	0.3022922950831211	(291.0, 454.0]	85-90
GCA_017526585.1__GCA_902756345.1	0.4494533944979263	0.49342	0.49342	152	0.7287	33.0	0.053791317180769106	0.053791317180769106	0.053791317180769106	0.04396660550207371	0.8173550640955893	(142.0, 206.0]	85-90
GCA_002394865.1__GCA_902776765.1	0.4968153412854597	0.46835	0.46835	158	0.956	10.0	0.05282481851975991	0.05282481851975991	0.05282481851975991	-0.02846534128545969	-0.5388630208887855	(142.0, 206.0]	80-85
GCF_014490035.1__GCF_002966795.1	0.6994652198781967	0.36181	0.63819	199	1.0	14.0	0.04653353737068724	0.04653353737068724	0.04653353737068724	-0.06127521987819662	-1.3167969456110074	(142.0, 206.0]	85-90
GCF_004000745.1__GCA_900766135.1	0.4476568845881072	0.35577	0.35577	104	0.6351	0.0	0.06111302198814159	0.06111302198814159	0.06111302198814159	-0.09188688458810723	-1.5035565514324756	(99.0, 142.0]	80-85
GCF_017114865.1__GCF_900114215.1	0.5334404702173656	0.48961	0.51039	1395	0.9757	16.0	0.02626152438668133	0.02626152438668133	0.02626152438668133	-0.023050470217365615	-0.8777278073414422	(761.0, 4886.0]	90-95
GCA_018060215.1__GCA_017302035.1	0.4591448755151648	0.41739	0.58261	115	0.4035	1.0	0.0600046979466282	0.0600046979466282	0.0600046979466282	0.12346512448483515	2.0575909672048094	(99.0, 142.0]	85-90
GCA_016870675.1__GCA_016783995.1	0.4775852785836093	0.3125	0.3125	16	0.5	0.0	0.14358120524636922	0.14358120524636922	0.14358120524636922	-0.16508527858360927	-1.1497694165496206	(14.0, 31.0]	95-100
GCF_900198625.1__GCF_900198365.1	0.4869195179220151	0.4878	0.4878	164	0.8137	39.0	0.052072717954049136	0.052072717954049136	0.052072717954049136	0.0008804820779849121	0.016908702149211446	(142.0, 206.0]	95-100
GCF_002210435.1__GCF_000145235.1	0.4934625801088676	0.41509	0.41509	159	0.5633	8.0	0.05212324226061241	0.05212324226061241	0.05212324226061241	-0.0783725801088676	-1.5036014014057382	(142.0, 206.0]	80-85
GCA_017505635.1__GCA_017442085.1	0.5471681094540354	0.46667	0.53333	60	0.8571	1.0	0.08160312729857029	0.08160312729857029	0.08160312729857029	-0.013838109454035408	-0.1695781756427594	(31.0, 63.0]	85-90
GCF_004364585.1__GCF_014874065.1	0.3055510754031066	0.26316	0.26316	57	0.7818	0.0	0.07440879249800071	0.07440879249800071	0.07440879249800071	-0.042391075403106604	-0.5697051918191739	(31.0, 63.0]	80-85
GCF_016894385.1__GCF_003402535.1	0.407761339933293	0.40176	0.40176	1364	0.9985	40.0	0.02617762679430315	0.02617762679430315	0.02617762679430315	-0.006001339933292993	-0.22925454551132274	(761.0, 4886.0]	90-95
GCF_004028635.1__GCF_003963535.1	0.2045873589068985	0.15867	0.15867	1084	0.9788	77.0	0.0246062295605547	0.0246062295605547	0.0246062295605547	-0.04591735890689849	-1.8660867482317098	(761.0, 4886.0]	90-95
GCF_002531905.1__GCF_001664485.1	0.4641337936600457	0.45693	0.45693	1718	0.9638	17.0	0.025248468902626386	0.025248468902626386	0.025248468902626386	-0.007203793660045699	-0.28531605967189355	(761.0, 4886.0]	90-95
GCF_001189365.1__GCF_018408855.1	0.5358203041919771	0.48299	0.48299	294	0.453	9.0	0.0412029295442187	0.0412029295442187	0.0412029295442187	-0.05283030419197715	-1.282197765459372	(291.0, 454.0]	85-90
GCF_000382345.1__GCF_018119395.1	0.4494221749431845	0.4274	0.4274	365	0.8675	11.0	0.03779773229988406	0.03779773229988406	0.03779773229988406	-0.02202217494318448	-0.5826321740273299	(291.0, 454.0]	85-90
GCF_000332515.2__GCF_000332455.1	0.757933000720773	0.31944	0.68056	72	1.0	0.0	0.07043759274326931	0.07043759274326931	0.07043759274326931	-0.07737300072077291	-1.098461740491072	(63.0, 99.0]	90-95
GCA_004379115.1__GCA_903848435.1	0.501054105808025	0.5	0.5	102	0.55	0.0	0.06408216998357594	0.06408216998357594	0.06408216998357594	-0.0010541058080250076	-0.016449283916184044	(99.0, 142.0]	85-90
GCA_902799355.1__GCA_902798425.1	0.407761581163711	0.44444	0.44444	81	0.6863	5.0	0.07074537300627887	0.07074537300627887	0.07074537300627887	0.03667841883628903	0.5184567877397962	(63.0, 99.0]	85-90
GCF_003044645.1__GCF_001618085.1	0.4511904107721083	0.43738	0.43738	503	0.9872	3.0	0.03400058964353635	0.03400058964353635	0.03400058964353635	-0.013810410772108317	-0.40618150793551705	(454.0, 761.0]	95-100
GCF_001570405.1__GCA_001570385.1	0.4795311276414418	0.4794	0.4794	534	0.9139	60.0	0.03351379788965679	0.03351379788965679	0.03351379788965679	-0.00013112764144179723	-0.0039126464232293575	(454.0, 761.0]	85-90
GCF_001424645.1__GCF_000878135.1	0.4864766497353838	0.4645	0.4645	1690	1.0	6.0	0.02533009394320514	0.02533009394320514	0.02533009394320514	-0.02197664973538377	-0.8676102735607524	(761.0, 4886.0]	90-95
GCA_902799965.1__GCA_902799665.1	0.5184805909533337	0.39024	0.60976	41	0.0667	0.0	0.0956506823722807	0.0956506823722807	0.0956506823722807	0.09127940904666632	0.9542996116995694	(31.0, 63.0]	85-90
GCF_004346385.1__GCF_001008345.1	0.5940152052664903	0.43937	0.56063	1534	0.9879	21.0	0.02572463245420196	0.025724632454201965	0.025724632454201965	-0.03338520526649036	-1.297791341661602	(761.0, 4886.0]	90-95
GCF_002096815.1__GCF_002087075.1	0.4800720838509901	0.4386	0.4386	57	0.9286	8.0	0.08317010999024514	0.08317010999024514	0.08317010999024514	-0.041472083850990105	-0.49864168576733015	(31.0, 63.0]	90-95
GCF_009377195.2__GCF_002927275.1	0.3904548441677896	0.32353	0.32353	68	0.9322	3.0	0.07253193434683869	0.07253193434683869	0.07253193434683869	-0.0669248441677896	-0.9226948759943905	(63.0, 99.0]	80-85
GCA_902621725.1__GCA_902514875.1	0.619203899484673	0.4	0.4	10	0.0	0.0	0.19109225520674564	0.19109225520674564	0.19109225520674564	-0.219203899484673	-1.1471103276661472	(1.999, 14.0]	85-90
GCF_001691565.1__GCF_014204835.1	0.1230218701839273	0.31461	0.31461	89	0.9886	9.0	0.0637507959008788	0.0637507959008788	0.0637507959008788	0.1915881298160727	3.005266477205372	(63.0, 99.0]	80-85
GCF_003696305.1__GCF_902506505.1	0.5715089134463612	0.38365	0.61635	159	0.9114	71.0	0.05154588948712465	0.05154588948712465	0.05154588948712465	0.04484108655363872	0.8699255556515193	(142.0, 206.0]	80-85
GCA_902629695.1__GCA_902565935.1	0.3888869664745731	0.30769	0.30769	13	0.2	0.0	0.1583182319316674	0.1583182319316674	0.1583182319316674	-0.08119696647457308	-0.5128718624751882	(1.999, 14.0]	90-95
GCA_014156375.1__GCA_002470465.1	0.5077197994398732	0.46667	0.53333	60	1.0	3.0	0.08160312729857029	0.08160312729857029	0.08160312729857029	0.02561020056012675	0.3138384692834615	(31.0, 63.0]	80-85
GCF_001425905.1__GCA_902826655.1	0.5623610442331485	0.44776	0.55224	134	0.9571	13.0	0.0565295496317119	0.0565295496317119	0.0565295496317119	-0.010121044233148524	-0.17903988797163226	(99.0, 142.0]	80-85
GCF_003857035.1__GCF_015751785.1	0.532942991938797	0.46565	0.53435	1645	0.8072	19.0	0.025450788637794985	0.025450788637794985	0.025450788637794985	0.0014070080612029745	0.05528347593573334	(761.0, 4886.0]	90-95
GCF_018531375.1__GCF_000218545.1	0.545416300255994	0.496	0.504	125	0.9839	2.0	0.05854961560932745	0.05854961560932745	0.05854961560932745	-0.041416300255993965	-0.7073710019267145	(99.0, 142.0]	80-85
GCF_003942865.1__GCF_001072375.1	0.5442931398529992	0.42857	0.42857	14	0.0	0.0	0.163490874291066	0.163490874291066	0.163490874291066	-0.1157231398529992	-0.7078262952277998	(1.999, 14.0]	80-85
GCF_003185805.1__GCF_001449105.1	0.4320747089605765	0.44015	0.44015	518	0.468	4.0	0.033700421561699986	0.033700421561699986	0.033700421561699986	0.008075291039423504	0.23961988204328427	(454.0, 761.0]	90-95
GCA_900555465.1__GCA_019113065.1	0.5094496033101682	0.46746	0.53254	169	0.3553	0.0	0.051338863624990044	0.051338863624990044	0.051338863624990044	0.023090396689831816	0.4497644680742832	(142.0, 206.0]	90-95
GCF_002155915.1__GCF_001906585.1	0.54101418742078	0.4376	0.5624	633	0.5821	3.0	0.031701661090431446	0.031701661090431446	0.031701661090431446	0.02138581257922001	0.6745959625968911	(454.0, 761.0]	90-95
GCF_000876655.1__GCF_018613755.1	0.5162046963707986	0.47059	0.52941	136	0.8532	5.0	0.056350604024739084	0.056350604024739084	0.056350604024739084	0.01320530362920147	0.2343418292979445	(99.0, 142.0]	85-90
GCA_001629235.1__GCA_902601345.1	0.5695224278446127	0.4375	0.5625	96	0.5616	0.0	0.06538898034072714	0.06538898034072714	0.06538898034072714	-0.007022427844612711	-0.10739466815387597	(63.0, 99.0]	90-95
GCA_012511235.1__GCA_002432715.1	0.5067143847725034	0.46667	0.53333	45	0.125	0.0	0.09348089205755129	0.09348089205755129	0.09348089205755129	0.02661561522749656	0.28471717205170355	(31.0, 63.0]	85-90
GCF_018343775.1__GCF_000452705.1	0.6546424880996528	0.3	0.7	70	1.0	25.0	0.07022997935354958	0.07022997935354959	0.07022997935354959	0.0453575119003472	0.6458425919792717	(63.0, 99.0]	80-85
GCF_009696315.1__GCF_001642025.1	0.3413076007048847	0.26471	0.26471	34	0.92	0.0	0.09502708256590979	0.09502708256590979	0.09502708256590979	-0.0765976007048847	-0.8060607422284842	(31.0, 63.0]	80-85
GCF_014467235.1__GCF_002632465.1	0.5403894334499479	0.38367	0.61633	245	0.9202	11.0	0.04326511136146537	0.04326511136146537	0.04326511136146537	0.0759405665500521	1.7552379772143507	(206.0, 291.0]	90-95
GCA_004020365.1__GCF_002284575.1	0.522865506202098	0.45891	0.54109	1582	0.9385	69.0	0.025618717530843698	0.025618717530843695	0.025618717530843695	0.01822449379790192	0.7113741652352625	(761.0, 4886.0]	90-95
GCF_900114115.1__GCA_002412965.1	0.5362954399441054	0.39623	0.60377	53	0.4884	3.0	0.08490592549919865	0.08490592549919865	0.08490592549919865	0.06747456005589458	0.7946978925108286	(31.0, 63.0]	80-85
GCA_902626065.1__GCA_902587025.1	0.1819523084554987	0.33333	0.66667	3	0.0	0.0	0.33440559260395153	0.33440559260395153	0.33440559260395153	0.4847176915445013	1.4494903861209334	(1.999, 14.0]	85-90
GCF_000876655.1__GCF_005280255.1	0.0249592405143553	0.03185	0.03185	157	0.8397	9.0	0.026751505530584	0.026751505530584	0.026751505530584	0.006890759485644705	0.2575839882270086	(142.0, 206.0]	85-90
GCF_013181195.1__GCA_017744445.1	0.6409326821366511	0.37037	0.62963	243	0.9677	32.0	0.04316909182864852	0.04316909182864852	0.04316909182864852	-0.011302682136651088	-0.26182348661664995	(206.0, 291.0]	85-90
GCA_903857495.1__GCA_903840385.1	0.493761139820866	0.475	0.475	80	0.65	0.0	0.07147377141301556	0.07147377141301556	0.07147377141301556	-0.018761139820866024	-0.26248985396969793	(63.0, 99.0]	85-90
GCF_001045465.1__GCF_012927325.1	0.6178705237059137	0.5	0.5	12	0.0	0.0	0.17819535160416874	0.17819535160416874	0.17819535160416874	-0.11787052370591367	-0.6614680048879354	(1.999, 14.0]	80-85
GCF_012641395.1__GCF_000816845.1	0.4300624621931335	0.46269	0.46269	134	0.9084	14.0	0.05666212228888534	0.05666212228888534	0.05666212228888534	0.0326275378068665	0.5758262572749876	(99.0, 142.0]	80-85
