pairid	dnadiff_inverted_fraction	syn2b_inverted_fraction	syn2b_raw_inverted_fraction	syn2b_shared_tags	syn2b_observable_fraction	syn2b_breakpoints	se_pred_min	se_pred_raw	se_pred	resid	z	m_bin	band
GCF_004137255.1__GCF_013155335.1	0.6904387424269094	0.39405	0.60595	269	0.9885	14.0	0.04189579233071727	0.04189579233071727	0.04189579233071727	-0.0844887424269094	-2.016640281199879	(229.0, 314.0]	80-85
GCF_001068775.1__GCA_905221345.1	0.5631360101357271	0.48315	0.51685	89	0.5132	9.0	0.06811880158875111	0.06811880158875111	0.06811880158875111	-0.046286010135727085	-0.6794894956485933	(63.0, 114.0]	80-85
GCF_001180165.1__GCA_902571955.1	0.3506563717513764	0.39583	0.39583	48	0.8611	0.0	0.08895826632640724	0.08895826632640724	0.08895826632640724	0.04517362824862364	0.5078069763957828	(1.999, 63.0]	90-95
GCF_000960475.2__GCF_014648255.1	0.437441514243821	0.43516	0.43516	910	0.9291	9.0	0.028748709377578736	0.028748709377578736	0.028748709377578736	-0.0022815142438210034	-0.0793605797692041	(853.0, 1373.0]	85-90
GCA_017963805.1__GCA_017539325.1	0.5329953902845029	0.45734	0.54266	715	0.9477	2.0	0.030696840617769238	0.030696840617769238	0.030696840617769238	0.009664609715497097	0.3148405347585712	(580.0, 853.0]	90-95
GCF_001693515.2__GCF_009930815.1	0.0434364577306435	0.04223	0.04223	2581	1.0	88.0	0.02106701339841554	0.02106701339841554	0.02106701339841554	-0.001206457730643505	-0.0572676206079711	(1373.0, 7401.0]	90-95
GCF_002082245.2__GCF_003600645.1	0.6808235814839217	0.39286	0.60714	168	1.0	25.0	0.05055275501663019	0.05055275501663019	0.05055275501663019	-0.07368358148392173	-1.4575581777824427	(166.0, 229.0]	80-85
GCF_014298075.1__GCF_001598695.1	0.4092974514252254	0.37278	0.37278	169	1.0	5.0	0.0500106567156104	0.0500106567156104	0.0500106567156104	-0.03651745142522539	-0.7301933992365827	(166.0, 229.0]	80-85
GCA_005789325.1__GCA_000428345.2	0.5779654557373051	0.36364	0.63636	11	0.0	0.0	0.17905237918289316	0.17905237918289313	0.17905237918289313	0.05839454426269497	0.32613107141708425	(1.999, 63.0]	80-85
GCA_900552015.1__GCF_000765235.1	0.5475899005355777	0.4471	0.5529	586	0.8867	26.0	0.03247623681943797	0.03247623681943797	0.03247623681943797	0.005310099464422291	0.1635072281910459	(580.0, 853.0]	90-95
GCA_902582155.1__GCA_902553555.1	0.624144447042615	0.13636	0.86364	22	0.6154	0.0	0.09203889726177535	0.09203889726177536	0.09203889726177536	0.239495552957385	2.602112368602332	(1.999, 63.0]	85-90
GCA_000831085.1__GCA_905373305.1	0.4229108586562587	0.3861	0.3861	259	0.9351	3.0	0.04238693988049187	0.04238693988049187	0.04238693988049187	-0.036810858656258716	-0.8684481295428574	(229.0, 314.0]	90-95
GCF_014222285.1__GCF_013343235.1	0.5224283942988835	0.47431	0.52569	1440	0.8054	95.0	0.02608968767041875	0.02608968767041875	0.02608968767041875	0.0032616057011164434	0.125015130204665	(1373.0, 7401.0]	90-95
GCA_902634305.1__GCA_902587435.1	0.5837172874767593	0.49275	0.50725	69	0.7	0.0	0.07660535002317993	0.07660535002317992	0.07660535002317992	-0.07646728747675935	-0.9981977427636739	(63.0, 114.0]	90-95
GCA_003282205.1__GCA_902617895.1	0.5470196231610704	0.42623	0.57377	61	0.7755	0.0	0.08031193923434005	0.08031193923434005	0.08031193923434005	0.026750376838929557	0.33308094778878833	(1.999, 63.0]	90-95
GCF_000421725.1__GCF_000166355.1	0.609914864311878	0.35328	0.64672	518	0.9497	2.0	0.0329183280726886	0.0329183280726886	0.0329183280726886	0.03680513568812194	1.1180742717810783	(431.0, 580.0]	90-95
GCA_900321605.1__GCA_017542915.1	0.5448970610204666	0.46308	0.53692	799	0.9653	24.0	0.02980389950325293	0.029803899503252927	0.029803899503252927	-0.007977061020466691	-0.26765158765872366	(580.0, 853.0]	95-100
GCA_900765185.1__GCA_900765115.1	0.547406990059226	0.47627	0.52373	1264	0.8282	3.0	0.026777757959909446	0.026777757959909446	0.026777757959909446	-0.023676990059225966	-0.8842036026568834	(853.0, 1373.0]	90-95
GCA_902628525.1__GCA_902591695.1	0.4654358025085373	0.44444	0.44444	18	0.4286	0.0	0.14509035153341138	0.14509035153341138	0.14509035153341138	-0.020995802508537276	-0.14470846811410729	(1.999, 63.0]	85-90
GCA_902609285.1__GCA_902604835.1	0.3583060326617652	0.34884	0.34884	129	0.8596	0.0	0.05539476609043451	0.05539476609043451	0.05539476609043451	-0.009466032661765211	-0.1708831597250808	(114.0, 166.0]	90-95
GCF_004320525.1__GCF_001663775.1	0.5548748241640845	0.42356	0.57644	399	0.9446	24.0	0.036613943661399	0.036613943661399	0.036613943661399	0.02156517583591544	0.5889880651848757	(314.0, 431.0]	85-90
GCF_000966285.1__GCF_016786355.1	0.5653409509030963	0.41732	0.58268	1155	1.0	36.0	0.02714570964116474	0.02714570964116474	0.02714570964116474	0.017339049096903647	0.6387399455054247	(853.0, 1373.0]	85-90
GCF_900234795.1__GCF_014199985.1	0.4732534438211213	0.4983	0.4983	881	0.9988	56.0	0.02910382805640677	0.02910382805640677	0.02910382805640677	0.025046556178878743	0.8605931883027711	(853.0, 1373.0]	85-90
GCF_000717645.1__GCF_003610995.1	0.48511361020388	0.49444	0.49444	989	0.9504	42.0	0.028291076169790607	0.028291076169790607	0.028291076169790607	0.009326389796119994	0.3296583608254101	(853.0, 1373.0]	85-90
GCF_014323405.1__GCA_902362365.1	0.4222283647165419	0.43939	0.43939	396	0.975	1.0	0.03682109173928344	0.03682109173928344	0.03682109173928344	0.0171616352834581	0.46608165246629035	(314.0, 431.0]	90-95
GCF_001667185.1__GCF_002101815.1	0.5240883126855941	0.49387	0.49387	1387	0.9276	6.0	0.026292545215643438	0.026292545215643438	0.026292545215643438	-0.030218312685594106	-1.149311047589829	(1373.0, 7401.0]	90-95
GCF_001952855.1__GCF_000346755.1	0.4386609205865498	0.39597	0.39597	596	0.9756	25.0	0.03199707279203928	0.03199707279203928	0.03199707279203928	-0.04269092058654983	-1.3342133158246627	(580.0, 853.0]	85-90
GCF_003584685.1__GCA_910589175.1	0.4355375834393406	0.40777	0.40777	103	1.0	0.0	0.06282138071806662	0.06282138071806662	0.06282138071806662	-0.027767583439340604	-0.44200848695060607	(63.0, 114.0]	85-90
GCF_002259745.1__GCF_018555355.1	0.5264636393776564	0.45788	0.45788	273	0.9274	14.0	0.042281977387578065	0.042281977387578065	0.042281977387578065	-0.06858363937765638	-1.622053735779288	(229.0, 314.0]	85-90
GCF_018207095.1__GCF_900143625.1	0.5089293984697753	0.4955	0.5045	444	0.6592	0.0	0.035595340316567456	0.035595340316567456	0.035595340316567456	-0.004429398469775303	-0.12443759296532667	(431.0, 580.0]	85-90
GCF_009749465.1__GCF_003384855.1	0.1785461849386592	0.22551	0.22551	439	0.9583	8.0	0.031915721549518876	0.031915721549518876	0.031915721549518876	0.046963815061340786	1.4714946985758734	(431.0, 580.0]	85-90
GCA_017557665.1__GCA_017405965.1	0.5504607959165052	0.36585	0.63415	205	0.7571	35.0	0.04606913846415264	0.04606913846415264	0.04606913846415264	0.08368920408349478	1.8166001551909876	(166.0, 229.0]	80-85
GCF_003046425.1__GCF_000306675.2	0.5391524436120715	0.46186	0.53814	485	0.9006	20.0	0.03451082131085395	0.03451082131085395	0.03451082131085395	-0.001012443612071534	-0.029336989779293138	(431.0, 580.0]	90-95
GCF_002155975.1__GCF_017308975.1	0.5332165965505425	0.47143	0.52857	3010	0.7907	34.0	0.02334007481241871	0.02334007481241871	0.02334007481241871	-0.004646596550542559	-0.19908233319244603	(1373.0, 7401.0]	90-95
GCA_900316525.1__GCA_902778105.1	0.5340606555653257	0.46951	0.46951	164	0.7903	10.0	0.05200391761096278	0.05200391761096278	0.05200391761096278	-0.06455065556532569	-1.2412652455959967	(114.0, 166.0]	80-85
GCF_000716535.1__GCF_014650035.1	0.4573357150963768	0.44966	0.44966	1023	0.9646	30.0	0.028001264462050725	0.028001264462050725	0.028001264462050725	-0.007675715096376823	-0.27412030291630185	(853.0, 1373.0]	85-90
GCA_015062085.1__GCA_017939795.1	0.441157331371897	0.4922	0.5078	577	0.722	29.0	0.03273740769305055	0.032737407693050544	0.032737407693050544	0.06664266862810303	2.035673357308919	(431.0, 580.0]	85-90
GCF_009858265.1__GCF_900101045.1	0.308170335955344	0.33105	0.33105	2048	0.9995	22.0	0.024142942544904556	0.024142942544904556	0.024142942544904556	0.022879664044656023	0.9476750401116639	(1373.0, 7401.0]	90-95
GCF_003002955.1__GCF_900102815.1	0.3737090791909669	0.42026	0.42026	928	0.9858	33.0	0.028550259388156782	0.028550259388156782	0.028550259388156782	0.046550920809033114	1.6304902934907612	(853.0, 1373.0]	85-90
GCF_011039175.1__GCA_017945865.1	0.4498291415323422	0.46328	0.46328	926	0.973	5.0	0.02870727304850883	0.02870727304850883	0.02870727304850883	0.013450858467657811	0.4685522879490813	(853.0, 1373.0]	90-95
GCA_000634515.1__GCA_902537445.1	0.7956225895718194	0.22115	0.77885	104	0.9167	0.0	0.053955019278882806	0.053955019278882806	0.053955019278882806	-0.016772589571819374	-0.3108624516493115	(63.0, 114.0]	85-90
GCF_018383905.1__GCF_014844035.1	0.2952790242909945	0.3	0.3	90	0.8539	10.0	0.06268638874056578	0.06268638874056578	0.06268638874056578	0.004720975709005482	0.07531101733334386	(63.0, 114.0]	80-85
GCF_014779655.1__GCF_014653115.1	0.716321418491025	0.27219	0.72781	676	0.9647	6.0	0.02934278426732167	0.02934278426732167	0.02934278426732167	0.011488581508974915	0.39153004037757466	(580.0, 853.0]	85-90
GCA_017526585.1__GCA_902756345.1	0.4494533944979263	0.48011	0.48011	352	0.8681	61.0	0.038558286730257185	0.038558286730257185	0.038558286730257185	0.030656605502073664	0.7950717757907285	(314.0, 431.0]	85-90
GCA_002394865.1__GCA_902776765.1	0.4968153412854597	0.47074	0.47074	376	0.9627	27.0	0.03764074135295425	0.03764074135295425	0.03764074135295425	-0.026075341285459686	-0.6927425004984168	(314.0, 431.0]	80-85
GCF_014490035.1__GCF_002966795.1	0.6994652198781967	0.32802	0.67198	439	1.0	27.0	0.034284278555605625	0.034284278555605625	0.034284278555605625	-0.02748521987819663	-0.8016858174109859	(431.0, 580.0]	85-90
GCF_004000745.1__GCA_900766135.1	0.4476568845881072	0.28163	0.28163	245	0.7598	1.0	0.04077025340294573	0.04077025340294573	0.04077025340294573	-0.16602688458810722	-4.072255400210769	(229.0, 314.0]	80-85
GCF_017114865.1__GCF_900114215.1	0.5334404702173656	0.48596	0.51404	2671	0.9875	30.0	0.023683543875664397	0.023683543875664397	0.023683543875664397	-0.019400470217365573	-0.8191540218480639	(1373.0, 7401.0]	90-95
GCA_018060215.1__GCA_017302035.1	0.4591448755151648	0.44841	0.55159	252	0.5263	1.0	0.04354800588338171	0.04354800588338171	0.04354800588338171	0.09244512448483522	2.122832552480045	(229.0, 314.0]	85-90
GCA_016870675.1__GCA_016783995.1	0.4775852785836093	0.40426	0.40426	141	0.5152	0.0	0.05467306855847767	0.05467306855847767	0.05467306855847767	-0.07332527858360927	-1.3411590115009075	(114.0, 166.0]	95-100
GCF_900198625.1__GCF_900198365.1	0.4869195179220151	0.45487	0.45487	842	0.9828	224.0	0.02937971729510246	0.02937971729510246	0.02937971729510246	-0.0320495179220151	-1.0908722367916621	(580.0, 853.0]	95-100
GCF_002210435.1__GCF_000145235.1	0.4934625801088676	0.45122	0.45122	328	0.7492	30.0	0.03944211757190653	0.03944211757190653	0.03944211757190653	-0.04224258010886761	-1.0710018302606494	(314.0, 431.0]	80-85
GCA_017505635.1__GCA_017442085.1	0.5471681094540354	0.40816	0.59184	196	0.9675	9.0	0.04768537315088114	0.04768537315088113	0.04768537315088113	0.044671890545964654	0.9368048857375715	(166.0, 229.0]	85-90
GCF_004364585.1__GCF_014874065.1	0.3055510754031066	0.24812	0.24812	133	0.9084	0.0	0.050297922516657975	0.050297922516657975	0.050297922516657975	-0.0574310754031066	-1.141818041969551	(114.0, 166.0]	80-85
GCF_016894385.1__GCF_003402535.1	0.407761339933293	0.39415	0.39415	2735	0.9993	58.0	0.023485439102929374	0.023485439102929374	0.023485439102929374	-0.013611339933292999	-0.5795650604461228	(1373.0, 7401.0]	90-95
GCF_004028635.1__GCF_003963535.1	0.2045873589068985	0.16016	0.16016	1998	0.9895	114.0	0.022836415003213595	0.022836415003213595	0.022836415003213595	-0.0444273589068985	-1.9454611812163414	(1373.0, 7401.0]	90-95
GCA_905612295.1__GCA_905612275.1	0.6798992854712487	0.25	0.75	20	0.5	0.0	0.12050000000000001	0.12050000000000001	0.12050000000000001	0.07010071452875133	0.5817486682883928	(1.999, 63.0]	85-90
GCF_002531905.1__GCF_001664485.1	0.4641337936600457	0.44963	0.44963	2700	0.977	29.0	0.023624055114182366	0.023624055114182366	0.023624055114182366	-0.014503793660045727	-0.6139417466622223	(1373.0, 7401.0]	90-95
GCF_001189365.1__GCF_018408855.1	0.5358203041919771	0.47545	0.47545	448	0.5782	15.0	0.03546142066940998	0.03546142066940998	0.03546142066940998	-0.06037030419197714	-1.7024220421054441	(431.0, 580.0]	85-90
GCF_000382345.1__GCF_018119395.1	0.4494221749431845	0.44772	0.44772	679	0.9201	27.0	0.03111191778067936	0.03111191778067936	0.03111191778067936	-0.0017021749431844757	-0.05471134743874689	(580.0, 853.0]	85-90
GCF_000332515.2__GCF_000332455.1	0.757933000720773	0.24938	0.75062	405	0.9973	0.0	0.03339750977123154	0.03339750977123154	0.03339750977123154	-0.007313000720773011	-0.21896844318232359	(314.0, 431.0]	90-95
GCA_004379115.1__GCA_903848435.1	0.501054105808025	0.46429	0.46429	168	0.5918	0.0	0.05144831508611336	0.05144831508611336	0.05144831508611336	-0.03676410580802503	-0.7145832812306848	(166.0, 229.0]	85-90
GCA_902799355.1__GCA_902798425.1	0.407761581163711	0.46154	0.46154	208	0.7975	11.0	0.047087649752350136	0.047087649752350136	0.047087649752350136	0.05377841883628903	1.142091803670982	(166.0, 229.0]	85-90
GCF_003044645.1__GCF_001618085.1	0.4511904107721083	0.43647	0.43647	1031	0.995	6.0	0.027911588184862536	0.027911588184862536	0.027911588184862536	-0.014720410772108283	-0.5273942376411134	(853.0, 1373.0]	95-100
GCF_001570405.1__GCA_001570385.1	0.4795311276414418	0.47003	0.47003	951	0.9546	99.0	0.028534238954072665	0.028534238954072665	0.028534238954072665	-0.009501127641441787	-0.33297287713663376	(853.0, 1373.0]	85-90
GCF_001424645.1__GCF_000878135.1	0.4864766497353838	0.47026	0.47026	2320	1.0	6.0	0.024119402698271352	0.024119402698271352	0.024119402698271352	-0.01621664973538378	-0.6723487284594338	(1373.0, 7401.0]	90-95
GCA_902799965.1__GCA_902799665.1	0.5184805909533337	0.41346	0.58654	208	0.4575	10.0	0.04662391914160668	0.04662391914160667	0.04662391914160667	0.0680594090466663	1.4597530688047808	(166.0, 229.0]	85-90
GCA_902591415.1__GCA_902572345.1	0.6169531407608079	0.26316	0.73684	38	0.625	0.0	0.08997153773008323	0.0899715377300832	0.0899715377300832	0.11988685923919218	1.332497612732325	(1.999, 63.0]	85-90
GCF_004346385.1__GCF_001008345.1	0.5940152052664903	0.42017	0.57983	2637	0.9936	34.0	0.02364744300367824	0.02364744300367824	0.02364744300367824	-0.014185205266490364	-0.5998621188888764	(1373.0, 7401.0]	90-95
GCF_002096815.1__GCF_002087075.1	0.4800720838509901	0.48286	0.48286	350	0.9967	53.0	0.038642894578123935	0.038642894578123935	0.038642894578123935	0.002787916149009917	0.07214563451952638	(314.0, 431.0]	90-95
GCF_009377195.2__GCF_002927275.1	0.3904548441677896	0.29032	0.29032	155	0.9863	11.0	0.04918787770870432	0.04918787770870432	0.04918787770870432	-0.10013484416778956	-2.035762647878374	(114.0, 166.0]	80-85
GCA_902621725.1__GCA_902514875.1	0.619203899484673	0.41667	0.58333	72	0.74	0.0	0.07414460262576995	0.07414460262576997	0.07414460262576997	-0.03587389948467301	-0.48383696471797594	(63.0, 114.0]	85-90
GCF_001691565.1__GCF_014204835.1	0.1230218701839273	0.28058	0.28058	139	0.9928	11.0	0.051032819518592794	0.051032819518592794	0.051032819518592794	0.1575581298160727	3.0873882984001995	(114.0, 166.0]	80-85
GCF_003696305.1__GCF_902506505.1	0.5715089134463612	0.37037	0.62963	351	0.9629	134.0	0.03767587924939264	0.03767587924939264	0.03767587924939264	0.05812108655363879	1.5426603893942499	(314.0, 431.0]	80-85
GCA_902629695.1__GCA_902565935.1	0.3888869664745731	0.40323	0.40323	124	0.8738	0.0	0.05778344534374485	0.05778344534374485	0.05778344534374485	0.014343033525426874	0.24822046245429583	(114.0, 166.0]	90-95
GCA_003282965.1__GCA_902569735.1	0.5158452096222649	0.28571	0.28571	7	1.0	0.0	0.2104002183029829	0.2104002183029829	0.2104002183029829	-0.23013520962226486	-1.0937973899383648	(1.999, 63.0]	80-85
GCA_014156375.1__GCA_002470465.1	0.5077197994398732	0.46108	0.53892	167	1.0	8.0	0.051556813690632	0.051556813690632	0.051556813690632	0.031200200560126734	0.6051615359192744	(166.0, 229.0]	80-85
GCF_001425905.1__GCA_902826655.1	0.5623610442331485	0.41935	0.58065	248	0.9878	27.0	0.04355379268326438	0.04355379268326438	0.04355379268326438	0.018288955766851522	0.4199164903927892	(229.0, 314.0]	80-85
GCF_003857035.1__GCF_015751785.1	0.532942991938797	0.45768	0.54232	2812	0.8876	40.0	0.02351605306902876	0.02351605306902876	0.02351605306902876	0.009377008061203007	0.3987492303099437	(1373.0, 7401.0]	90-95
GCF_018531375.1__GCF_000218545.1	0.545416300255994	0.46119	0.53881	219	0.9908	2.0	0.046117251845079255	0.046117251845079255	0.046117251845079255	-0.006606300255993958	-0.14325008519992405	(166.0, 229.0]	80-85
GCF_003942865.1__GCF_001072375.1	0.5442931398529992	0.5	0.5	90	0.9623	10.0	0.06780875885737607	0.06780875885737607	0.06780875885737607	-0.04429313985299921	-0.6532067626567554	(63.0, 114.0]	80-85
GCF_003185805.1__GCF_001449105.1	0.4320747089605765	0.42157	0.42157	1122	0.6667	32.0	0.027333501764465185	0.027333501764465185	0.027333501764465185	-0.010504708960576481	-0.384316252308114	(853.0, 1373.0]	90-95
GCA_900555465.1__GCA_019113065.1	0.5094496033101682	0.49226	0.50774	323	0.4581	4.0	0.039800222822843435	0.039800222822843435	0.039800222822843435	-0.0017096033101682284	-0.042954616555236906	(314.0, 431.0]	90-95
GCF_002155915.1__GCF_001906585.1	0.54101418742078	0.44701	0.55299	1170	0.7322	9.0	0.027166302625995675	0.027166302625995675	0.027166302625995675	0.01197581257921998	0.4408333641899512	(853.0, 1373.0]	90-95
GCA_003210015.1__GCA_902592325.1	0.4336261108195762	0.33333	0.33333	9	0.0	0.0	0.1937933610531245	0.1937933610531245	0.1937933610531245	-0.10029611081957618	-0.5175415208990676	(1.999, 63.0]	80-85
GCF_000876655.1__GCF_018613755.1	0.5162046963707986	0.46497	0.53503	314	0.9439	10.0	0.04014753604477169	0.04014753604477169	0.04014753604477169	0.01882530362920143	0.46890308805521325	(229.0, 314.0]	85-90
GCA_001629235.1__GCA_902601345.1	0.5695224278446127	0.39336	0.60664	211	0.7104	0.0	0.04605627750727894	0.04605627750727894	0.04605627750727894	0.037117572155387246	0.8059177633173028	(166.0, 229.0]	90-95
GCA_012511235.1__GCA_002432715.1	0.5067143847725034	0.49123	0.49123	114	0.16	0.0	0.06097114812347506	0.06097114812347506	0.06097114812347506	-0.015484384772503412	-0.25396249290148476	(63.0, 114.0]	85-90
GCF_018343775.1__GCF_000452705.1	0.6546424880996528	0.33793	0.66207	145	1.0	29.0	0.052353648617073485	0.052353648617073485	0.052353648617073485	0.0074275119003472945	0.14187190571327338	(114.0, 166.0]	80-85
