pairid	q_acc	r_acc	status	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_raw_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_mismatches_raw	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular
GCA_900552015.1__GCF_000765235.1	GCA_900552015.1	GCF_000765235.1	ok	26	146	0.04437	0.44710	0.55290	262	324	0	0.8867	454	0.7491	586	16	708	false
GCA_902582155.1__GCA_902553555.1	GCA_902582155.1	GCA_902553555.1	ok	0	8	0.00000	0.13636	0.86364	3	19	0	0.6154	8	0.5556	22	1	34	false
GCA_000831085.1__GCA_905373305.1	GCA_000831085.1	GCA_905373305.1	ok	3	86	0.01158	0.38610	0.38610	100	100	0	0.9351	144	0.6277	259	16	187	false
GCF_014222285.1__GCF_013343235.1	GCF_014222285.1	GCF_013343235.1	ok	95	411	0.06597	0.47431	0.52569	683	757	0	0.8054	1159	0.7284	1440	121	603	false
GCA_902634305.1__GCA_902587435.1	GCA_902634305.1	GCA_902587435.1	ok	0	19	0.00000	0.49275	0.50725	34	35	0	0.7000	35	0.6724	69	0	31	false
GCA_003282205.1__GCA_902617895.1	GCA_003282205.1	GCA_902617895.1	ok	0	15	0.00000	0.42623	0.57377	26	35	0	0.7755	38	0.7273	61	0	39	false
GCF_000421725.1__GCF_000166355.1	GCF_000421725.1	GCF_000166355.1	ok	2	28	0.00386	0.35328	0.64672	183	335	0	0.9497	491	0.9462	518	22	208	false
GCA_900321605.1__GCA_017542915.1	GCA_900321605.1	GCA_017542915.1	ok	24	119	0.03004	0.46308	0.53692	370	429	0	0.9653	695	0.8497	799	18	306	false
GCA_900765185.1__GCA_900765115.1	GCA_900765185.1	GCA_900765115.1	ok	3	204	0.00237	0.47627	0.52373	602	662	0	0.8282	969	0.8307	1264	21	804	false
GCA_902628525.1__GCA_902591695.1	GCA_902628525.1	GCA_902591695.1	ok	0	6	0.00000	0.44444	0.44444	8	8	0	0.4286	3	0.4545	18	0	22	false
GCA_902609285.1__GCA_902604835.1	GCA_902609285.1	GCA_902604835.1	ok	0	22	0.00000	0.34884	0.34884	45	45	0	0.8596	98	0.8197	129	1	35	false
GCF_004320525.1__GCF_001663775.1	GCF_004320525.1	GCF_001663775.1	ok	24	66	0.06015	0.42356	0.57644	169	230	0	0.9446	375	0.8429	399	72	950	false
GCF_000966285.1__GCF_016786355.1	GCF_000966285.1	GCF_016786355.1	ok	36	233	0.03117	0.41732	0.58268	482	673	0	1.0000	993	0.8042	1155	144	1525	false
GCF_900234795.1__GCF_014199985.1	GCF_900234795.1	GCF_014199985.1	ok	56	146	0.06356	0.49830	0.49830	439	439	0	0.9988	847	0.8442	881	142	1782	false
GCF_000717645.1__GCF_003610995.1	GCF_000717645.1	GCF_003610995.1	ok	42	123	0.04247	0.49444	0.49444	489	489	0	0.9504	939	0.8798	989	87	1327	false
GCF_014323405.1__GCA_902362365.1	GCF_014323405.1	GCA_902362365.1	ok	1	72	0.00253	0.43939	0.43939	174	174	0	0.9750	312	0.8135	396	14	117	false
GCF_001667185.1__GCF_002101815.1	GCF_001667185.1	GCF_002101815.1	ok	6	125	0.00433	0.49387	0.49387	685	685	0	0.9276	1243	0.9089	1387	26	1243	false
GCF_001952855.1__GCF_000346755.1	GCF_001952855.1	GCF_000346755.1	ok	25	142	0.04195	0.39597	0.39597	236	236	0	0.9756	480	0.7621	596	34	1847	false
GCF_003584685.1__GCA_910589175.1	GCF_003584685.1	GCA_910589175.1	ok	0	28	0.00000	0.40777	0.40777	42	42	0	1.0000	74	0.7255	103	12	156	false
GCF_002259745.1__GCF_018555355.1	GCF_002259745.1	GCF_018555355.1	ok	14	55	0.05128	0.45788	0.45788	125	125	0	0.9274	230	0.7985	273	45	922	false
GCF_018207095.1__GCF_900143625.1	GCF_018207095.1	GCF_900143625.1	ok	0	112	0.00000	0.49550	0.50450	220	224	0	0.6592	236	0.7053	444	43	1049	false
GCF_009749465.1__GCF_003384855.1	GCF_009749465.1	GCF_003384855.1	ok	8	37	0.01822	0.22551	0.22551	99	99	0	0.9583	414	0.9167	439	21	1985	false
GCA_017557665.1__GCA_017405965.1	GCA_017557665.1	GCA_017405965.1	ok	35	111	0.17073	0.36585	0.63415	75	130	0	0.7571	134	0.4932	205	41	968	false
GCF_003046425.1__GCF_000306675.2	GCF_003046425.1	GCF_000306675.2	ok	20	82	0.04124	0.46186	0.53814	224	261	0	0.9006	435	0.8363	485	124	424	false
GCF_002155975.1__GCF_017308975.1	GCF_002155975.1	GCF_017308975.1	ok	34	624	0.01130	0.47143	0.52857	1419	1591	0	0.7907	2334	0.7923	3010	658	2874	false
GCA_900316525.1__GCA_902778105.1	GCA_900316525.1	GCA_902778105.1	ok	10	60	0.06098	0.46951	0.46951	77	77	0	0.7903	98	0.6053	164	10	698	false
GCF_000716535.1__GCF_014650035.1	GCF_000716535.1	GCF_014650035.1	ok	30	108	0.02933	0.44966	0.44966	460	460	0	0.9646	954	0.8957	1023	72	1836	false
GCA_015062085.1__GCA_017939795.1	GCA_015062085.1	GCA_017939795.1	ok	29	205	0.05026	0.49220	0.50780	284	293	0	0.7220	348	0.6245	577	76	790	false
GCF_009858265.1__GCF_900101045.1	GCF_009858265.1	GCF_900101045.1	ok	22	62	0.01074	0.33105	0.33105	678	678	0	0.9995	2030	0.9700	2048	36	1559	false
GCF_003002955.1__GCF_900102815.1	GCF_003002955.1	GCF_900102815.1	ok	33	85	0.03556	0.42026	0.42026	390	390	0	0.9858	903	0.9110	928	46	1302	false
GCF_011039175.1__GCA_017945865.1	GCF_011039175.1	GCA_017945865.1	ok	5	33	0.00540	0.46328	0.46328	429	429	0	0.9730	900	0.9645	926	85	986	false
GCA_000634515.1__GCA_902537445.1	GCA_000634515.1	GCA_902537445.1	ok	0	27	0.00000	0.22115	0.77885	23	81	0	0.9167	66	0.7097	104	0	78	false
GCF_018383905.1__GCF_014844035.1	GCF_018383905.1	GCF_014844035.1	ok	10	32	0.11111	0.30000	0.30000	27	27	0	0.8539	76	0.6768	90	39	306	false
GCF_014779655.1__GCF_014653115.1	GCF_014779655.1	GCF_014653115.1	ok	6	51	0.00888	0.27219	0.72781	184	492	0	0.9647	628	0.9244	676	38	1151	false
GCA_017526585.1__GCA_902756345.1	GCA_017526585.1	GCA_902756345.1	ok	61	159	0.17330	0.48011	0.48011	169	169	0	0.8681	283	0.5902	352	22	1099	false
GCA_002394865.1__GCA_902776765.1	GCA_002394865.1	GCA_902776765.1	ok	27	127	0.07181	0.47074	0.47074	177	177	0	0.9627	284	0.6718	376	26	979	false
GCF_014490035.1__GCF_002966795.1	GCF_014490035.1	GCF_002966795.1	ok	27	54	0.06150	0.32802	0.67198	144	295	0	1.0000	439	0.8841	439	91	2045	true
GCF_004000745.1__GCA_900766135.1	GCF_004000745.1	GCA_900766135.1	ok	1	42	0.00408	0.28163	0.28163	69	69	0	0.7598	155	0.8000	245	7	1133	false
GCF_017114865.1__GCF_900114215.1	GCF_017114865.1	GCF_900114215.1	ok	30	106	0.01123	0.48596	0.51404	1298	1373	0	0.9875	2598	0.9604	2671	39	1001	false
GCA_018060215.1__GCA_017302035.1	GCA_018060215.1	GCA_017302035.1	ok	1	79	0.00397	0.44841	0.55159	113	139	0	0.5263	90	0.5885	252	34	831	false
GCA_016870675.1__GCA_016783995.1	GCA_016870675.1	GCA_016783995.1	ok	0	36	0.00000	0.40426	0.40426	57	57	0	0.5152	51	0.6505	141	5	54	false
GCF_900198625.1__GCF_900198365.1	GCF_900198625.1	GCF_900198365.1	ok	224	497	0.26603	0.45487	0.45487	383	383	0	0.9828	744	0.5118	842	28	231	false
GCF_002210435.1__GCF_000145235.1	GCF_002210435.1	GCF_000145235.1	ok	30	122	0.09146	0.45122	0.45122	148	148	0	0.7492	245	0.6514	328	104	1473	false
GCA_017505635.1__GCA_017442085.1	GCA_017505635.1	GCA_017442085.1	ok	9	74	0.04592	0.40816	0.59184	80	116	0	0.9675	119	0.6000	196	17	412	false
GCF_004364585.1__GCF_014874065.1	GCF_004364585.1	GCF_014874065.1	ok	0	12	0.00000	0.24812	0.24812	33	33	0	0.9084	119	0.9084	133	15	648	false
GCF_016894385.1__GCF_003402535.1	GCF_016894385.1	GCF_003402535.1	ok	58	173	0.02121	0.39415	0.39415	1078	1078	0	0.9993	2678	0.9381	2735	168	3221	false
GCF_004028635.1__GCF_003963535.1	GCF_004028635.1	GCF_003963535.1	ok	114	243	0.05706	0.16016	0.16016	320	320	0	0.9895	1976	0.8846	1998	309	2351	false
GCA_905612295.1__GCA_905612275.1	GCA_905612295.1	GCA_905612275.1	ok	0	6	0.00000	0.25000	0.75000	5	15	0	0.5000	3	0.4545	20	4	31	false
GCF_002531905.1__GCF_001664485.1	GCF_002531905.1	GCF_001664485.1	ok	29	122	0.01074	0.44963	0.44963	1214	1214	0	0.9770	2632	0.9552	2700	164	3169	false
GCF_001189365.1__GCF_018408855.1	GCF_001189365.1	GCF_018408855.1	ok	15	189	0.03348	0.47545	0.47545	213	213	0	0.5782	255	0.5864	448	571	3792	false
GCF_000382345.1__GCF_018119395.1	GCF_000382345.1	GCF_018119395.1	ok	27	142	0.03976	0.44772	0.44772	304	304	0	0.9201	564	0.7918	679	102	2208	false
GCF_000332515.2__GCF_000332455.1	GCF_000332515.2	GCF_000332455.1	ok	0	32	0.00000	0.24938	0.75062	101	304	0	0.9973	365	0.9194	405	59	322	false
GCA_004379115.1__GCA_903848435.1	GCA_004379115.1	GCA_903848435.1	ok	0	41	0.00000	0.46429	0.46429	78	78	0	0.5918	29	0.5060	168	110	1008	false
GCA_902799355.1__GCA_902798425.1	GCA_902799355.1	GCA_902798425.1	ok	11	71	0.05288	0.46154	0.46154	96	96	0	0.7975	130	0.6378	208	16	596	false
GCF_003044645.1__GCF_001618085.1	GCF_003044645.1	GCF_001618085.1	ok	6	42	0.00582	0.43647	0.43647	450	450	0	0.9950	990	0.9591	1031	26	408	false
GCF_001570405.1__GCA_001570385.1	GCF_001570405.1	GCA_001570385.1	ok	99	256	0.10410	0.47003	0.47003	447	447	0	0.9546	862	0.7498	951	130	1668	false
GCF_001424645.1__GCF_000878135.1	GCF_001424645.1	GCF_000878135.1	ok	6	128	0.00259	0.47026	0.47026	1091	1091	0	1.0000	2201	0.9449	2320	9	1194	false
GCA_902799965.1__GCA_902799665.1	GCA_902799965.1	GCA_902799665.1	ok	10	105	0.04808	0.41346	0.58654	86	122	0	0.4575	70	0.4324	208	25	401	false
GCA_902591415.1__GCA_902572345.1	GCA_902591415.1	GCA_902572345.1	ok	0	8	0.00000	0.26316	0.73684	10	28	0	0.6250	15	0.7037	38	0	36	false
GCF_004346385.1__GCF_001008345.1	GCF_004346385.1	GCF_001008345.1	ok	34	203	0.01289	0.42017	0.57983	1108	1529	0	0.9936	2482	0.9234	2637	40	1646	false
GCF_002096815.1__GCF_002087075.1	GCF_002096815.1	GCF_002087075.1	ok	53	148	0.15143	0.48286	0.48286	169	169	0	0.9967	300	0.6253	350	54	184	false
GCF_009377195.2__GCF_002927275.1	GCF_009377195.2	GCF_002927275.1	ok	11	26	0.07097	0.29032	0.29032	45	45	0	0.9863	144	0.8365	155	37	897	false
GCA_902621725.1__GCA_902514875.1	GCA_902621725.1	GCA_902514875.1	ok	0	19	0.00000	0.41667	0.58333	30	42	0	0.7400	37	0.6780	72	2	46	false
GCF_001691565.1__GCF_014204835.1	GCF_001691565.1	GCF_014204835.1	ok	11	23	0.07914	0.28058	0.28058	39	39	0	0.9928	137	0.8456	139	21	989	false
GCF_003696305.1__GCF_902506505.1	GCF_003696305.1	GCF_902506505.1	ok	134	268	0.38177	0.37037	0.62963	130	221	0	0.9629	337	0.4310	351	24	1623	false
GCA_902629695.1__GCA_902565935.1	GCA_902629695.1	GCA_902565935.1	ok	0	20	0.00000	0.40323	0.40323	50	50	0	0.8738	90	0.8230	124	0	39	false
GCA_003282965.1__GCA_902569735.1	GCA_003282965.1	GCA_902569735.1	ok	0	1	0.00000	0.28571	0.28571	2	2	0	1.0000	3	0.7500	7	1	27	false
GCA_014156375.1__GCA_002470465.1	GCA_014156375.1	GCA_002470465.1	ok	8	43	0.04790	0.46108	0.53892	77	90	0	1.0000	135	0.7471	167	18	831	false
GCF_001425905.1__GCA_902826655.1	GCF_001425905.1	GCA_902826655.1	ok	27	127	0.10887	0.41935	0.58065	104	144	0	0.9878	162	0.5153	248	46	2098	false
GCF_003857035.1__GCF_015751785.1	GCF_003857035.1	GCF_015751785.1	ok	40	371	0.01422	0.45768	0.54232	1287	1525	0	0.8876	2495	0.8697	2812	56	1519	false
GCF_018531375.1__GCF_000218545.1	GCF_018531375.1	GCF_000218545.1	ok	2	7	0.00913	0.46119	0.53881	101	118	0	0.9908	216	0.9683	219	25	985	false
GCF_003942865.1__GCF_001072375.1	GCF_003942865.1	GCF_001072375.1	ok	10	43	0.11111	0.50000	0.50000	45	45	0	0.9623	51	0.4881	90	26	188	false
GCF_003185805.1__GCF_001449105.1	GCF_003185805.1	GCF_001449105.1	ok	32	364	0.02852	0.42157	0.42157	473	473	0	0.6667	662	0.6573	1122	20	1008	false
GCA_900555465.1__GCA_019113065.1	GCA_900555465.1	GCA_019113065.1	ok	4	114	0.01238	0.49226	0.50774	159	164	0	0.4581	93	0.5065	323	11	816	false
GCF_002155915.1__GCF_001906585.1	GCF_002155915.1	GCF_001906585.1	ok	9	272	0.00769	0.44701	0.55299	523	647	0	0.7322	790	0.7545	1170	198	1422	false
GCA_003210015.1__GCA_902592325.1	GCA_003210015.1	GCA_902592325.1	ok	0	4	0.00000	0.33333	0.33333	3	3	0	0.0000	0	0.0000	9	3	21	false
GCF_000876655.1__GCF_018613755.1	GCF_000876655.1	GCF_018613755.1	ok	10	47	0.03185	0.46497	0.53503	146	168	0	0.9439	269	0.8474	314	52	1026	false
GCA_001629235.1__GCA_902601345.1	GCA_001629235.1	GCA_902601345.1	ok	0	49	0.00000	0.39336	0.60664	83	128	0	0.7104	130	0.7421	211	2	130	false
GCA_012511235.1__GCA_002432715.1	GCA_012511235.1	GCA_002432715.1	ok	0	46	0.00000	0.49123	0.49123	56	56	0	0.1600	12	0.3867	114	24	873	false
GCF_018343775.1__GCF_000452705.1	GCF_018343775.1	GCF_000452705.1	ok	29	58	0.20000	0.33793	0.66207	49	96	0	1.0000	145	0.6667	145	228	2015	true
GCF_009696315.1__GCF_001642025.1	GCF_009696315.1	GCF_001642025.1	ok	0	6	0.00000	0.28986	0.28986	20	20	0	0.9831	58	0.9062	69	9	519	false
GCF_014467235.1__GCF_002632465.1	GCF_014467235.1	GCF_002632465.1	ok	23	78	0.03758	0.42157	0.57843	258	354	0	0.9685	554	0.8723	612	243	280	false
GCA_004020365.1__GCF_002284575.1	GCA_004020365.1	GCF_002284575.1	ok	99	312	0.03987	0.46315	0.53685	1150	1333	0	0.9600	2328	0.8775	2483	102	2815	false
GCA_003278165.1__GCA_902565325.1	GCA_003278165.1	GCA_902565325.1	ok	0	2	0.00000	0.42857	0.57143	6	8	0	0.0000	0	0.6000	14	2	31	false
GCF_900114115.1__GCA_002412965.1	GCF_900114115.1	GCA_002412965.1	ok	9	49	0.07759	0.43103	0.56897	50	66	0	0.7547	80	0.5950	116	49	830	false
GCA_902626065.1__GCA_902587025.1	GCA_902626065.1	GCA_902587025.1	ok	0	5	0.00000	0.31250	0.31250	10	10	0	0.7895	15	0.7826	32	2	37	false
GCF_000876655.1__GCF_005280255.1	GCF_000876655.1	GCF_005280255.1	ok	19	61	0.05621	0.03550	0.03550	12	12	0	0.9199	310	0.8272	338	157	1003	false
GCF_013181195.1__GCA_017744445.1	GCF_013181195.1	GCA_017744445.1	ok	55	138	0.10300	0.36142	0.63858	193	341	0	0.9901	499	0.7629	534	27	1082	false
GCA_903857495.1__GCA_903840385.1	GCA_903857495.1	GCA_903840385.1	ok	7	96	0.03153	0.48649	0.48649	108	108	0	0.8899	97	0.4947	222	51	656	false
GCF_001045465.1__GCF_012927325.1	GCF_001045465.1	GCF_012927325.1	ok	2	36	0.01681	0.47899	0.52101	57	62	0	0.9756	80	0.6842	119	31	338	false
GCF_012641395.1__GCF_000816845.1	GCF_012641395.1	GCF_000816845.1	ok	21	52	0.09052	0.42241	0.42241	98	98	0	0.9432	216	0.7903	232	181	2901	false
GCF_001746415.1__GCF_000429085.1	GCF_001746415.1	GCF_000429085.1	ok	41	119	0.02859	0.38215	0.38215	548	548	0	1.0000	1395	0.9192	1434	229	1626	false
GCA_900318885.1__GCA_902800245.1	GCA_900318885.1	GCA_902800245.1	ok	40	211	0.04111	0.49126	0.50874	478	495	0	0.9559	781	0.7791	973	43	827	false
GCF_003052555.1__GCF_001043555.1	GCF_003052555.1	GCF_001043555.1	ok	50	164	0.03554	0.47193	0.47193	664	664	0	1.0000	1342	0.8874	1407	46	884	false
GCF_014648555.1__GCF_000269985.1	GCF_014648555.1	GCF_000269985.1	ok	40	118	0.03795	0.41082	0.41082	433	433	0	0.9563	1007	0.8914	1054	328	1598	false
GCA_902554745.1__GCA_902527415.1	GCA_902554745.1	GCA_902527415.1	ok	0	20	0.00000	0.39326	0.60674	35	54	0	0.6769	44	0.7143	89	0	32	false
GCF_900176865.1__GCF_000577555.1	GCF_900176865.1	GCF_000577555.1	ok	4	91	0.02985	0.47015	0.47015	63	63	0	1.0000	49	0.3309	134	135	737	false
GCF_013072695.1__GCF_000374425.1	GCF_013072695.1	GCF_000374425.1	ok	12	42	0.10000	0.44167	0.44167	53	53	0	0.9570	89	0.6500	120	34	398	false
GCF_001293125.1__GCA_018376445.1	GCF_001293125.1	GCA_018376445.1	ok	3	21	0.00997	0.34551	0.34551	104	104	0	0.9965	286	0.9309	301	7	382	false
GCA_009704285.1__GCA_000383815.1	GCA_009704285.1	GCA_000383815.1	ok	0	44	0.00000	0.49180	0.49180	60	60	0	0.4646	46	0.5644	122	7	50	false
GCF_900637185.1__GCF_001612825.1	GCF_900637185.1	GCF_001612825.1	ok	27	105	0.05908	0.09190	0.90810	42	415	0	0.9975	406	0.7831	457	47	2119	false
GCF_014252255.1__GCF_014252055.1	GCF_014252255.1	GCF_014252055.1	ok	0	0	0.00000	0.00000	0.00000	0	0	0	1.0000	3	1.0000	3	3	16	true
GCF_009696325.1__GCF_901212495.1	GCF_009696325.1	GCF_901212495.1	ok	8	71	0.01720	0.44301	0.44301	206	206	0	0.9752	394	0.8450	465	36	813	false
GCF_011682075.1__GCF_000021385.1	GCF_011682075.1	GCF_000021385.1	ok	2	504	0.00102	0.47422	0.47422	929	929	0	0.6885	1348	0.7427	1959	54	1110	false
GCA_900319225.1__GCA_902774335.1	GCA_900319225.1	GCA_902774335.1	ok	7	38	0.06796	0.45631	0.45631	47	47	0	0.8831	68	0.6238	103	11	339	false
GCF_012676905.1__GCF_000422485.1	GCF_012676905.1	GCF_000422485.1	ok	10	60	0.00567	0.47309	0.47309	835	835	0	0.9994	1725	0.9662	1765	67	2507	false
GCF_009905735.1__GCF_002952215.1	GCF_009905735.1	GCF_002952215.1	ok	16	54	0.11268	0.48592	0.48592	69	69	0	0.7801	110	0.6494	142	223	1239	false
GCF_003999415.1__GCF_900636825.1	GCF_003999415.1	GCF_900636825.1	ok	16	64	0.02504	0.41941	0.41941	268	268	0	0.9404	600	0.9018	639	46	2046	false
