pairid	anim_ani	anim_af_ref	anim_af_qry	aligned_bases_qry	af_tier
GCA_001604135.1__GCA_016292145.1	89.3500	69.33	59.21	1849486	low-AF
GCA_900553135.1__GCA_905205085.1	86.9400	40.15	40.52	962463	low-AF
GCF_900112625.1__GCF_000364445.2	89.1000	59.40	61.40	3901013	strict
GCA_902576125.1__GCA_902512325.1	86.0100	50.83	53.28	668720	low-AF
GCA_902576905.1__GCA_902537235.1	90.1900	52.39	59.65	1007764	low-AF
GCA_902536925.1__GCA_902518165.1	94.3100	50.38	77.58	617535	strict
GCF_001426905.1__GCA_017745235.1	86.8800	48.76	46.50	2363712	low-AF
GCA_000383735.1__GCA_002323895.1	92.4700	46.70	73.48	1787817	strict
GCF_000691165.1__GCF_000691145.1	89.0100	90.83	89.40	3336288	strict
GCF_004137255.1__GCF_013155335.1	86.3600	50.15	51.11	2288025	low-AF
GCF_001068775.1__GCA_905221345.1	86.5900	47.32	43.94	897818	low-AF
GCF_001180165.1__GCA_902571955.1	91.1100	48.87	70.11	564106	strict
GCF_000960475.2__GCF_014648255.1	89.4700	69.82	68.10	3923626	strict
GCA_017963805.1__GCA_017539325.1	92.0600	84.84	81.63	1671815	strict
GCF_001693515.2__GCF_009930815.1	92.0500	69.44	75.37	6314499	strict
GCF_002082245.2__GCF_003600645.1	86.0100	60.73	53.41	2709844	low-AF
GCF_014298075.1__GCF_001598695.1	85.4800	54.70	60.32	3199817	strict
GCA_005789325.1__GCA_000428345.2	84.9300	36.73	41.23	326774	low-AF
GCA_900552015.1__GCF_000765235.1	90.3400	49.13	69.50	1323291	strict
GCA_902582155.1__GCA_902553555.1	87.1900	44.32	32.38	316462	low-AF
GCA_000831085.1__GCA_905373305.1	91.3500	75.92	56.79	1146050	low-AF
GCF_014222285.1__GCF_013343235.1	93.8100	72.70	66.44	5646789	strict
GCA_902634305.1__GCA_902587435.1	90.1500	70.73	59.33	676039	low-AF
GCA_003282205.1__GCA_902617895.1	90.5100	78.85	69.67	926594	strict
GCF_000421725.1__GCF_000166355.1	93.1500	74.17	78.05	2021510	strict
GCA_900321605.1__GCA_017542915.1	94.6800	71.89	53.48	1238288	low-AF
GCA_900765185.1__GCA_900765115.1	94.0100	73.22	84.06	1644715	strict
GCA_902628525.1__GCA_902591695.1	86.7300	41.43	43.68	376107	low-AF
GCA_902609285.1__GCA_902604835.1	93.7100	69.09	69.59	646081	strict
GCF_004320525.1__GCF_001663775.1	88.2100	67.67	60.95	3120084	strict
GCF_000966285.1__GCF_016786355.1	90.1500	46.82	66.45	4574642	strict
GCF_900234795.1__GCF_014199985.1	89.0200	67.75	70.04	4003126	strict
GCF_000717645.1__GCF_003610995.1	88.8900	63.55	58.83	4580350	low-AF
GCF_014323405.1__GCA_902362365.1	92.9200	82.60	76.52	2659935	strict
GCF_001667185.1__GCF_002101815.1	92.0600	85.69	87.32	4821032	strict
GCF_001952855.1__GCF_000346755.1	87.7600	63.04	59.04	4123593	low-AF
GCF_003584685.1__GCA_910589175.1	86.5400	65.25	66.32	1285119	strict
GCF_002259745.1__GCF_018555355.1	88.7300	46.11	46.27	1362260	low-AF
GCF_018207095.1__GCF_900143625.1	87.3900	53.49	59.03	3788001	low-AF
GCF_009749465.1__GCF_003384855.1	87.2700	54.28	60.85	2256559	strict
GCA_017557665.1__GCA_017405965.1	86.9200	40.92	41.56	1492420	low-AF
GCF_003046425.1__GCF_000306675.2	91.7700	79.44	83.45	3219399	strict
GCF_002155975.1__GCF_017308975.1	92.0700	72.87	73.17	7451143	strict
GCA_900316525.1__GCA_902778105.1	86.1400	49.19	42.78	1314918	low-AF
GCF_000716535.1__GCF_014650035.1	88.8600	62.65	47.17	4881304	low-AF
GCA_015062085.1__GCA_017939795.1	89.0300	52.96	63.79	2451986	strict
GCF_009858265.1__GCF_900101045.1	92.5500	78.80	81.75	4882179	strict
GCF_003002955.1__GCF_900102815.1	88.5800	70.99	68.63	3972065	strict
GCF_011039175.1__GCA_017945865.1	92.9200	81.09	64.63	1834225	strict
GCA_000634515.1__GCA_902537445.1	90.8900	79.49	61.39	892381	strict
GCF_018383905.1__GCF_014844035.1	85.4000	40.27	40.88	2218721	low-AF
GCF_014779655.1__GCF_014653115.1	89.0100	73.39	68.26	3071881	strict
GCA_017526585.1__GCA_902756345.1	88.1900	37.14	43.90	1250252	low-AF
GCA_002394865.1__GCA_902776765.1	87.6300	47.84	49.95	1858165	low-AF
GCF_014490035.1__GCF_002966795.1	87.0800	54.71	51.18	3460749	low-AF
GCF_004000745.1__GCA_900766135.1	85.9500	51.62	59.79	2947757	low-AF
GCF_017114865.1__GCF_900114215.1	94.2500	77.24	80.20	4863081	strict
GCA_018060215.1__GCA_017302035.1	87.9100	54.11	69.40	1584489	strict
GCA_016870675.1__GCA_016783995.1	94.4400	45.91	27.95	558509	verylow-AF
GCF_900198625.1__GCF_900198365.1	95.5400	80.84	77.73	1948980	strict
GCF_002210435.1__GCF_000145235.1	86.4300	42.81	39.96	3002418	low-AF
GCA_017505635.1__GCA_017442085.1	87.7800	67.05	61.21	1262210	strict
GCF_004364585.1__GCF_014874065.1	85.9600	47.43	47.54	1401578	low-AF
GCF_016894385.1__GCF_003402535.1	92.8800	58.92	78.35	5245031	strict
GCF_004028635.1__GCF_003963535.1	90.3700	65.07	70.37	6920232	strict
GCA_905612295.1__GCA_905612275.1	89.6800	50.08	41.15	370192	low-AF
GCF_002531905.1__GCF_001664485.1	92.6100	81.27	77.37	5599063	strict
GCF_001189365.1__GCF_018408855.1	86.6500	34.22	49.79	3081274	low-AF
GCF_000382345.1__GCF_018119395.1	87.3000	61.24	50.05	3300364	low-AF
GCF_000332515.2__GCF_000332455.1	90.2000	85.08	88.03	3593342	strict
GCA_004379115.1__GCA_903848435.1	86.2000	60.96	49.82	1481291	low-AF
GCA_902799355.1__GCA_902798425.1	86.9200	41.57	45.10	1296326	low-AF
GCF_003044645.1__GCF_001618085.1	95.7000	85.43	85.33	1974138	strict
GCF_001570405.1__GCA_001570385.1	89.1600	57.62	63.14	5348253	strict
GCF_001424645.1__GCF_000878135.1	94.5600	89.45	89.09	3049601	strict
GCA_902799965.1__GCA_902799665.1	87.4500	45.95	47.36	1208651	low-AF
GCA_902591415.1__GCA_902572345.1	87.4000	59.36	64.98	589768	strict
GCF_004346385.1__GCF_001008345.1	92.3800	74.68	77.58	6084553	strict
GCF_002096815.1__GCF_002087075.1	92.8300	64.76	69.97	1388317	strict
GCF_009377195.2__GCF_002927275.1	85.8300	45.61	45.82	1662774	low-AF
GCA_902621725.1__GCA_902514875.1	90.9200	59.22	54.65	752754	low-AF
GCF_001691565.1__GCF_014204835.1	85.6300	36.76	39.11	1140894	low-AF
GCF_003696305.1__GCF_902506505.1	86.2300	51.85	45.23	2206435	low-AF
GCA_902629695.1__GCA_902565935.1	93.5500	68.62	77.91	751345	strict
GCA_003282965.1__GCA_902569735.1	84.3700	49.06	42.34	404719	low-AF
GCA_014156375.1__GCA_002470465.1	85.6700	62.50	58.05	2742065	low-AF
GCF_001425905.1__GCA_902826655.1	85.7300	41.05	41.42	1743002	low-AF
GCF_003857035.1__GCF_015751785.1	94.2900	79.99	82.10	5869726	strict
GCF_018531375.1__GCF_000218545.1	86.0200	50.95	47.82	1790304	low-AF
GCF_003942865.1__GCF_001072375.1	86.5200	47.41	45.74	917054	low-AF
GCF_003185805.1__GCF_001449105.1	89.9300	71.37	71.95	3803400	strict
GCA_900555465.1__GCA_019113065.1	89.7300	56.62	66.81	1255858	strict
GCF_002155915.1__GCF_001906585.1	90.7400	51.39	69.51	4185732	strict
GCA_003210015.1__GCA_902592325.1	84.8700	50.27	51.26	466214	low-AF
GCF_000876655.1__GCF_018613755.1	87.0900	56.60	60.01	2822993	strict
GCA_001629235.1__GCA_902601345.1	93.6300	67.90	72.33	796821	strict
GCA_012511235.1__GCA_002432715.1	85.2300	56.76	62.21	1647152	strict
GCF_018343775.1__GCF_000452705.1	85.2100	39.67	38.33	2293479	low-AF
GCF_009696315.1__GCF_001642025.1	84.8800	59.77	54.29	1415969	low-AF
GCF_014467235.1__GCF_002632465.1	93.4400	79.49	77.13	3509470	strict
GCA_004020365.1__GCF_002284575.1	92.9800	72.07	71.50	5179299	strict
GCA_003278165.1__GCA_902565325.1	86.1700	50.26	36.97	398976	low-AF
GCF_900114115.1__GCA_002412965.1	85.1600	41.60	40.49	1722436	low-AF
GCA_902626065.1__GCA_902587025.1	87.2100	54.35	45.67	467664	low-AF
GCF_000876655.1__GCF_005280255.1	87.3100	54.58	63.38	2981363	strict
GCF_013181195.1__GCA_017744445.1	87.3200	55.82	52.94	2982275	low-AF
GCA_903857495.1__GCA_903840385.1	86.2600	57.87	47.78	1765950	low-AF
GCF_001045465.1__GCF_012927325.1	86.1100	56.87	53.69	2793182	low-AF
GCF_012641395.1__GCF_000816845.1	85.8600	40.71	41.22	2962995	low-AF
GCF_001746415.1__GCF_000429085.1	90.5800	70.87	55.17	5036722	low-AF
GCA_900318885.1__GCA_902800245.1	92.6700	65.04	67.48	2251746	strict
GCF_003052555.1__GCF_001043555.1	91.6800	81.08	77.05	4020834	strict
GCF_014648555.1__GCF_000269985.1	88.5600	50.16	52.04	4323762	low-AF
GCA_902554745.1__GCA_902527415.1	93.5000	55.24	63.59	508525	strict
GCF_900176865.1__GCF_000577555.1	85.9700	48.81	51.58	1229775	low-AF
GCF_013072695.1__GCF_000374425.1	85.8100	51.42	39.48	1878250	low-AF
GCF_001293125.1__GCA_018376445.1	89.9500	80.75	91.12	1695292	strict
GCA_009704285.1__GCA_000383815.1	94.4900	48.86	71.40	480513	strict
GCF_900637185.1__GCF_001612825.1	86.3900	55.61	50.60	3533360	low-AF
GCF_014252255.1__GCF_014252055.1	83.6200	57.43	57.16	359497	low-AF
GCF_009696325.1__GCF_901212495.1	90.7900	62.33	75.39	1567424	strict
GCF_011682075.1__GCF_000021385.1	93.2700	82.74	78.83	3340498	strict
GCA_900319225.1__GCA_902774335.1	86.4000	46.19	42.95	1088404	low-AF
GCF_012676905.1__GCF_000422485.1	90.7000	69.70	77.06	3983009	strict
GCF_009905735.1__GCF_002952215.1	84.8700	49.16	47.36	1614814	low-AF
GCF_003999415.1__GCF_900636825.1	88.1000	70.15	65.86	4199393	strict
GCF_008824185.1__GCF_003285265.1	85.8000	44.73	36.77	1621547	low-AF
GCA_015523185.1__GCF_012027635.1	83.6800	46.97	52.31	905180	low-AF
GCF_002234915.1__GCF_002259645.1	89.0100	59.23	54.82	1705444	low-AF
GCF_002019635.1__GCF_000518865.1	94.9300	84.46	83.42	4504334	strict
GCF_019139815.1__GCF_000282195.1	85.6300	38.19	39.63	2420150	low-AF
GCF_003019675.1__GCF_002356455.1	89.5100	69.71	77.68	2747901	strict
GCF_000306765.2__GCF_000025685.1	86.5600	40.42	41.54	1622038	low-AF
GCF_007667275.1__GCF_001676385.1	85.9300	44.41	43.82	1824266	low-AF
GCF_015670745.1__GCA_900764025.1	94.3300	85.20	71.88	1517990	strict
GCA_902629575.1__GCA_902627935.1	85.3300	45.48	44.68	474151	low-AF
GCF_004785665.1__GCF_002902565.1	92.2800	85.31	86.47	2118428	strict
GCF_014649815.1__GCA_016432725.1	86.3900	38.49	40.00	3103804	low-AF
GCF_002778015.1__GCF_002777915.1	91.1500	77.62	80.17	1682007	strict
GCF_013359685.1__GCF_900114565.1	86.1500	47.80	44.04	1801656	low-AF
GCA_905215765.1__GCA_905215725.1	94.8900	79.79	79.19	1646450	strict
GCA_012030815.1__GCA_003569705.1	86.1700	47.32	64.42	680159	strict
GCF_000718165.1__GCF_000717055.1	86.4100	49.39	39.07	4526189	low-AF
GCF_011395035.1__GCF_900068835.1	84.5000	51.58	41.32	2696966	low-AF
GCF_900108365.1__GCF_003971235.1	91.4600	81.48	83.83	4111371	strict
GCF_004769575.1__GCF_004769235.1	85.9300	69.22	71.55	2863296	strict
GCF_014204515.1__GCF_016919445.1	90.5200	79.78	67.30	5100131	strict
GCA_902580765.1__GCA_902572735.1	93.5900	55.04	64.63	725456	strict
GCA_017435045.1__GCA_017442085.1	86.6000	36.32	36.19	681823	low-AF
GCF_001507435.1__GCF_008704995.1	87.3000	52.14	39.50	4014566	low-AF
GCA_903994365.1__GCA_903866255.1	86.4900	40.69	57.22	1114672	low-AF
GCF_002251635.1__GCF_000282375.1	87.3900	64.20	64.90	4327769	strict
GCF_014529935.1__GCF_012641275.1	85.3100	53.16	55.62	4490513	low-AF
GCF_002154575.1__GCF_001896135.2	93.4700	70.09	75.15	6059310	strict
GCF_000717995.1__GCF_003112555.1	92.0200	65.20	73.87	5652170	strict
GCA_902627595.1__GCA_902587545.1	88.2200	63.47	62.95	719223	strict
GCA_016787135.1__GCA_016787085.1	84.7400	48.04	53.21	2420761	low-AF
GCF_012396365.1__GCF_000341065.1	89.5300	67.48	59.52	4260725	low-AF
GCF_003324565.1__GCF_002803085.1	89.5900	62.18	63.19	5423640	strict
GCA_902590695.1__GCA_902575815.1	93.3800	63.31	48.57	675978	low-AF
GCF_002221525.1__GCF_000238395.3	85.3800	45.36	47.42	2134085	low-AF
GCF_002284535.1__GCF_013170705.1	86.1000	41.53	42.80	2859991	low-AF
GCF_018448925.1__GCF_001684335.1	95.2400	87.81	85.91	4764842	strict
GCA_902623395.1__GCA_902596205.1	85.3100	53.38	51.33	527718	low-AF
GCF_000799235.1__GCA_016025055.1	85.1700	43.34	42.48	2110817	low-AF
GCF_015679985.1__GCA_902387145.1	94.6500	87.64	90.81	1635109	strict
GCA_002424295.1__GCA_002411615.1	92.1800	78.53	73.46	1265523	strict
GCA_002438845.1__GCA_002297815.1	88.0400	48.84	55.98	1413420	low-AF
GCA_013867245.1__GCA_902514095.1	86.4100	47.40	43.22	495501	low-AF
GCA_017631745.1__GCA_900768075.1	86.6300	41.75	47.41	945275	low-AF
GCA_014654235.1__GCA_902517175.1	90.0300	46.52	46.22	380302	low-AF
GCF_003323735.1__GCF_017676345.1	86.8000	43.60	45.86	3525343	low-AF
GCA_003152695.1__GCA_003135475.1	90.4900	65.49	56.48	2543985	low-AF
GCA_004210455.1__GCF_001653795.1	90.4700	70.46	67.88	4293523	strict
GCF_001298465.1__GCF_902460545.1	93.9800	86.48	91.86	1690328	strict
GCF_000979455.1__GCF_000969965.1	89.1200	58.98	58.03	2364411	low-AF
GCA_902538885.1__GCA_902522385.1	90.6700	57.07	62.43	626026	strict
GCA_017646825.1__GCA_017408205.1	89.7200	75.38	70.27	858422	strict
GCF_003942695.1__GCF_001281025.1	88.5200	62.83	60.15	1178009	strict
GCF_000959525.1__GCF_000203915.1	89.4300	60.55	72.07	4557067	strict
GCA_014804365.1__GCA_014804655.1	93.8900	59.19	71.01	2716400	strict
GCA_900762525.1__GCA_000613465.1	93.4700	66.20	59.32	3690903	low-AF
GCF_002013415.1__GCF_001632805.1	87.8700	78.04	76.02	3926936	strict
GCF_009496285.1__GCF_009731465.1	87.2100	51.03	47.11	950685	low-AF
GCA_002697205.1__GCA_012960535.1	94.6500	77.97	85.60	3408230	strict
GCF_001509475.1__GCF_015712165.1	87.0200	52.20	42.34	4638483	low-AF
GCA_900555035.1__GCA_900770515.1	90.8200	43.72	34.57	1038635	low-AF
GCA_003280895.1__GCF_002025945.1	93.2500	74.78	72.38	1008543	strict
GCF_900105025.1__GCF_012844235.1	92.9700	83.78	83.60	1967274	strict
GCA_003278855.1__GCF_017695975.1	92.2600	79.80	87.59	1318871	strict
GCF_900109435.1__GCA_017542475.1	86.5600	57.41	43.20	1538055	low-AF
GCA_003166375.1__GCA_003140595.1	85.8300	45.53	44.32	1624460	low-AF
GCF_004343605.1__GCF_000512895.1	92.5700	72.92	74.66	2128378	strict
GCF_005843885.1__GCF_002900365.1	91.5300	81.22	77.40	3963434	strict
GCF_000187465.1__GCF_013394695.1	91.9900	84.95	76.55	1458976	strict
GCF_900167025.1__GCA_002477955.1	93.6300	89.85	75.59	1905523	strict
GCF_014697585.1__GCF_012516395.1	87.9800	51.66	58.48	2641323	low-AF
GCF_007679425.1__GCF_014673495.1	94.2200	70.78	82.24	6363829	strict
GCF_000696385.1__GCF_009665255.1	93.7900	91.62	90.68	3593700	strict
GCA_900542945.1__GCA_018380195.1	93.2100	80.85	80.55	1792823	strict
GCF_900573885.1__GCF_003208235.1	86.0100	57.65	59.97	3317424	low-AF
GCA_009699265.1__GCF_004137245.1	86.5500	53.44	60.17	2453799	strict
GCA_902594865.1__GCA_902588855.1	85.9300	56.43	40.07	456674	low-AF
GCF_900220975.1__GCF_013378445.1	92.3500	81.45	69.40	4563834	strict
GCF_006715835.1__GCF_013408335.1	89.9700	69.18	71.02	4256362	strict
GCA_014055495.1__GCF_905220995.1	88.7200	64.87	77.90	3164651	strict
GCA_003242605.1__GCF_006716785.1	92.7100	80.16	84.21	4690096	strict
GCF_003431825.1__GCA_001555775.1	85.6500	50.83	49.43	2037945	low-AF
GCF_006335005.1__GCF_900114845.1	86.4500	39.59	49.61	2224661	low-AF
GCA_011046855.1__GCA_905339345.1	87.0300	54.48	42.80	1427497	low-AF
GCA_003214175.1__GCA_003216355.1	90.2400	80.54	70.47	1055681	strict
GCA_905612485.1__GCA_905612295.1	89.5100	61.55	58.23	552185	low-AF
GCA_004322085.1__GCF_006970865.1	86.5000	49.71	60.52	2176739	strict
GCF_016899425.1__GCF_000959445.1	90.1700	67.95	60.98	4723668	strict
GCA_003702525.1__GCF_000018465.1	90.1000	66.86	87.27	1116693	strict
GCF_002115725.1__GCF_014637725.1	84.6900	50.96	52.97	2442093	low-AF
GCF_001667585.1__GCF_000277125.1	85.5200	57.33	54.00	3082467	low-AF
GCF_004212635.1__GCF_004114915.1	89.1900	63.82	60.08	5240044	strict
GCF_014649755.1__GCF_006539185.1	89.2100	55.91	63.00	5023801	strict
GCF_014268445.2__GCF_018138145.1	93.3800	83.85	85.75	5678297	strict
GCF_009496285.1__GCF_006175905.1	86.2500	47.02	43.22	872118	low-AF
GCF_018219455.1__GCA_000953735.1	92.2500	73.94	76.27	3807258	strict
GCF_000744835.1__GCF_900108015.1	85.7400	49.45	45.49	1724207	low-AF
GCF_013170705.1__GCA_000824805.1	85.7500	47.27	44.93	3087022	low-AF
GCF_003946575.1__GCF_003946015.1	85.4500	59.46	55.74	1509464	low-AF
GCF_000956525.1__GCF_900095745.1	85.8300	42.52	44.56	1696814	low-AF
GCA_003167215.1__GCA_003131985.1	86.5100	54.92	57.49	2173180	low-AF
GCF_009189165.1__GCF_008807415.1	89.6100	64.18	69.99	4417280	strict
GCA_014804675.1__GCA_910585715.1	85.9000	48.46	47.61	1637183	low-AF
GCF_000244935.1__GCF_016907215.1	94.6100	78.98	72.94	6360338	strict
GCA_003670455.1__GCA_903851225.1	84.9000	48.89	65.26	569418	strict
GCF_014696655.1__GCA_017114995.1	89.5800	52.54	47.78	4295028	low-AF
GCF_010998615.1__GCF_002305895.1	91.0700	79.98	78.24	7100685	strict
GCA_016712025.1__GCA_016703105.1	87.4800	57.13	73.17	2749638	strict
GCF_005082365.1__GCF_000009605.1	83.7900	60.50	61.75	395847	strict
GCF_014236655.1__GCF_000512695.2	86.6400	48.09	48.13	2910298	low-AF
GCF_000379065.1__GCF_000484695.1	94.0800	77.66	78.26	4067947	strict
GCA_003213855.1__GCA_017644295.1	90.1900	67.41	87.62	1150841	strict
GCF_000012825.1__GCA_011959205.1	91.7900	56.51	47.61	2458019	low-AF
GCA_902574955.1__GCA_902572915.1	91.4400	54.36	52.77	532436	low-AF
GCF_012986595.1__GCF_014268495.2	90.3900	75.76	79.40	4832631	strict
GCF_007997215.1__GCF_900112005.1	89.4100	70.53	70.49	3641243	strict
GCA_902802755.1__GCA_902771655.1	91.1500	56.99	59.43	1521059	low-AF
GCF_014863585.1__GCF_001594225.2	94.1300	85.74	81.26	5333438	strict
GCF_900637545.1__GCF_000819985.1	88.9400	75.04	75.34	3422146	strict
GCF_001990265.1__GCF_000756375.1	86.0900	45.50	46.03	1996365	low-AF
GCA_902619485.1__GCA_902543145.1	94.5900	64.18	75.12	1216292	strict
GCA_004962925.1__GCF_002356515.1	86.3700	38.36	47.87	3227825	low-AF
GCA_003281365.1__GCA_017644325.1	89.0500	84.10	87.48	1371270	strict
GCF_000018465.1__GCA_016125975.1	87.8200	64.28	69.89	1149917	strict
GCF_900411395.1__GCF_009731465.1	92.3000	80.01	69.26	1536028	strict
GCF_016342265.1__GCA_019209935.1	90.9500	84.38	82.32	2252018	strict
GCF_013410405.1__GCF_000739085.1	88.2800	60.75	61.05	4394075	strict
GCF_018687895.1__GCF_018687535.1	91.6100	82.57	81.95	1694445	strict
GCF_003075375.1__GCF_001984105.1	86.2600	43.33	48.55	1629872	low-AF
GCF_902506145.1__GCF_001544875.2	86.4500	37.11	48.82	3067917	low-AF
GCF_900460525.1__GCF_901472495.1	88.5900	76.49	73.59	3483422	strict
GCF_005860765.1__GCF_006149045.1	90.9200	81.20	84.65	5248236	strict
GCF_010894455.1__GCF_017301635.1	86.7200	60.57	54.95	6261414	low-AF
GCA_900321715.1__GCA_900319485.1	90.5500	61.28	74.77	1528796	strict
GCF_002165135.1__GCF_018417595.1	87.5700	56.57	62.15	3364010	strict
GCF_014251575.1__GCF_000348805.1	84.9900	84.32	84.26	533964	strict
GCA_900766125.1__GCA_900765235.1	93.1100	65.55	54.26	986563	low-AF
GCA_902626435.1__GCA_902538225.1	90.6500	64.33	63.45	682245	strict
GCA_900552425.1__GCA_905214105.1	93.9100	64.86	85.89	1548754	strict
GCF_002848005.1__GCF_900106855.1	88.6300	56.64	55.30	1274650	low-AF
GCF_018130465.1__GCF_018130825.1	88.9500	69.76	75.04	5637020	strict
GCF_900573985.1__GCF_004803815.1	93.1800	89.70	76.43	1912982	strict
GCF_900095295.1__GCF_017874455.1	88.1500	71.71	68.71	1696802	strict
GCF_003966155.1__GCF_002549795.1	87.5300	66.84	61.34	2669941	strict
GCF_019173455.1__GCF_013410215.1	85.8900	43.96	45.22	1325107	low-AF
GCF_014161445.1__GCF_016863015.1	88.8400	59.45	55.57	4841163	low-AF
GCF_002836735.1__GCF_904846705.1	94.3000	84.04	81.65	2743724	strict
GCF_000745065.1__GCF_004684245.1	86.9400	66.80	72.94	1617923	strict
GCF_014698475.1__GCF_014698045.1	94.1300	66.68	77.00	5514564	strict
GCF_001427905.1__GCF_014844035.1	91.4600	75.64	74.15	4172986	strict
GCF_000306675.2__GCF_000244815.1	91.8600	74.54	77.51	3268111	strict
GCF_900156575.1__GCF_900142785.1	91.6200	77.17	81.08	3969495	strict
GCF_004365705.1__GCF_000719095.1	90.9700	61.17	62.39	5631856	strict
GCF_014279795.1__GCF_000153285.1	88.6400	71.70	73.28	1879898	strict
GCF_009193135.1__GCF_006349365.1	86.0300	55.39	55.86	1921532	low-AF
GCF_000801955.1__GCF_000020205.1	87.6900	64.43	55.32	3377268	low-AF
GCA_900471515.1__GCA_900466475.1	88.6600	64.41	77.52	4640331	strict
GCA_903866285.1__GCA_903837175.1	93.3100	55.29	66.23	754593	strict
GCF_009696075.1__GCF_003458715.1	88.9800	68.11	75.96	1572435	strict
GCF_900142825.1__GCA_002413455.1	87.1100	58.27	49.66	2195085	low-AF
GCF_003688625.1__GCF_001424005.1	94.3300	83.20	87.83	3493982	strict
GCA_017502065.1__GCA_017467445.1	88.1300	71.29	49.07	760134	low-AF
GCF_900105305.1__GCF_900411315.1	85.8300	51.97	46.36	1220842	low-AF
GCA_015060005.1__GCA_017623505.1	88.6100	48.05	48.21	954332	low-AF
GCF_000745485.1__GCA_002509665.1	89.1300	64.70	56.65	1908941	low-AF
GCF_002844335.1__GCF_000011085.1	89.2900	73.74	83.92	3123355	strict
GCA_902565935.1__GCA_902540275.1	84.3100	45.22	49.74	544569	low-AF
GCA_000961695.1__GCA_014763715.1	84.6000	51.37	49.39	1827633	low-AF
GCA_005798685.1__GCA_903953065.1	86.8900	72.69	50.00	887008	low-AF
GCF_002918705.1__GCF_000759795.1	92.4900	83.68	78.81	3654899	strict
GCF_003665435.1__GCF_006540305.1	86.5800	38.40	43.53	3337948	low-AF
GCF_014873915.1__GCF_000732925.1	92.5000	80.13	79.57	7251700	strict
GCF_900107155.1__GCF_014863605.1	85.5900	38.82	36.33	2526212	low-AF
GCF_016658545.1__GCF_009932335.1	90.5400	73.35	65.09	4365043	strict
GCF_004078655.1__GCF_004078635.1	88.1500	65.23	67.23	2297763	strict
GCA_003279565.1__GCA_902634795.1	89.4000	73.48	50.50	821236	low-AF
GCF_013004105.1__GCA_903894655.1	86.7400	61.64	46.18	2391655	low-AF
GCF_018130545.1__GCF_002831585.1	90.0100	70.91	70.02	5869460	strict
GCF_018919395.1__GCF_016458235.1	89.1900	73.47	73.45	3652921	strict
GCF_000701385.1__GCA_902514755.1	92.6600	82.57	58.48	804141	low-AF
GCF_003997495.1__GCF_016756595.1	86.4200	41.54	47.00	3063367	low-AF
GCF_002291145.1__GCF_000718165.1	88.0900	48.66	54.57	5651937	low-AF
GCF_000767835.1__GCF_000385925.1	90.0100	60.31	60.76	1252777	strict
GCA_902602885.1__GCA_902524385.1	90.6900	47.75	61.43	682785	strict
GCF_013409135.1__GCA_003488145.1	96.6300	90.25	69.47	3210285	strict
GCF_001668725.1__GCF_001667185.1	89.3900	81.84	79.54	4553582	strict
GCF_003097235.1__GCF_013523055.1	85.5100	39.03	37.44	2328145	low-AF
GCF_002284575.1__GCF_000502715.1	86.2700	49.51	41.52	2974963	low-AF
GCA_900450595.1__GCF_002217655.1	90.2500	69.07	71.60	2673627	strict
GCA_019117205.1__GCA_019119025.1	87.9000	66.75	57.48	1437523	low-AF
