pairid	q_acc	r_acc	status	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_raw_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_mismatches_raw	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular
GCF_000394035.1__GCF_001886115.1	GCF_000394035.1	GCF_001886115.1	ok	0.0	50.0	0.0	0.44125	0.44125	1412.0	1412.0	0.0	1.0	3142.0	0.9843	3200	23	313	False
GCA_002282115.1__GCA_018819845.1	GCA_002282115.1	GCA_018819845.1	ok	9.0	131.0	0.00218	0.34949	0.65051	1442.0	2684.0	0.0	0.9938	4001.0	0.9682	4126	12	1085	False
GCA_016783025.1__GCA_016785045.1	GCA_016783025.1	GCA_016785045.1	ok	0.0	33.0	0.0	0.41658	0.41658	402.0	402.0	0.0	0.9909	869.0	0.9635	965	11	194	False
GCA_002450435.1__GCA_002500965.1	GCA_002450435.1	GCA_002500965.1	ok	0.0	76.0	0.0	0.34956	0.34956	395.0	395.0	0.0	0.9457	992.0	0.9292	1130	2	151	False
GCA_001508735.1__GCF_000175295.2	GCA_001508735.1	GCF_000175295.2	ok	9.0	98.0	0.00804	0.39589	0.60411	443.0	676.0	0.0	0.9168	1025.0	0.9129	1119	62	111	False
GCA_900768985.1__GCA_905212115.1	GCA_900768985.1	GCA_905212115.1	ok	4.0	48.0	0.00206	0.38663	0.38663	752.0	752.0	0.0	0.9916	1885.0	0.9751	1945	6	469	False
GCA_001788055.1__GCA_001789895.1	GCA_001788055.1	GCA_001789895.1	ok	0.0	60.0	0.0	0.29847	0.29847	214.0	214.0	0.0	0.9684	612.0	0.9111	717	2	50	False
GCA_001788055.1__GCA_001789405.1	GCA_001788055.1	GCA_001789405.1	ok	0.0	46.0	0.0	0.23096	0.23096	185.0	185.0	0.0	0.9614	722.0	0.9403	801	3	51	False
GCA_001787885.1__GCA_001789895.1	GCA_001787885.1	GCA_001789895.1	ok	0.0	59.0	0.0	0.37143	0.37143	260.0	260.0	0.0	0.9709	600.0	0.9109	700	1	46	False
GCA_903898075.1__GCA_903914015.1	GCA_903898075.1	GCA_903914015.1	ok	0.0	174.0	0.0	0.43213	0.43213	729.0	729.0	0.0	0.8869	1317.0	0.8867	1687	12	162	False
GCF_014696495.1__GCF_014696555.1	GCF_014696495.1	GCF_014696555.1	ok	118.0	375.0	0.05196	0.43461	0.56539	987.0	1284.0	0.0	0.9758	2098.0	0.8408	2271	171	1082	False
GCF_014696495.1__GCF_014696565.1	GCF_014696495.1	GCF_014696565.1	ok	3.0	36.0	0.00043	0.2099	0.2099	1450.0	1450.0	1.0	0.9963	6793.0	0.9947	6909	176	1203	False
GCF_014696555.1__GCF_014696565.1	GCF_014696555.1	GCF_014696565.1	ok	122.0	371.0	0.05358	0.49407	0.49407	1125.0	1125.0	0.0	0.9556	2107.0	0.8432	2277	167	1113	False
GCF_004800995.1__GCF_004801005.1	GCF_004800995.1	GCF_004801005.1	ok	0.0	3.0	0.0	0.31394	0.31394	642.0	642.0	0.0	0.9985	2012.0	0.9985	2045	20	176	False
GCF_000183825.1__GCF_009933595.1	GCF_000183825.1	GCF_009933595.1	ok	7.0	21.0	0.00412	0.13832	0.13832	235.0	235.0	0.0	0.9965	1692.0	0.9877	1699	29	182	False
GCA_018678535.1__GCA_018679365.1	GCA_018678535.1	GCA_018679365.1	ok	0.0	277.0	0.0	0.4788	0.4788	1355.0	1355.0	0.0	0.9216	2446.0	0.8991	2830	17	227	False
GCA_013041895.1__GCA_018679365.1	GCA_013041895.1	GCA_018679365.1	ok	0.0	134.0	0.0	0.43643	0.43643	1198.0	1198.0	0.0	0.9657	2502.0	0.9494	2745	26	223	False
GCA_018678765.1__GCA_018679365.1	GCA_018678765.1	GCA_018679365.1	ok	0.0	192.0	0.0	0.48712	0.48712	1437.0	1437.0	0.0	0.969	2686.0	0.9334	2950	22	226	False
GCA_017518495.1__GCA_902803045.1	GCA_017518495.1	GCA_902803045.1	ok	1.0	288.0	0.00049	0.49532	0.49532	1006.0	1006.0	0.0	0.9355	1552.0	0.8453	2031	48	486	False
GCA_017392285.1__GCA_017413565.1	GCA_017392285.1	GCA_017413565.1	ok	3.0	299.0	0.0012	0.4964	0.4964	1240.0	1240.0	0.0	0.8933	2001.0	0.8719	2498	71	494	False
GCA_017413565.1__GCA_017518495.1	GCA_017413565.1	GCA_017518495.1	ok	2.0	273.0	0.00098	0.48338	0.51662	989.0	1057.0	0.0	0.9052	1624.0	0.8583	2046	71	529	False
GCA_014872635.1__GCA_018370735.1	GCA_014872635.1	GCA_018370735.1	ok	3.0	166.0	0.00325	0.47397	0.47397	437.0	437.0	0.0	0.806	702.0	0.8149	922	12	249	False
GCA_014872635.1__GCA_905212425.1	GCA_014872635.1	GCA_905212425.1	ok	0.0	169.0	0.0	0.46662	0.53338	622.0	711.0	0.0	0.8757	1120.0	0.8703	1333	13	255	False
GCA_018370735.1__GCA_905212425.1	GCA_018370735.1	GCA_905212425.1	ok	3.0	81.0	0.00307	0.44729	0.55271	437.0	540.0	0.0	0.9631	887.0	0.9161	977	3	248	False
GCA_003516265.1__GCA_013373735.1	GCA_003516265.1	GCA_013373735.1	ok	16.0	448.0	0.00285	0.49048	0.50952	2755.0	2862.0	0.0	0.9379	5093.0	0.9191	5617	14	1004	False
GCA_013373705.1__GCF_018972145.1	GCA_013373705.1	GCF_018972145.1	ok	0.0	73.0	0.0	0.37782	0.37782	2712.0	2712.0	0.0	0.9898	7104.0	0.9898	7178	100	1091	False
GCA_003516265.1__GCA_013373705.1	GCA_003516265.1	GCA_013373705.1	ok	17.0	428.0	0.00296	0.49095	0.50905	2820.0	2924.0	0.0	0.9328	5289.0	0.9251	5744	11	1003	False
GCA_012964395.1__GCA_015663735.1	GCA_012964395.1	GCA_015663735.1	ok	2.0	177.0	0.00092	0.43478	0.43478	950.0	950.0	0.0	0.952	1924.0	0.916	2185	5	373	False
GCA_012964395.1__GCA_015664595.1	GCA_012964395.1	GCA_015664595.1	ok	4.0	149.0	0.0017	0.49936	0.50064	1172.0	1175.0	0.0	0.9522	2130.0	0.9348	2347	3	377	False
GCA_015663735.1__GCA_015664595.1	GCA_015663735.1	GCA_015664595.1	ok	0.0	136.0	0.0	0.49768	0.49768	1072.0	1072.0	0.0	0.9526	1951.0	0.935	2154	4	342	False
GCF_001974575.1__GCF_002875905.1	GCF_001974575.1	GCF_002875905.1	ok	5.0	103.0	0.00079	0.49739	0.50261	3144.0	3177.0	0.0	0.9842	6086.0	0.9834	6321	20	650	False
GCF_002875885.1__GCF_002875905.1	GCF_002875885.1	GCF_002875905.1	ok	3.0	32.0	0.00047	0.47593	0.47593	3006.0	3006.0	0.0	0.996	6154.0	0.9948	6316	22	657	False
GCF_002875555.1__GCF_002876915.1	GCF_002875555.1	GCF_002876915.1	ok	1.0	68.0	0.00015	0.48296	0.51704	3160.0	3383.0	0.0	0.9957	6324.0	0.9894	6543	30	655	False
GCA_903950175.1__GCA_903953075.1	GCA_903950175.1	GCA_903953075.1	ok	1.0	615.0	0.00024	0.49577	0.49577	2050.0	2050.0	0.0	0.8497	3206.0	0.8427	4135	5	523	False
GCA_903950175.1__GCA_903951805.1	GCA_903950175.1	GCA_903951805.1	ok	0.0	614.0	0.0	0.48923	0.51077	2044.0	2134.0	0.0	0.8363	3330.0	0.8478	4178	8	532	False
GCA_903949315.1__GCA_903951805.1	GCA_903949315.1	GCA_903951805.1	ok	1.0	311.0	0.00019	0.48932	0.48932	2566.0	2566.0	0.0	0.9603	4840.0	0.9398	5244	15	580	False
GCF_016837165.1__GCF_016837225.1	GCF_016837165.1	GCF_016837225.1	ok	1.0	55.0	0.0003	0.41981	0.41981	1382.0	1382.0	0.0	0.9884	3161.0	0.9829	3292	57	291	False
GCF_016837205.1__GCF_016837235.1	GCF_016837205.1	GCF_016837235.1	ok	2.0	55.0	0.00061	0.45579	0.45579	1495.0	1495.0	0.0	0.9893	3146.0	0.9828	3280	71	295	False
GCF_016837225.1__GCF_016837255.1	GCF_016837225.1	GCF_016837255.1	ok	2.0	42.0	0.00062	0.25286	0.25286	818.0	818.0	0.0	0.9924	3129.0	0.9868	3235	44	280	False
GCA_018652825.1__GCA_018674535.1	GCA_018652825.1	GCA_018674535.1	ok	0.0	70.0	0.0	0.46931	0.46931	260.0	260.0	0.0	0.8009	358.0	0.8491	554	7	40	False
GCA_018646725.1__GCA_018659035.1	GCA_018646725.1	GCA_018659035.1	ok	0.0	74.0	0.0	0.49356	0.49356	230.0	230.0	0.0	0.8406	269.0	0.7995	466	18	37	False
GCA_018652825.1__GCA_018666015.1	GCA_018652825.1	GCA_018666015.1	ok	0.0	74.0	0.0	0.35282	0.35282	175.0	175.0	0.0	0.8698	294.0	0.8083	496	7	41	False
GCA_900538285.1__GCA_905202535.1	GCA_900538285.1	GCA_905202535.1	ok	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2743.0	1.0	2772	4	280	False
GCF_009862415.1__GCF_900090075.1	GCF_009862415.1	GCF_900090075.1	ok	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12628.0	1.0	12679	74	1522	False
GCF_000010605.1__GCF_009862415.1	GCF_000010605.1	GCF_009862415.1	ok	15.0	66.0	0.00152	0.45728	0.54272	4523.0	5368.0	0.0	1.0	9854.0	0.9933	9891	299	1549	False
GCF_000010605.1__GCF_000717795.1	GCF_000010605.1	GCF_000717795.1	ok	7.0	75.0	0.00072	0.42214	0.42214	4088.0	4088.0	0.0	1.0	9622.0	0.9923	9684	293	1547	False
GCA_017412285.1__GCA_017964845.1	GCA_017412285.1	GCA_017964845.1	ok	4.0	232.0	0.00258	0.46512	0.53488	720.0	828.0	0.0	0.9263	1231.0	0.8423	1548	36	497	False
GCA_017412285.1__GCA_017535565.1	GCA_017412285.1	GCA_017535565.1	ok	11.0	172.0	0.00649	0.4941	0.4941	837.0	837.0	0.0	0.9113	1489.0	0.8967	1694	31	450	False
GCA_017563205.1__GCA_017964845.1	GCA_017563205.1	GCA_017964845.1	ok	7.0	199.0	0.00501	0.45207	0.45207	632.0	632.0	0.0	0.9908	1191.0	0.8561	1398	33	444	False
GCA_016756895.1__GCA_016756955.1	GCA_016756895.1	GCA_016756955.1	ok	10.0	219.0	0.00237	0.43855	0.43855	1852.0	1852.0	0.0	0.9717	3979.0	0.9478	4223	44	726	False
GCA_903871835.1__GCA_903873465.1	GCA_903871835.1	GCA_903873465.1	ok	0.0	86.0	0.0	0.31156	0.31156	706.0	706.0	1.0	0.9439	1833.0	0.9564	2267	12	181	False
GCA_001782635.1__GCA_001783815.1	GCA_001782635.1	GCA_001783815.1	ok	0.0	21.0	0.0	0.36502	0.36502	361.0	361.0	0.0	0.9877	963.0	0.9787	989	3	75	False
GCA_001782345.1__GCA_001782715.1	GCA_001782345.1	GCA_001782715.1	ok	0.0	19.0	0.0	0.43813	0.43813	432.0	432.0	0.0	0.9948	962.0	0.9806	986	1	77	False
GCA_001783815.1__GCA_001784035.1	GCA_001783815.1	GCA_001784035.1	ok	0.0	4.0	0.0	0.07122	0.07122	73.0	73.0	0.0	0.998	1009.0	0.9961	1025	6	79	False
GCA_018820225.1__GCA_018820785.1	GCA_018820225.1	GCA_018820785.1	ok	0.0	54.0	0.0	0.28213	0.28213	652.0	652.0	0.0	0.9549	1862.0	0.9726	2311	21	256	False
GCF_001044155.1__GCF_900447205.1	GCF_001044155.1	GCF_900447205.1	ok	22.0	51.0	0.00509	0.44365	0.44365	1917.0	1917.0	0.0	0.9972	4308.0	0.9882	4321	76	639	False
GCA_002304695.1__GCA_002425115.1	GCA_002304695.1	GCA_002425115.1	ok	0.0	65.0	0.0	0.44414	0.55586	493.0	617.0	0.0	0.9489	1039.0	0.9412	1110	6	144	False
GCA_002425115.1__GCA_002433925.1	GCA_002425115.1	GCA_002433925.1	ok	0.0	22.0	0.0	0.38026	0.38026	470.0	470.0	0.0	0.9894	1213.0	0.9822	1236	2	150	False
GCA_002344735.1__GCA_002433925.1	GCA_002344735.1	GCA_002433925.1	ok	1.0	17.0	0.00086	0.4892	0.5108	566.0	591.0	0.0	0.9922	1138.0	0.9853	1157	3	147	False
GCA_002337535.1__GCA_002379435.1	GCA_002337535.1	GCA_002379435.1	ok	12.0	194.0	0.00175	0.49796	0.49796	3416.0	3416.0	0.0	0.9909	6663.0	0.9717	6860	6	1304	False
GCA_002337535.1__GCA_002384965.1	GCA_002337535.1	GCA_002384965.1	ok	3.0	99.0	0.00044	0.48117	0.48117	3297.0	3297.0	0.0	0.9894	6742.0	0.9855	6852	5	1250	False
GCA_002379435.1__GCA_002384965.1	GCA_002379435.1	GCA_002384965.1	ok	18.0	160.0	0.0026	0.46615	0.46615	3229.0	3229.0	0.0	0.9832	6773.0	0.9769	6927	7	1268	False
GCF_000526615.1__GCF_003722135.1	GCF_000526615.1	GCF_003722135.1	ok	11.0	85.0	0.00163	0.33873	0.66127	2279.0	4449.0	0.0	0.9909	6630.0	0.9873	6728	196	1262	False
GCF_003633525.1__GCF_900115335.1	GCF_003633525.1	GCF_900115335.1	ok	5.0	100.0	0.00081	0.48067	0.51933	2972.0	3211.0	0.0	0.9995	6092.0	0.9838	6183	222	1288	False
GCF_013414285.1__GCF_900115335.1	GCF_013414285.1	GCF_900115335.1	ok	12.0	119.0	0.00173	0.48968	0.48968	3394.0	3394.0	0.0	0.9996	6835.0	0.9829	6931	206	1294	False
GCA_003701925.1__GCF_002939285.1	GCA_003701925.1	GCF_002939285.1	ok	94.0	432.0	0.01095	0.48171	0.51829	4136.0	4450.0	0.0	0.9687	8250.0	0.9498	8586	48	2256	False
GCA_002905835.1__GCF_000452525.3	GCA_002905835.1	GCF_000452525.3	ok	18.0	85.0	0.00205	0.4435	0.4435	3901.0	3901.0	0.0	0.9947	8747.0	0.9904	8796	97	2268	False
GCF_001400655.1__GCF_003412715.1	GCF_001400655.1	GCF_003412715.1	ok	27.0	578.0	0.00313	0.49872	0.50128	4302.0	4324.0	0.0	0.9429	7965.0	0.9324	8626	37	2260	False
GCF_002269425.1__GCF_013387095.1	GCF_002269425.1	GCF_013387095.1	ok	10.0	64.0	0.00181	0.46598	0.46598	2568.0	2568.0	0.0	0.9998	5467.0	0.9884	5511	14	1867	False
GCF_013386305.1__GCF_013387025.1	GCF_013386305.1	GCF_013387025.1	ok	6.0	116.0	0.0006	0.47207	0.52793	4708.0	5265.0	0.0	0.9912	9832.0	0.9883	9973	22	1861	False
GCF_013386305.1__GCF_013387095.1	GCF_013386305.1	GCF_013387095.1	ok	10.0	107.0	0.00097	0.44358	0.55642	4576.0	5740.0	0.0	0.9919	10184.0	0.9896	10316	23	1898	False
GCF_002739945.1__GCF_013184205.1	GCF_002739945.1	GCF_013184205.1	ok	8.0	114.0	0.00198	0.46042	0.46042	1861.0	1861.0	0.0	0.9789	3936.0	0.9718	4042	90	2112	False
GCF_003244795.1__GCF_017581785.1	GCF_003244795.1	GCF_017581785.1	ok	7.0	119.0	0.00107	0.45474	0.45474	2974.0	2974.0	0.0	0.9866	6409.0	0.9818	6540	57	2119	False
