query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	query_acc	ref_acc	label	fastani_ani
NZ_CP050272.1	NZ_CP098482.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_023702735.1	low	
NZ_CP050272.1	NZ_CP069563.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_016889925.1	low	
NZ_CP050272.1	NZ_CP131534.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_040687795.1	low	
NZ_CP050272.1	NZ_CP157286.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_040026365.1	low	
NZ_CP050272.1	NZ_CP065380.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_019968055.1	low	
NZ_CP050272.1	NZ_CP186690.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_049532935.1	low	
NZ_CP050272.1	NZ_CP030777.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_003312465.1	low	
NZ_CP050272.1	NZ_CP170812.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_051201525.1	low	
NZ_CP050272.1	NZ_CM151391.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_056494015.1	low	
NZ_CP050272.1	NZ_CP029705.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_010230935.1	low	
NZ_CP050272.1	NZ_CP027007.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_010223135.1	low	
NZ_CP050272.1	NZ_CP029703.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_010230515.1	low	
NZ_CP050272.1	NZ_CP072028.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_018847215.1	low	
NZ_CP050272.1	NZ_CP046514.1			0.0	0.0		0	0.0	0					0.0		-	20	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_009738515.1	low	
NZ_CP050272.1	NZ_CP026999.1			0.0	0.0		0	0.0	0					0.0		-	20	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_004936435.1	low	
NZ_CP050272.1	NZ_CP072500.1			0.0	0.0		0	0.0	0					0.0		-	20	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_017743155.1	low	
NZ_CP050272.1	NZ_CP010453.1			0.0	0.0		0	0.0	0					0.0		-	15	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_001293145.1	low	
NZ_CP050272.1	NZ_CP143939.1			0.0	0.0		0	0.0	0					0.0		-	20	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_036419235.1	low	
NZ_CP050272.1	NZ_CP102289.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_025151715.1	low	
NZ_CP050272.1	NZ_CP097279.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_023497585.1	low	
NZ_CP050272.1	NZ_JADNJF010000010.1			0.0	0.0		0	0.0	0					0.0		-	5	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_015554785.1	low	
NZ_CP050272.1	NZ_JADNLD010000100.1			0.0	0.0		0	0.0	0					0.0		-	5	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_015555785.1	low	
NZ_CP050272.1	NZ_JAQEFF010000001.1			0.0	0.0		0	0.0	0					0.0		-	5	0	0	0	0.0	BELOW_DETECTION	GCF_011765525.1	GCF_027668125.1	low	
NZ_CP044493.1	NZ_AP019720.1	99.4902	99.6032	0.9752	0.9843	0.0262	14	0.9607	83	0.176	0.9761	99.3802	99.6668	0.3068	3.44	AlfI:99.62,AloI:99.81,BcgI:99.51,FalI:99.61	2113	14	2086	1238	145.92857142857142	ok	GCF_008831325.1	GCF_006739205.1	high	99.4678
NZ_CP044493.1	NZ_CP133475.1	99.4852	99.6015	0.9747	0.9838	0.02626	14	0.9597	85	0.17	0.976	99.3802	99.6645	0.3068	3.46	AlfI:99.60,AloI:99.81,BcgI:99.51,FalI:99.61	2109	14	2086	1234	145.5	ok	GCF_008831325.1	GCF_044360185.1	high	99.4561
NZ_CP044493.1	NZ_CP044221.1	99.1609	99.4044	0.9593	0.9883	0.03273	8	0.9432	116	0.2	0.9641	99.0136	99.5225	0.0884	0.37	AlfI:99.41,AloI:99.35,BcgI:99.34,FalI:99.43	2042	8	2059	1107	241.625	ok	GCF_008831325.1	GCF_009738105.1	high	99.1875
NZ_CP044493.1	NZ_CM170107.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_057218265.1	low	
NZ_CP044493.1	NZ_CP098924.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_030440475.1	low	
NZ_CP044493.1	NZ_CP126309.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_030144345.1	low	
NZ_CP044493.1	NZ_CM178757.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_058684255.1	low	
NZ_CP044493.1	NZ_CP024593.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_002754055.1	low	
NZ_CP044493.1	NZ_CP084119.1			0.0	0.0		0	0.0	0					0.0		-	50	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_037889325.1	low	
NZ_CP044493.1	NZ_CP084137.1			0.0	0.0		0	0.0	0					0.0		-	50	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_037955445.1	low	
NZ_CP044493.1	NZ_CP077126.1			0.0	0.0		0	0.0	0					0.0		-	50	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_037889145.1	low	
NZ_CP044493.1	NZ_CP084131.1			0.0	0.0		0	0.0	0					0.0		-	50	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_037889375.1	low	
NZ_CP044493.1	NZ_CP084142.1			0.0	0.0		0	0.0	0					0.0		-	50	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_037951365.1	low	
NZ_CP044493.1	NZ_CP085094.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_023517915.1	low	
NZ_CP044493.1	NZ_CP104882.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_025449295.1	low	
NZ_CP044493.1	NZ_CP093913.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_024730745.1	low	
NZ_CP044493.1	NZ_CP085090.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_023517835.1	low	
NZ_CP044493.1	NZ_CP085091.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_023517855.1	low	
NZ_CP044493.1	NZ_CP071434.1			0.0	0.0		0	0.0	0					0.0		-	84	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_050225895.1	mid_high	
NZ_CP044493.1	NZ_CP071433.1			0.0	0.0		0	0.0	0					0.0		-	81	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_050225505.1	mid_high	
NZ_CP044493.1	NZ_CP071435.1	89.6421	89.6421	0.0172	0.0135	1.57922	1	0.0723	77	inf	0.2833	88.973	94.0479	3.4609	0.13	AlfI:89.24,AloI:87.01,BcgI:89.99,FalI:90.47	84	1	28	7	7.0	ok	GCF_008831325.1	GCF_050226025.1	mid_high	
NZ_CP044493.1	NZ_CP071431.1			0.0	0.0		0	0.0	0					0.0		-	83	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_050225395.1	mid_high	
NZ_CP044493.1	NZ_CP071414.1			0.0	0.0		0	0.0	0					0.0		-	85	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_050220455.1	mid_high	
NZ_CP044493.1	NZ_CP117955.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_028743275.1	low	
NZ_CP044493.1	NZ_CP036550.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_000724795.2	low	
NZ_CP044493.1	NZ_CP098482.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_023702735.1	low	
NZ_CP044493.1	NZ_CP069563.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_016889925.1	low	
NZ_CP044493.1	NZ_CP131534.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_040687795.1	low	
NZ_CP044493.1	NZ_CP157286.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_040026365.1	low	
NZ_CP044493.1	NZ_CP065380.1			0.0	0.0		0	0.0	0					0.0		-	2	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_019968055.1	low	
NZ_CP044493.1	NZ_CP186690.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_049532935.1	low	
NZ_CP044493.1	NZ_CP030777.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_003312465.1	low	
NZ_CP044493.1	NZ_CP170812.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_051201525.1	low	
NZ_CP044493.1	NZ_CM151391.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_056494015.1	low	
NZ_CP044493.1	NZ_CP029705.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_010230935.1	low	
NZ_CP044493.1	NZ_CP027007.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_010223135.1	low	
NZ_CP044493.1	NZ_CP029703.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_010230515.1	low	
NZ_CP044493.1	NZ_CP072028.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_018847215.1	low	
NZ_CP044493.1	NZ_CP046514.1			0.0	0.0		0	0.0	0					0.0		-	20	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_009738515.1	low	
NZ_CP044493.1	NZ_CP026999.1			0.0	0.0		0	0.0	0					0.0		-	20	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_004936435.1	low	
NZ_CP044493.1	NZ_CP072500.1			0.0	0.0		0	0.0	0					0.0		-	20	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_017743155.1	low	
NZ_CP044493.1	NZ_CP010453.1			0.0	0.0		0	0.0	0					0.0		-	15	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_001293145.1	low	
NZ_CP044493.1	NZ_CP143939.1			0.0	0.0		0	0.0	0					0.0		-	20	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_036419235.1	low	
NZ_CP044493.1	NZ_CP102289.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_025151715.1	low	
NZ_CP044493.1	NZ_CP097279.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_023497585.1	low	
NZ_CP044493.1	NZ_JADNJF010000010.1			0.0	0.0		0	0.0	0					0.0		-	5	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_015554785.1	low	
NZ_CP044493.1	NZ_JADNLD010000100.1			0.0	0.0		0	0.0	0					0.0		-	5	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_015555785.1	low	
NZ_CP044493.1	NZ_JAQEFF010000001.1			0.0	0.0		0	0.0	0					0.0		-	5	0	0	0	0.0	BELOW_DETECTION	GCF_008831325.1	GCF_027668125.1	low	
NZ_AP019720.1	NZ_CP133475.1	99.995	99.995	0.9987	0.9987	0.00284	16	0.9697	67	0.07	0.9997	99.9999	99.9937	0.018	0.44	AlfI:99.98,AloI:100.00,BcgI:100.00,FalI:100.00	2210	16	2104	1926	134.875	ok	GCF_006739205.1	GCF_044360185.1	high	99.997
NZ_AP019720.1	NZ_CP044221.1	99.332	99.4213	0.9689	0.977	0.03207	11	0.9482	107	0.416	0.9651	99.1954	99.4884	0.0501	0.13	AlfI:99.39,AloI:99.40,BcgI:99.41,FalI:99.44	2068	11	2057	1103	179.1818181818182	ok	GCF_006739205.1	GCF_009738105.1	high	99.1804
NZ_AP019720.1	NZ_CM170107.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_057218265.1	low	
NZ_AP019720.1	NZ_CP098924.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_030440475.1	low	
NZ_AP019720.1	NZ_CP126309.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_030144345.1	low	
NZ_AP019720.1	NZ_CM178757.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_058684255.1	low	
NZ_AP019720.1	NZ_CP024593.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_002754055.1	low	
NZ_AP019720.1	NZ_CP084119.1			0.0	0.0		0	0.0	0					0.0		-	50	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_037889325.1	low	
NZ_AP019720.1	NZ_CP084137.1			0.0	0.0		0	0.0	0					0.0		-	50	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_037955445.1	low	
NZ_AP019720.1	NZ_CP077126.1			0.0	0.0		0	0.0	0					0.0		-	50	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_037889145.1	low	
NZ_AP019720.1	NZ_CP084131.1			0.0	0.0		0	0.0	0					0.0		-	50	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_037889375.1	low	
NZ_AP019720.1	NZ_CP084142.1			0.0	0.0		0	0.0	0					0.0		-	50	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_037951365.1	low	
NZ_AP019720.1	NZ_CP085094.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_023517915.1	low	
NZ_AP019720.1	NZ_CP104882.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_025449295.1	low	
NZ_AP019720.1	NZ_CP093913.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_024730745.1	low	
NZ_AP019720.1	NZ_CP085090.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_023517835.1	low	
NZ_AP019720.1	NZ_CP085091.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_023517855.1	low	
NZ_AP019720.1	NZ_CP071434.1			0.0	0.0		0	0.0	0					0.0		-	84	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_050225895.1	mid_high	
NZ_AP019720.1	NZ_CP071433.1			0.0	0.0		0	0.0	0					0.0		-	81	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_050225505.1	mid_high	
NZ_AP019720.1	NZ_CP071435.1	89.4503	89.4503	0.0172	0.0135	1.57903	1	0.0723	77	inf	0.2749	88.7585	94.0479	2.9761	0.1	AlfI:89.24,AloI:87.01,BcgI:89.99,FalI:89.87	84	1	29	7	7.0	ok	GCF_006739205.1	GCF_050226025.1	mid_high	
NZ_AP019720.1	NZ_CP071431.1			0.0	0.0		0	0.0	0					0.0		-	82	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_050225395.1	mid_high	
NZ_AP019720.1	NZ_CP071414.1			0.0	0.0		0	0.0	0					0.0		-	85	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_050220455.1	mid_high	
NZ_AP019720.1	NZ_CP117955.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_028743275.1	low	
NZ_AP019720.1	NZ_CP036550.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_000724795.2	low	
NZ_AP019720.1	NZ_CP098482.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_023702735.1	low	
NZ_AP019720.1	NZ_CP069563.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_016889925.1	low	
NZ_AP019720.1	NZ_CP131534.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_040687795.1	low	
NZ_AP019720.1	NZ_CP157286.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_040026365.1	low	
NZ_AP019720.1	NZ_CP065380.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_019968055.1	low	
NZ_AP019720.1	NZ_CP186690.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_049532935.1	low	
NZ_AP019720.1	NZ_CP030777.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_003312465.1	low	
NZ_AP019720.1	NZ_CP170812.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_051201525.1	low	
NZ_AP019720.1	NZ_CM151391.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_056494015.1	low	
NZ_AP019720.1	NZ_CP029705.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_010230935.1	low	
NZ_AP019720.1	NZ_CP027007.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_010223135.1	low	
NZ_AP019720.1	NZ_CP029703.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_010230515.1	low	
NZ_AP019720.1	NZ_CP072028.1			0.0	0.0		0	0.0	0					0.0		-	0	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_018847215.1	low	
NZ_AP019720.1	NZ_CP046514.1			0.0	0.0		0	0.0	0					0.0		-	20	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_009738515.1	low	
NZ_AP019720.1	NZ_CP026999.1			0.0	0.0		0	0.0	0					0.0		-	20	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_004936435.1	low	
NZ_AP019720.1	NZ_CP072500.1			0.0	0.0		0	0.0	0					0.0		-	20	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_017743155.1	low	
NZ_AP019720.1	NZ_CP010453.1			0.0	0.0		0	0.0	0					0.0		-	15	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_001293145.1	low	
NZ_AP019720.1	NZ_CP143939.1			0.0	0.0		0	0.0	0					0.0		-	20	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_036419235.1	low	
NZ_AP019720.1	NZ_CP102289.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_025151715.1	low	
NZ_AP019720.1	NZ_CP097279.1			0.0	0.0		0	0.0	0					0.0		-	1	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_023497585.1	low	
NZ_AP019720.1	NZ_JADNJF010000010.1			0.0	0.0		0	0.0	0					0.0		-	5	0	0	0	0.0	BELOW_DETECTION	GCF_006739205.1	GCF_015554785.1	low	
