isolate	species	sra_run	library_layout	url1	url2	bytes1	bytes2
19	Helicobacter_pylori	SRR17176113	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/013/SRR17176113/SRR17176113_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/013/SRR17176113/SRR17176113_2.fastq.gz	85660213	96190565
20	Helicobacter_pylori	SRR17176114	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/014/SRR17176114/SRR17176114_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/014/SRR17176114/SRR17176114_2.fastq.gz	76733475	84955345
21	Helicobacter_pylori	SRR17176147	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/047/SRR17176147/SRR17176147_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/047/SRR17176147/SRR17176147_2.fastq.gz	503774022	552836648
22	Helicobacter_pylori	SRR17176091	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/091/SRR17176091/SRR17176091_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/091/SRR17176091/SRR17176091_2.fastq.gz	132985650	147609486
23	Helicobacter_pylori	SRR17176092	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/092/SRR17176092/SRR17176092_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/092/SRR17176092/SRR17176092_2.fastq.gz	90626637	100195542
24	Helicobacter_pylori	SRR17176093	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/093/SRR17176093/SRR17176093_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/093/SRR17176093/SRR17176093_2.fastq.gz	91332508	102263684
25	Helicobacter_pylori	SRR17176094	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/094/SRR17176094/SRR17176094_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/094/SRR17176094/SRR17176094_2.fastq.gz	123050391	138710190
26	Helicobacter_pylori	SRR17176095	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/095/SRR17176095/SRR17176095_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/095/SRR17176095/SRR17176095_2.fastq.gz	84535730	95510186
27	Helicobacter_pylori	SRR17176097	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/097/SRR17176097/SRR17176097_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/097/SRR17176097/SRR17176097_2.fastq.gz	89665174	101752286
28	Helicobacter_pylori	SRR17176098	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/098/SRR17176098/SRR17176098_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/098/SRR17176098/SRR17176098_2.fastq.gz	114470405	128406170
29	Helicobacter_pylori	SRR17176099	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/099/SRR17176099/SRR17176099_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/099/SRR17176099/SRR17176099_2.fastq.gz	150952412	177266251
30	Helicobacter_pylori	SRR17176100	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/000/SRR17176100/SRR17176100_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/000/SRR17176100/SRR17176100_2.fastq.gz	108528017	121685232
31	Helicobacter_pylori	SRR17176101	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/001/SRR17176101/SRR17176101_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/001/SRR17176101/SRR17176101_2.fastq.gz	118857055	135454542
32	Helicobacter_pylori	SRR17176102	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/002/SRR17176102/SRR17176102_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/002/SRR17176102/SRR17176102_2.fastq.gz	103633110	110648494
33	Helicobacter_pylori	SRR17176103	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/003/SRR17176103/SRR17176103_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/003/SRR17176103/SRR17176103_2.fastq.gz	95087740	106805895
34	Helicobacter_pylori	SRR17176104	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/004/SRR17176104/SRR17176104_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/004/SRR17176104/SRR17176104_2.fastq.gz	483557052	511005868
35	Helicobacter_pylori	SRR17176105	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/005/SRR17176105/SRR17176105_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/005/SRR17176105/SRR17176105_2.fastq.gz	527502512	603792135
36	Helicobacter_pylori	SRR17176083	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/083/SRR17176083/SRR17176083_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/083/SRR17176083/SRR17176083_2.fastq.gz	84476989	97305491
37	Helicobacter_pylori	SRR17176084	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/084/SRR17176084/SRR17176084_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/084/SRR17176084/SRR17176084_2.fastq.gz	121011952	142058158
38	Helicobacter_pylori	SRR17176086	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/086/SRR17176086/SRR17176086_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/086/SRR17176086/SRR17176086_2.fastq.gz	99053460	110728804
39	Helicobacter_pylori	SRR17176087	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/087/SRR17176087/SRR17176087_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/087/SRR17176087/SRR17176087_2.fastq.gz	226594911	241377183
40	Helicobacter_pylori	SRR17176088	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/088/SRR17176088/SRR17176088_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/088/SRR17176088/SRR17176088_2.fastq.gz	256757006	274306608
41	Helicobacter_pylori	SRR17176137	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/037/SRR17176137/SRR17176137_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/037/SRR17176137/SRR17176137_2.fastq.gz	87392515	96157987
42	Helicobacter_pylori	SRR17176139	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/039/SRR17176139/SRR17176139_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/039/SRR17176139/SRR17176139_2.fastq.gz	128401261	140316827
43	Helicobacter_pylori	SRR17176140	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/040/SRR17176140/SRR17176140_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/040/SRR17176140/SRR17176140_2.fastq.gz	77601126	88199877
44	Helicobacter_pylori	SRR17176141	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/041/SRR17176141/SRR17176141_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/041/SRR17176141/SRR17176141_2.fastq.gz	94451201	103881747
45	Helicobacter_pylori	SRR17176142	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/042/SRR17176142/SRR17176142_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/042/SRR17176142/SRR17176142_2.fastq.gz	70538815	80384348
46	Helicobacter_pylori	SRR17176143	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/043/SRR17176143/SRR17176143_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/043/SRR17176143/SRR17176143_2.fastq.gz	85174649	98258938
47	Helicobacter_pylori	SRR17176144	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/044/SRR17176144/SRR17176144_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/044/SRR17176144/SRR17176144_2.fastq.gz	100347834	110728584
48	Helicobacter_pylori	SRR17176145	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/045/SRR17176145/SRR17176145_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/045/SRR17176145/SRR17176145_2.fastq.gz	33322591	38322756
49	Helicobacter_pylori	SRR17176146	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/046/SRR17176146/SRR17176146_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/046/SRR17176146/SRR17176146_2.fastq.gz	110795630	121367930
50	Helicobacter_pylori	SRR17176122	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/022/SRR17176122/SRR17176122_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/022/SRR17176122/SRR17176122_2.fastq.gz	95628622	105695213
51	Helicobacter_pylori	SRR17176123	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/023/SRR17176123/SRR17176123_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/023/SRR17176123/SRR17176123_2.fastq.gz	126315115	140356567
52	Helicobacter_pylori	SRR17176124	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/024/SRR17176124/SRR17176124_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/024/SRR17176124/SRR17176124_2.fastq.gz	71868901	79930443
53	Helicobacter_pylori	SRR17176125	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/025/SRR17176125/SRR17176125_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/025/SRR17176125/SRR17176125_2.fastq.gz	110195860	126667645
54	Helicobacter_pylori	SRR17176126	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/026/SRR17176126/SRR17176126_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/026/SRR17176126/SRR17176126_2.fastq.gz	80449320	90759299
55	Helicobacter_pylori	SRR17176128	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/028/SRR17176128/SRR17176128_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/028/SRR17176128/SRR17176128_2.fastq.gz	125940604	138677142
56	Helicobacter_pylori	SRR17176129	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/029/SRR17176129/SRR17176129_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/029/SRR17176129/SRR17176129_2.fastq.gz	126337602	139063509
57	Helicobacter_pylori	SRR17176130	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/030/SRR17176130/SRR17176130_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/030/SRR17176130/SRR17176130_2.fastq.gz	120174086	131865423
58	Helicobacter_pylori	SRR17176131	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/031/SRR17176131/SRR17176131_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/031/SRR17176131/SRR17176131_2.fastq.gz	124463477	137225380
59	Helicobacter_pylori	SRR17176132	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/032/SRR17176132/SRR17176132_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/032/SRR17176132/SRR17176132_2.fastq.gz	201913437	222969408
60	Helicobacter_pylori	SRR17176133	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/033/SRR17176133/SRR17176133_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/033/SRR17176133/SRR17176133_2.fastq.gz	90120119	100758384
61	Helicobacter_pylori	SRR17176134	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/034/SRR17176134/SRR17176134_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/034/SRR17176134/SRR17176134_2.fastq.gz	134803179	145826741
62	Helicobacter_pylori	SRR17176135	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/035/SRR17176135/SRR17176135_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/035/SRR17176135/SRR17176135_2.fastq.gz	71868584	84140517
63	Helicobacter_pylori	SRR17176136	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/036/SRR17176136/SRR17176136_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/036/SRR17176136/SRR17176136_2.fastq.gz	122330879	146056622
64	Helicobacter_pylori	SRR17176115	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/015/SRR17176115/SRR17176115_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/015/SRR17176115/SRR17176115_2.fastq.gz	34834382	37040064
65	Helicobacter_pylori	SRR17176117	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/017/SRR17176117/SRR17176117_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/017/SRR17176117/SRR17176117_2.fastq.gz	113631848	128606181
66	Helicobacter_pylori	SRR17176118	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/018/SRR17176118/SRR17176118_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/018/SRR17176118/SRR17176118_2.fastq.gz	144628633	156574989
67	Helicobacter_pylori	SRR17176119	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/019/SRR17176119/SRR17176119_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/019/SRR17176119/SRR17176119_2.fastq.gz	72610349	80344970
68	Helicobacter_pylori	SRR17176120	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/020/SRR17176120/SRR17176120_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/020/SRR17176120/SRR17176120_2.fastq.gz	445236873	494025126
69	Helicobacter_pylori	SRR17176121	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/021/SRR17176121/SRR17176121_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/021/SRR17176121/SRR17176121_2.fastq.gz	368735457	422112461
70	Helicobacter_pylori	SRR17176191	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/091/SRR17176191/SRR17176191_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/091/SRR17176191/SRR17176191_2.fastq.gz	98326070	107535651
71	Helicobacter_pylori	SRR17176192	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/092/SRR17176192/SRR17176192_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/092/SRR17176192/SRR17176192_2.fastq.gz	121217620	133088307
72	Helicobacter_pylori	SRR17176193	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/093/SRR17176193/SRR17176193_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/093/SRR17176193/SRR17176193_2.fastq.gz	85770631	91118381
73	Helicobacter_pylori	SRR17176194	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/094/SRR17176194/SRR17176194_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/094/SRR17176194/SRR17176194_2.fastq.gz	122423017	140099245
74	Helicobacter_pylori	SRR17176195	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/095/SRR17176195/SRR17176195_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/095/SRR17176195/SRR17176195_2.fastq.gz	69354385	73951167
75	Helicobacter_pylori	SRR17176196	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/096/SRR17176196/SRR17176196_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/096/SRR17176196/SRR17176196_2.fastq.gz	25333099	27062229
76	Helicobacter_pylori	SRR17176197	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/097/SRR17176197/SRR17176197_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/097/SRR17176197/SRR17176197_2.fastq.gz	116285147	131623011
77	Helicobacter_pylori	SRR17176198	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/098/SRR17176198/SRR17176198_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/098/SRR17176198/SRR17176198_2.fastq.gz	145796198	165235172
