query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count
ENA|CP000243|CP000243.1	ENA|BA000007|BA000007.3	96.8410	97.4769	0.8249	0.8209	0.04317	54	0.8782	599
ENA|CP000243|CP000243.1	ENA|AP009048|AP009048.1	96.9294	97.5228	0.8212	0.9471	0.04276	37	0.9031	463
ENA|CP000243|CP000243.1	ENA|AE014075|AE014075.1	99.0212	99.3367	0.9175	0.9258	0.01910	44	0.9393	378
ENA|CP000243|CP000243.1	ENA|CP000243|CP000243.1	99.9999	99.9999	0.9994	0.9994	0.21925	12	0.9619	265
ENA|CP000243|CP000243.1	ENA|AM946981|AM946981.2	96.7540	97.4505	0.8325	0.9597	0.04341	37	0.9039	457
ENA|CP000243|CP000243.1	ENA|AE005674|AE005674.2	96.6335	97.3297	0.7485	0.8726	0.04642	64	0.8849	508
ENA|CP000243|CP000243.1	ENA|CP000038|CP000038.1	96.8046	97.4593	0.7522	0.8915	0.04485	57	0.8937	476
ENA|CP000243|CP000243.1	ENA|CU928158|CU928158.2	91.5115	94.4448	0.6068	0.6903	0.08216	64	0.8417	382
ENA|CP000243|CP000243.1	ENA|AE006468|AE006468.2	79.1689	87.7000	0.2006	0.2152	0.26362	18	0.3043	391
ENA|CP000243|CP000243.1	ENA|AL513382|AL513382.1	79.6718	88.0226	0.1415	0.1508	0.30813	14	0.2680	355
ENA|CP000243|CP000243.1	ENA|CP000647|CP000647.1	82.1084	88.4636	0.0953	0.0926	0.35807	12	0.3323	209
ENA|CP000243|CP000243.1	ENA|CP001918|CP001918.1	84.4383	88.6805	0.1112	0.1062	0.33381	16	0.3735	203
ENA|CP000243|CP000243.1	ENA|FN543502|FN543502.1	82.0065	88.7415	0.2227	0.2120	0.23214	26	0.4625	287
ENA|CP000243|CP000243.1	ENA|JUNK01000001|JUNK01000001.1	97.7786	97.9974	0.6123	0.3494	0.04014	357	0.7085	1512
ENA|CP000243|CP000243.1	ENA|LFJZ01000001|LFJZ01000001.1	96.8285	97.4633	0.8035	0.8628	0.04357	64	0.9175	382
ENA|CP000243|CP000243.1	ENA|CYEF01000001|CYEF01000001.1	96.9213	97.5215	0.8118	0.7902	0.04258	89	0.9076	441
ENA|CP000243|CP000243.1	ENA|CYEJ01000001|CYEJ01000001.1	96.8634	97.4688	0.8135	0.8227	0.04316	81	0.9079	437
ENA|CP000243|CP000243.1	ENA|CYDQ01000001|CYDQ01000001.1	96.8436	97.4956	0.8025	0.8230	0.04321	76	0.8833	564
ENA|CP000243|CP000243.1	ENA|CYDW01000001|CYDW01000001.1	98.8384	99.1875	0.8280	0.8822	0.02223	55	0.9259	419
ENA|CP000243|CP000243.1	ENA|CYEE01000001|CYEE01000001.1	96.8340	97.4934	0.8064	0.8263	0.04317	83	0.9019	465
ENA|CP000243|CP000243.1	ENA|CYEP01000001|CYEP01000001.1	98.8923	99.2071	0.8489	0.8509	0.02162	68	0.9285	415
ENA|AM946981|AM946981.2	ENA|U00096|U00096.3	99.0990	99.3733	0.9489	0.9744	0.01928	17	0.8754	761
ENA|AM946981|AM946981.2	ENA|BA000007|BA000007.3	98.1399	98.5329	0.9116	0.8447	0.03128	32	0.8468	869
ENA|AM946981|AM946981.2	ENA|AP009048|AP009048.1	99.0982	99.3727	0.9489	0.9745	0.01929	17	0.8752	762
ENA|AM946981|AM946981.2	ENA|AE014075|AE014075.1	96.8852	97.5456	0.9221	0.8250	0.04257	34	0.8849	560
ENA|AM946981|AM946981.2	ENA|CP000243|CP000243.1	96.8124	97.4725	0.9305	0.8867	0.04325	34	0.9041	456
ENA|AM946981|AM946981.2	ENA|AM946981|AM946981.2	99.9999	99.9999	0.9993	0.9993	0.22972	3	0.8939	715
ENA|AM946981|AM946981.2	ENA|AE005674|AE005674.2	98.0767	98.6237	0.8530	0.8864	0.03138	52	0.8639	704
ENA|AM946981|AM946981.2	ENA|CP000038|CP000038.1	98.5254	98.8942	0.8650	0.9112	0.02719	53	0.8768	665
ENA|AM946981|AM946981.2	ENA|CU928158|CU928158.2	91.2588	94.3860	0.6640	0.6789	0.08362	52	0.7880	523
ENA|AM946981|AM946981.2	ENA|AE006468|AE006468.2	79.8905	88.2254	0.2252	0.2182	0.25727	16	0.2618	516
ENA|AM946981|AM946981.2	ENA|AL513382|AL513382.1	81.3416	87.8261	0.2230	0.2139	0.26781	18	0.2967	429
ENA|AM946981|AM946981.2	ENA|CP000647|CP000647.1	77.9202	87.6562	0.1264	0.1117	0.35117	13	0.3323	213
ENA|AM946981|AM946981.2	ENA|CP001918|CP001918.1	84.7121	88.9808	0.1063	0.0896	0.34486	13	0.3294	230
ENA|AM946981|AM946981.2	ENA|FN543502|FN543502.1	79.7110	87.5400	0.3094	0.2640	0.23246	22	0.4659	274
ENA|AM946981|AM946981.2	ENA|JUNK01000001|JUNK01000001.1	98.0127	98.1981	0.6786	0.3469	0.03758	350	0.6978	1640
ENA|AM946981|AM946981.2	ENA|LFJZ01000001|LFJZ01000001.1	98.5223	98.9318	0.9155	0.8811	0.02601	52	0.9169	457
ENA|AM946981|AM946981.2	ENA|CYEF01000001|CYEF01000001.1	98.6355	98.9551	0.9010	0.7783	0.02573	81	0.9085	506
ENA|AM946981|AM946981.2	ENA|CYEJ01000001|CYEJ01000001.1	98.6082	98.9592	0.9046	0.8221	0.02561	66	0.9008	557
ENA|AM946981|AM946981.2	ENA|CYDQ01000001|CYDQ01000001.1	98.6258	98.9421	0.8957	0.8207	0.02596	63	0.8666	769
ENA|AM946981|AM946981.2	ENA|CYDW01000001|CYDW01000001.1	96.7896	97.4528	0.9000	0.8539	0.04378	50	0.8865	541
ENA|AM946981|AM946981.2	ENA|CYEE01000001|CYEE01000001.1	98.6052	98.9330	0.9052	0.8294	0.02601	70	0.8898	621
ENA|AM946981|AM946981.2	ENA|CYEP01000001|CYEP01000001.1	96.8666	97.5068	0.9002	0.8114	0.04323	54	0.8844	555
ENA|AE005674|AE005674.2	ENA|U00096|U00096.3	98.0962	98.6193	0.8726	0.8880	0.03118	48	0.8602	738
ENA|AE005674|AE005674.2	ENA|BA000007|BA000007.3	97.8552	98.3212	0.8719	0.7723	0.03484	57	0.8397	844
ENA|AE005674|AE005674.2	ENA|AP009048|AP009048.1	98.0868	98.6141	0.8704	0.8850	0.03128	50	0.8596	741
ENA|AE005674|AE005674.2	ENA|AE014075|AE014075.1	96.5640	97.3582	0.8790	0.7988	0.04582	58	0.8753	566
ENA|AE005674|AE005674.2	ENA|CP000243|CP000243.1	96.6517	97.3401	0.8564	0.8083	0.04628	60	0.8872	498
ENA|AE005674|AE005674.2	ENA|AM946981|AM946981.2	98.1166	98.6372	0.8608	0.8847	0.03120	45	0.8658	694
ENA|AE005674|AE005674.2	ENA|AE005674|AE005674.2	99.9999	99.9999	0.9994	0.9994	0.23343	5	0.8907	699
ENA|AE005674|AE005674.2	ENA|CP000038|CP000038.1	98.2717	98.8095	0.8452	0.8807	0.02898	71	0.8683	681
ENA|AE005674|AE005674.2	ENA|CU928158|CU928158.2	91.7557	94.4104	0.6254	0.6471	0.08627	53	0.7885	492
ENA|AE005674|AE005674.2	ENA|AE006468|AE006468.2	79.5564	87.8325	0.2056	0.2035	0.27551	10	0.2377	494
ENA|AE005674|AE005674.2	ENA|AL513382|AL513382.1	83.6148	88.5794	0.1356	0.1318	0.31959	13	0.2250	441
ENA|AE005674|AE005674.2	ENA|CP000647|CP000647.1	77.2363	87.7010	0.1199	0.1039	0.36202	10	0.3102	209
ENA|AE005674|AE005674.2	ENA|CP001918|CP001918.1	81.3731	88.2773	0.1093	0.0931	0.36717	9	0.2984	221
ENA|AE005674|AE005674.2	ENA|FN543502|FN543502.1	78.5324	87.9881	0.1863	0.1601	0.29027	15	0.3176	318
ENA|AE005674|AE005674.2	ENA|JUNK01000001|JUNK01000001.1	97.7896	98.0098	0.6102	0.3072	0.04207	328	0.6667	1660
ENA|AE005674|AE005674.2	ENA|LFJZ01000001|LFJZ01000001.1	98.2997	98.7304	0.8547	0.8032	0.02973	75	0.9053	480
ENA|AE005674|AE005674.2	ENA|CYEF01000001|CYEF01000001.1	98.3211	98.7210	0.8568	0.7318	0.02967	103	0.8856	596
ENA|AE005674|AE005674.2	ENA|CYEJ01000001|CYEJ01000001.1	98.3741	98.7479	0.8503	0.7668	0.02944	85	0.8966	531
ENA|AE005674|AE005674.2	ENA|CYDQ01000001|CYDQ01000001.1	98.3941	98.7575	0.8488	0.7631	0.02936	83	0.8592	753
ENA|AE005674|AE005674.2	ENA|CYDW01000001|CYDW01000001.1	96.5489	97.2858	0.8579	0.8189	0.04677	67	0.8767	550
ENA|AE005674|AE005674.2	ENA|CYEE01000001|CYEE01000001.1	98.3722	98.7528	0.8541	0.7598	0.02935	94	0.8807	624
ENA|AE005674|AE005674.2	ENA|CYEP01000001|CYEP01000001.1	96.6842	97.3759	0.8509	0.7630	0.04594	73	0.8767	552
ENA|CP000038|CP000038.1	ENA|U00096|U00096.3	98.1493	98.7645	0.8664	0.9020	0.02884	45	0.8709	701
ENA|CP000038|CP000038.1	ENA|BA000007|BA000007.3	97.7700	98.3281	0.8703	0.7896	0.03407	53	0.8446	850
ENA|CP000038|CP000038.1	ENA|AP009048|AP009048.1	98.1442	98.7616	0.8641	0.8988	0.02890	47	0.8700	706
ENA|CP000038|CP000038.1	ENA|AE014075|AE014075.1	96.5006	97.3971	0.8517	0.7877	0.04535	52	0.8746	574
ENA|CP000038|CP000038.1	ENA|CP000243|CP000243.1	96.4372	97.3249	0.8586	0.8167	0.04601	50	0.8946	472
ENA|CP000038|CP000038.1	ENA|AM946981|AM946981.2	98.2421	98.8138	0.8559	0.9164	0.02824	48	0.8765	667
ENA|CP000038|CP000038.1	ENA|AE005674|AE005674.2	98.1574	98.7793	0.8147	0.8620	0.02944	79	0.8644	701
ENA|CP000038|CP000038.1	ENA|CP000038|CP000038.1	99.9999	99.9999	0.9968	0.9968	0.22869	4	0.8954	689
ENA|CP000038|CP000038.1	ENA|CU928158|CU928158.2	92.4444	94.7614	0.5570	0.5984	0.08501	68	0.7816	508
ENA|CP000038|CP000038.1	ENA|AE006468|AE006468.2	80.6184	87.7557	0.2285	0.2287	0.25976	15	0.2737	475
ENA|CP000038|CP000038.1	ENA|AL513382|AL513382.1	83.9770	88.1061	0.1718	0.1690	0.29623	15	0.2724	414
ENA|CP000038|CP000038.1	ENA|CP000647|CP000647.1	79.5811	88.4526	0.0865	0.0793	0.38341	9	0.2745	222
ENA|CP000038|CP000038.1	ENA|CP001918|CP001918.1	84.7350	89.1769	0.0950	0.0842	0.35069	14	0.3265	229
ENA|CP000038|CP000038.1	ENA|FN543502|FN543502.1	81.3536	88.0919	0.2334	0.2111	0.25095	25	0.4189	283
ENA|CP000038|CP000038.1	ENA|JUNK01000001|JUNK01000001.1	97.9555	98.1152	0.6020	0.3136	0.03962	352	0.6837	1638
ENA|CP000038|CP000038.1	ENA|LFJZ01000001|LFJZ01000001.1	98.4671	99.0114	0.8558	0.8345	0.02542	75	0.9045	515
ENA|CP000038|CP000038.1	ENA|CYEF01000001|CYEF01000001.1	98.5973	99.0356	0.8395	0.7463	0.02503	101	0.8931	585
ENA|CP000038|CP000038.1	ENA|CYEJ01000001|CYEJ01000001.1	98.5434	99.0141	0.8499	0.7895	0.02527	87	0.8924	592
ENA|CP000038|CP000038.1	ENA|CYDQ01000001|CYDQ01000001.1	98.5007	99.0171	0.8546	0.8005	0.02523	86	0.8645	769
ENA|CP000038|CP000038.1	ENA|CYDW01000001|CYDW01000001.1	96.5418	97.3461	0.8241	0.8075	0.04618	72	0.8764	555
ENA|CP000038|CP000038.1	ENA|CYEE01000001|CYEE01000001.1	98.4918	99.0122	0.8556	0.8012	0.02529	91	0.8790	675
ENA|CP000038|CP000038.1	ENA|CYEP01000001|CYEP01000001.1	96.6440	97.4103	0.8293	0.7738	0.04527	70	0.8812	539
ENA|CU928158|CU928158.2	ENA|U00096|U00096.3	91.5561	94.5256	0.6779	0.6689	0.08298	51	0.7879	529
ENA|CU928158|CU928158.2	ENA|BA000007|BA000007.3	91.9924	94.5094	0.6589	0.5591	0.08372	63	0.7645	595
ENA|CU928158|CU928158.2	ENA|AP009048|AP009048.1	91.5861	94.5402	0.6731	0.6618	0.08315	52	0.7855	535
ENA|CU928158|CU928158.2	ENA|AE014075|AE014075.1	92.0617	94.6505	0.6419	0.5702	0.08295	60	0.8163	438
ENA|CU928158|CU928158.2	ENA|CP000243|CP000243.1	92.1539	94.7055	0.6590	0.6096	0.08156	68	0.8367	394
ENA|CU928158|CU928158.2	ENA|AM946981|AM946981.2	91.4640	94.4751	0.6691	0.6698	0.08357	54	0.7872	525
ENA|CU928158|CU928158.2	ENA|AE005674|AE005674.2	92.0535	94.5342	0.6092	0.6097	0.08615	59	0.7820	507
ENA|CU928158|CU928158.2	ENA|CP000038|CP000038.1	92.3918	94.7734	0.5899	0.5847	0.08490	65	0.7837	503
ENA|CU928158|CU928158.2	ENA|CU928158|CU928158.2	99.9999	99.9999	0.9998	0.9998	0.23382	3	0.9546	280
ENA|CU928158|CU928158.2	ENA|AE006468|AE006468.2	81.0422	87.8398	0.2099	0.2048	0.27184	17	0.3071	388
ENA|CU928158|CU928158.2	ENA|AL513382|AL513382.1	80.7076	87.9435	0.1551	0.1508	0.30834	15	0.2713	360
ENA|CU928158|CU928158.2	ENA|CP000647|CP000647.1	77.6775	87.8684	0.1174	0.1044	0.36008	10	0.3540	177
ENA|CU928158|CU928158.2	ENA|CP001918|CP001918.1	83.0922	88.3899	0.1068	0.0928	0.36567	12	0.3185	199
ENA|CU928158|CU928158.2	ENA|FN543502|FN543502.1	81.6093	88.7317	0.1471	0.1260	0.29467	18	0.3061	331
ENA|CU928158|CU928158.2	ENA|JUNK01000001|JUNK01000001.1	95.9897	96.4004	0.2816	0.1428	0.08709	188	0.4873	1337
ENA|CU928158|CU928158.2	ENA|LFJZ01000001|LFJZ01000001.1	92.2360	94.6429	0.6300	0.5889	0.08313	74	0.8117	451
ENA|CU928158|CU928158.2	ENA|CYEF01000001|CYEF01000001.1	93.1033	94.9607	0.5813	0.4815	0.08292	89	0.8010	469
ENA|CU928158|CU928158.2	ENA|CYEJ01000001|CYEJ01000001.1	92.4817	94.7708	0.6151	0.5444	0.08272	83	0.8045	472
ENA|CU928158|CU928158.2	ENA|CYDQ01000001|CYDQ01000001.1	92.9233	94.9717	0.5854	0.5306	0.08258	82	0.7722	563
ENA|CU928158|CU928158.2	ENA|CYDW01000001|CYDW01000001.1	92.3832	94.7192	0.6181	0.5809	0.08344	79	0.8003	478
ENA|CU928158|CU928158.2	ENA|CYEE01000001|CYEE01000001.1	93.0506	95.0222	0.5787	0.5140	0.08249	83	0.7860	517
ENA|CU928158|CU928158.2	ENA|CYEP01000001|CYEP01000001.1	92.3698	94.7184	0.6187	0.5445	0.08334	76	0.8103	449
ENA|AE006468|AE006468.2	ENA|U00096|U00096.3	78.8072	87.8465	0.2363	0.2394	0.25857	15	0.2625	503
ENA|AE006468|AE006468.2	ENA|BA000007|BA000007.3	80.6674	87.9194	0.2380	0.2042	0.25129	14	0.2632	529
ENA|AE006468|AE006468.2	ENA|AP009048|AP009048.1	80.4262	88.0301	0.2146	0.2176	0.26495	16	0.2610	504
ENA|AE006468|AE006468.2	ENA|AE014075|AE014075.1	82.2207	88.6473	0.1594	0.1420	0.28619	15	0.2598	436
ENA|AE006468|AE006468.2	ENA|CP000243|CP000243.1	79.8185	87.9294	0.2152	0.2006	0.26426	18	0.3043	391
