query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count
ENA|AE005674|AE005674.2	ENA|AP009048|AP009048.1	98.0868	98.6141	0.8704	0.8850	0.03128	50	0.8596	741
ENA|AE005674|AE005674.2	ENA|AE014075|AE014075.1	96.5640	97.3582	0.8790	0.7988	0.04582	58	0.8753	566
ENA|AE005674|AE005674.2	ENA|CP000243|CP000243.1	96.6517	97.3401	0.8564	0.8083	0.04628	60	0.8872	498
ENA|AE005674|AE005674.2	ENA|AM946981|AM946981.2	98.1166	98.6372	0.8608	0.8847	0.03120	45	0.8658	694
ENA|AE005674|AE005674.2	ENA|AE005674|AE005674.2	99.9999	99.9999	0.9994	0.9994	0.23343	5	0.8907	699
ENA|AE005674|AE005674.2	ENA|CP000038|CP000038.1	98.2717	98.8095	0.8452	0.8807	0.02898	71	0.8683	681
ENA|AE005674|AE005674.2	ENA|CU928158|CU928158.2	91.7557	94.4104	0.6254	0.6471	0.08627	53	0.7885	492
ENA|AE005674|AE005674.2	ENA|AE006468|AE006468.2	79.5564	87.8325	0.2056	0.2035	0.27551	10	0.2377	494
ENA|AE005674|AE005674.2	ENA|AL513382|AL513382.1	83.6148	88.5794	0.1356	0.1318	0.31959	13	0.2250	441
ENA|AE005674|AE005674.2	ENA|CP000647|CP000647.1	77.2363	87.7010	0.1199	0.1039	0.36202	10	0.3102	209
ENA|AE005674|AE005674.2	ENA|CP001918|CP001918.1	81.3731	88.2773	0.1093	0.0931	0.36717	9	0.2984	221
ENA|AE005674|AE005674.2	ENA|FN543502|FN543502.1	78.5324	87.9881	0.1863	0.1601	0.29027	15	0.3176	318
ENA|AE005674|AE005674.2	ENA|JUNK01000001|JUNK01000001.1	97.7896	98.0098	0.6102	0.3072	0.04207	328	0.6667	1660
ENA|CP000038|CP000038.1	ENA|U00096|U00096.3	98.1493	98.7645	0.8664	0.9020	0.02884	45	0.8709	701
ENA|CP000038|CP000038.1	ENA|BA000007|BA000007.3	97.7700	98.3281	0.8703	0.7896	0.03407	53	0.8446	850
ENA|CP000038|CP000038.1	ENA|AP009048|AP009048.1	98.1442	98.7616	0.8641	0.8988	0.02890	47	0.8700	706
ENA|CP000038|CP000038.1	ENA|AE014075|AE014075.1	96.5006	97.3971	0.8517	0.7877	0.04535	52	0.8746	574
ENA|CP000038|CP000038.1	ENA|CP000243|CP000243.1	96.4372	97.3249	0.8586	0.8167	0.04601	50	0.8946	472
ENA|CP000038|CP000038.1	ENA|AM946981|AM946981.2	98.2421	98.8138	0.8559	0.9164	0.02824	48	0.8765	667
ENA|CP000038|CP000038.1	ENA|AE005674|AE005674.2	98.1574	98.7793	0.8147	0.8620	0.02944	79	0.8644	701
ENA|CP000038|CP000038.1	ENA|CP000038|CP000038.1	99.9999	99.9999	0.9968	0.9968	0.22869	4	0.8954	689
ENA|CP000038|CP000038.1	ENA|CU928158|CU928158.2	92.4444	94.7614	0.5570	0.5984	0.08501	68	0.7816	508
ENA|CP000038|CP000038.1	ENA|AE006468|AE006468.2	80.6184	87.7557	0.2285	0.2287	0.25976	15	0.2737	475
ENA|CP000038|CP000038.1	ENA|AL513382|AL513382.1	83.9770	88.1061	0.1718	0.1690	0.29623	15	0.2724	414
ENA|CP000038|CP000038.1	ENA|CP000647|CP000647.1	79.5811	88.4526	0.0865	0.0793	0.38341	9	0.2745	222
ENA|CP000038|CP000038.1	ENA|CP001918|CP001918.1	84.7350	89.1769	0.0950	0.0842	0.35069	14	0.3265	229
ENA|CP000038|CP000038.1	ENA|FN543502|FN543502.1	81.3536	88.0919	0.2334	0.2111	0.25095	25	0.4189	283
ENA|CP000038|CP000038.1	ENA|JUNK01000001|JUNK01000001.1	97.9555	98.1152	0.6020	0.3136	0.03962	352	0.6837	1638
ENA|CU928158|CU928158.2	ENA|U00096|U00096.3	91.5561	94.5256	0.6779	0.6689	0.08298	51	0.7879	529
ENA|CU928158|CU928158.2	ENA|BA000007|BA000007.3	91.9924	94.5094	0.6589	0.5591	0.08372	63	0.7645	595
ENA|CU928158|CU928158.2	ENA|AP009048|AP009048.1	91.5861	94.5402	0.6731	0.6618	0.08315	52	0.7855	535
ENA|CU928158|CU928158.2	ENA|AE014075|AE014075.1	92.0617	94.6505	0.6419	0.5702	0.08295	60	0.8163	438
ENA|CU928158|CU928158.2	ENA|CP000243|CP000243.1	92.1539	94.7055	0.6590	0.6096	0.08156	68	0.8367	394
ENA|CU928158|CU928158.2	ENA|AM946981|AM946981.2	91.4640	94.4751	0.6691	0.6698	0.08357	54	0.7872	525
ENA|CU928158|CU928158.2	ENA|AE005674|AE005674.2	92.0535	94.5342	0.6092	0.6097	0.08615	59	0.7820	507
ENA|CU928158|CU928158.2	ENA|CP000038|CP000038.1	92.3918	94.7734	0.5899	0.5847	0.08490	65	0.7837	503
ENA|CU928158|CU928158.2	ENA|CU928158|CU928158.2	99.9999	99.9999	0.9998	0.9998	0.23382	3	0.9546	280
ENA|CU928158|CU928158.2	ENA|AE006468|AE006468.2	81.0422	87.8398	0.2099	0.2048	0.27184	17	0.3071	388
ENA|CU928158|CU928158.2	ENA|AL513382|AL513382.1	80.7076	87.9435	0.1551	0.1508	0.30834	15	0.2713	360
ENA|CU928158|CU928158.2	ENA|CP000647|CP000647.1	77.6775	87.8684	0.1174	0.1044	0.36008	10	0.3540	177
ENA|CU928158|CU928158.2	ENA|CP001918|CP001918.1	83.0922	88.3899	0.1068	0.0928	0.36567	12	0.3185	199
ENA|CU928158|CU928158.2	ENA|FN543502|FN543502.1	81.6093	88.7317	0.1471	0.1260	0.29467	18	0.3061	331
ENA|CU928158|CU928158.2	ENA|JUNK01000001|JUNK01000001.1	95.9897	96.4004	0.2816	0.1428	0.08709	188	0.4873	1337
ENA|AE006468|AE006468.2	ENA|U00096|U00096.3	78.8072	87.8465	0.2363	0.2394	0.25857	15	0.2625	503
ENA|AE006468|AE006468.2	ENA|BA000007|BA000007.3	80.6674	87.9194	0.2380	0.2042	0.25129	14	0.2632	529
ENA|AE006468|AE006468.2	ENA|AP009048|AP009048.1	80.4262	88.0301	0.2146	0.2176	0.26495	16	0.2610	504
ENA|AE006468|AE006468.2	ENA|AE014075|AE014075.1	82.2207	88.6473	0.1594	0.1420	0.28619	15	0.2598	436
ENA|AE006468|AE006468.2	ENA|CP000243|CP000243.1	79.8185	87.9294	0.2152	0.2006	0.26426	18	0.3043	391
ENA|AE006468|AE006468.2	ENA|AM946981|AM946981.2	80.0940	88.1855	0.2206	0.2275	0.25814	16	0.2604	517
ENA|AE006468|AE006468.2	ENA|AE005674|AE005674.2	79.6593	87.7586	0.2035	0.2056	0.27537	10	0.2377	494
ENA|AE006468|AE006468.2	ENA|CP000038|CP000038.1	80.7927	87.7722	0.2287	0.2285	0.26013	15	0.2737	475
ENA|AE006468|AE006468.2	ENA|CU928158|CU928158.2	79.3694	87.4448	0.2202	0.2260	0.27168	17	0.3125	385
ENA|AE006468|AE006468.2	ENA|AE006468|AE006468.2	99.9999	99.9999	0.9993	0.9993	0.23457	7	0.9562	269
ENA|AE006468|AE006468.2	ENA|AL513382|AL513382.1	98.4368	98.7178	0.9000	0.9196	0.02972	40	0.9501	247
ENA|AE006468|AE006468.2	ENA|CP000647|CP000647.1	82.4005	88.6150	0.1301	0.1160	0.32017	11	0.3448	228
ENA|AE006468|AE006468.2	ENA|CP001918|CP001918.1	81.9812	88.6206	0.0933	0.0818	0.38072	9	0.3059	211
ENA|AE006468|AE006468.2	ENA|FN543502|FN543502.1	82.8892	87.8166	0.3229	0.2910	0.21582	21	0.5173	265
ENA|AE006468|AE006468.2	ENA|JUNK01000001|JUNK01000001.1	88.3988	88.3988	0.0091	0.0047	0.99144	3	0.0178	772
ENA|AL513382|AL513382.1	ENA|U00096|U00096.3	82.3918	88.0823	0.1753	0.1794	0.29198	15	0.2664	435
ENA|AL513382|AL513382.1	ENA|BA000007|BA000007.3	81.6876	87.5475	0.2080	0.1796	0.28201	14	0.2655	451
ENA|AL513382|AL513382.1	ENA|AP009048|AP009048.1	82.8145	88.0504	0.1825	0.1868	0.28697	14	0.2664	435
ENA|AL513382|AL513382.1	ENA|AE014075|AE014075.1	79.7814	88.5335	0.1712	0.1508	0.28468	17	0.3002	373
ENA|AL513382|AL513382.1	ENA|CP000243|CP000243.1	80.2640	88.0810	0.1508	0.1415	0.30988	14	0.2680	355
ENA|AL513382|AL513382.1	ENA|AM946981|AM946981.2	82.1177	87.9660	0.2139	0.2230	0.26869	18	0.2967	429
ENA|AL513382|AL513382.1	ENA|AE005674|AE005674.2	83.0854	88.0236	0.1509	0.1579	0.31257	13	0.2390	433
ENA|AL513382|AL513382.1	ENA|CP000038|CP000038.1	84.3472	88.1534	0.1690	0.1718	0.29736	15	0.2724	414
ENA|AL513382|AL513382.1	ENA|CU928158|CU928158.2	81.4919	88.1526	0.1508	0.1551	0.31154	15	0.2713	360
ENA|AL513382|AL513382.1	ENA|AE006468|AE006468.2	98.4802	98.7368	0.9039	0.9521	0.02950	25	0.9524	236
ENA|AL513382|AL513382.1	ENA|AL513382|AL513382.1	99.9999	99.9999	0.9993	0.9993	0.23668	8	0.9640	215
ENA|AL513382|AL513382.1	ENA|CP000647|CP000647.1	82.3041	87.9528	0.1375	0.1237	0.32956	11	0.3679	201
ENA|AL513382|AL513382.1	ENA|CP001918|CP001918.1	83.6632	89.7165	0.0789	0.0696	0.36577	10	0.3355	208
ENA|AL513382|AL513382.1	ENA|FN543502|FN543502.1	82.9670	87.6465	0.2724	0.2420	0.23763	23	0.4593	279
ENA|AL513382|AL513382.1	ENA|JUNK01000001|JUNK01000001.1	90.6005	90.6005	0.0052	0.0029	1.17372	2	0.0156	694
ENA|CP000647|CP000647.1	ENA|U00096|U00096.3	75.7018	86.9882	0.1352	0.1522	0.32000	12	0.3394	216
ENA|CP000647|CP000647.1	ENA|BA000007|BA000007.3	78.8418	87.5938	0.1095	0.1059	0.33539	12	0.3463	202
ENA|CP000647|CP000647.1	ENA|AP009048|AP009048.1	77.5250	87.3068	0.1136	0.1269	0.33799	13	0.3272	220
ENA|CP000647|CP000647.1	ENA|AE014075|AE014075.1	75.5714	87.2196	0.1189	0.1227	0.33815	12	0.3355	204
ENA|CP000647|CP000647.1	ENA|CP000243|CP000243.1	80.0625	87.7730	0.0926	0.0953	0.35337	12	0.3323	209
ENA|CP000647|CP000647.1	ENA|AM946981|AM946981.2	75.6692	87.0867	0.1117	0.1264	0.34763	13	0.3323	213
ENA|CP000647|CP000647.1	ENA|AE005674|AE005674.2	75.9179	87.1838	0.1039	0.1199	0.36054	10	0.3102	209
ENA|CP000647|CP000647.1	ENA|CP000038|CP000038.1	77.5750	87.8244	0.0793	0.0865	0.37866	9	0.2745	222
ENA|CP000647|CP000647.1	ENA|CU928158|CU928158.2	74.8689	87.1736	0.1044	0.1174	0.35512	10	0.3540	177
ENA|CP000647|CP000647.1	ENA|AE006468|AE006468.2	80.0455	87.9041	0.1160	0.1303	0.31680	11	0.3448	228
ENA|CP000647|CP000647.1	ENA|AL513382|AL513382.1	80.4312	87.3565	0.1237	0.1375	0.32392	11	0.3679	201
ENA|CP000647|CP000647.1	ENA|CP000647|CP000647.1	99.9999	99.9999	0.9998	0.9998	0.20157	7	0.9811	152
ENA|CP000647|CP000647.1	ENA|CP001918|CP001918.1	81.5673	87.5033	0.1737	0.1697	0.27115	19	0.4262	237
ENA|CP000647|CP000647.1	ENA|FN543502|FN543502.1	83.8899	87.2487	0.1722	0.1759	0.27674	17	0.4014	258
ENA|CP000647|CP000647.1	ENA|JUNK01000001|JUNK01000001.1	99.5947	99.5994	0.0162	0.0094	0.05393	97	0.0719	4373
ENA|CP001918|CP001918.1	ENA|U00096|U00096.3	80.2781	87.0738	0.1471	0.1674	0.30781	14	0.3923	206
ENA|CP001918|CP001918.1	ENA|BA000007|BA000007.3	80.5942	87.2015	0.1225	0.1204	0.33136	12	0.3548	220
ENA|CP001918|CP001918.1	ENA|AP009048|AP009048.1	81.9763	87.5728	0.1191	0.1363	0.32558	14	0.3687	214
ENA|CP001918|CP001918.1	ENA|AE014075|AE014075.1	82.0625	87.6128	0.1053	0.1059	0.34249	15	0.3485	215
ENA|CP001918|CP001918.1	ENA|CP000243|CP000243.1	83.0468	87.9903	0.1062	0.1112	0.33096	16	0.3735	203
ENA|CP001918|CP001918.1	ENA|AM946981|AM946981.2	81.2899	87.5124	0.1148	0.1363	0.33110	13	0.3440	225
ENA|CP001918|CP001918.1	ENA|AE005674|AE005674.2	79.6925	87.5240	0.0931	0.1093	0.36756	9	0.3016	220
ENA|CP001918|CP001918.1	ENA|CP000038|CP000038.1	84.9757	89.1056	0.0689	0.0781	0.35867	13	0.3206	231
ENA|CP001918|CP001918.1	ENA|CU928158|CU928158.2	79.9559	87.4066	0.0928	0.1068	0.36590	12	0.3185	199
ENA|CP001918|CP001918.1	ENA|AE006468|AE006468.2	80.5903	88.0789	0.0818	0.0933	0.38062	9	0.3059	211
ENA|CP001918|CP001918.1	ENA|AL513382|AL513382.1	82.3175	89.2919	0.0696	0.0789	0.36396	10	0.3355	208
ENA|CP001918|CP001918.1	ENA|CP000647|CP000647.1	81.6972	87.5518	0.1697	0.1737	0.27323	19	0.4262	237
ENA|CP001918|CP001918.1	ENA|CP001918|CP001918.1	99.9999	99.9999	0.9998	0.9998	0.20447	3	0.9915	66
ENA|CP001918|CP001918.1	ENA|FN543502|FN543502.1	80.7025	87.2057	0.1555	0.1572	0.29740	14	0.3575	266
ENA|CP001918|CP001918.1	ENA|JUNK01000001|JUNK01000001.1	98.4375	98.4375	0.0010	0.0006	0.58594	3	0.0194	557
ENA|FN543502|FN543502.1	ENA|U00096|U00096.3	78.2902	86.6195	0.3133	0.3555	0.21912	24	0.5241	237
ENA|FN543502|FN543502.1	ENA|BA000007|BA000007.3	76.4320	87.4423	0.2445	0.2375	0.23201	25	0.4407	302
ENA|FN543502|FN543502.1	ENA|AP009048|AP009048.1	78.5409	86.7154	0.2999	0.3425	0.22167	23	0.5141	242
ENA|FN543502|FN543502.1	ENA|AE014075|AE014075.1	81.5237	87.8830	0.2052	0.2080	0.24238	24	0.4137	309
ENA|FN543502|FN543502.1	ENA|CP000243|CP000243.1	80.3840	88.5989	0.2057	0.2164	0.22635	26	0.4625	287
ENA|FN543502|FN543502.1	ENA|AM946981|AM946981.2	77.9088	86.7649	0.2822	0.3304	0.22795	22	0.4756	269
ENA|FN543502|FN543502.1	ENA|AE005674|AE005674.2	77.9807	87.8105	0.1473	0.1702	0.29129	15	0.3069	323
ENA|FN543502|FN543502.1	ENA|CP000038|CP000038.1	79.8345	87.5008	0.2111	0.2334	0.24894	25	0.4189	283
ENA|FN543502|FN543502.1	ENA|CU928158|CU928158.2	81.3958	88.7526	0.1175	0.1378	0.29923	18	0.2998	334
ENA|FN543502|FN543502.1	ENA|AE006468|AE006468.2	81.5129	87.2646	0.2910	0.3229	0.21351	21	0.5173	265
ENA|FN543502|FN543502.1	ENA|AL513382|AL513382.1	81.8094	87.1757	0.2420	0.2724	0.23558	23	0.4593	279
ENA|FN543502|FN543502.1	ENA|CP000647|CP000647.1	83.4350	86.9760	0.1852	0.1815	0.27374	18	0.4107	254
ENA|FN543502|FN543502.1	ENA|CP001918|CP001918.1	81.0290	87.2526	0.1572	0.1555	0.29714	14	0.3575	266
ENA|FN543502|FN543502.1	ENA|FN543502|FN543502.1	99.9999	99.9999	0.9979	0.9979	0.20803	14	0.9506	381
