query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	synteny_score	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate
NZ_CP050272.1	NZ_CP085091.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP071434.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	84	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP071433.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	80	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP071435.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	81	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP071431.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	80	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP071414.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	84	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP117955.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP036550.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP098482.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP069563.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP131534.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP157286.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	1	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP065380.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP186690.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	1	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP030777.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	1	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP170812.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CM151391.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP029705.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP027007.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP029703.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP072028.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP046514.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	20	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP026999.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	20	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP072500.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	20	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP010453.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	15	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP143939.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	20	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP102289.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP097279.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_JADNJF010000010.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	5	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_JADNLD010000100.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	5	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_JAQEFF010000001.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	5	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_AP019720.1	99.4902	99.6032	0.9752	0.9843	0.02620	14	0.9936	13	0.176	0.9761	99.3802	99.6668	0.3068	3.44	AlfI:99.62,AloI:99.81,BcgI:99.51,FalI:99.61	2113	14	2086	1238	145.92857142857142	ok	99.4902	gamma
NZ_CP044493.1	NZ_CP133475.1	99.4852	99.6015	0.9747	0.9838	0.02626	14	0.9936	13	0.170	0.9760	99.3802	99.6645	0.3068	3.46	AlfI:99.60,AloI:99.81,BcgI:99.51,FalI:99.61	2109	14	2086	1234	145.5	ok	99.4852	gamma
NZ_CP044493.1	NZ_CP044221.1	99.1609	99.4044	0.9593	0.9883	0.03273	8	0.9964	7	0.200	0.9641	99.0136	99.5225	0.0884	0.37	AlfI:99.41,AloI:99.35,BcgI:99.34,FalI:99.43	2042	8	2059	1107	241.625	ok	99.1609	gamma
NZ_CP044493.1	NZ_CM170107.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP098924.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP126309.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CM178757.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP024593.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP084119.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP084137.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP077126.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP084131.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP084142.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP085094.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP104882.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP093913.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP085090.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP085091.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP071434.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	84	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP071433.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	81	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP071435.1	89.6421	89.6421	0.0172	0.0135	1.57922	1	1.0000	0	inf	0.2833	88.9730	94.0479	3.4609	0.13	AlfI:89.24,AloI:87.01,BcgI:89.99,FalI:90.47	84	1	28	7	7	INCONSISTENT	89.6421	uniform_fallback
NZ_CP044493.1	NZ_CP071431.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	83	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP071414.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	85	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP117955.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP036550.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP098482.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP069563.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP131534.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP157286.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	1	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP065380.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	2	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP186690.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	1	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP030777.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	1	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP170812.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CM151391.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP029705.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP027007.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP029703.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP072028.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP046514.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	20	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP026999.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	20	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP072500.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	20	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP010453.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	15	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP143939.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	20	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP102289.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	1	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_CP097279.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	1	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_JADNJF010000010.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	5	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_JADNLD010000100.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	5	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP044493.1	NZ_JAQEFF010000001.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	5	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP133475.1	99.9950	99.9950	0.9987	0.9987	0.00284	16	0.9930	15	0.070	0.9997	99.9999	99.9937	0.0180	0.44	AlfI:99.98,AloI:100.00,BcgI:100.00,FalI:100.00	2210	16	2104	1926	134.875	ok	99.9950	gamma
NZ_AP019720.1	NZ_CP044221.1	99.3320	99.4213	0.9689	0.9770	0.03207	11	0.9949	10	0.416	0.9651	99.1954	99.4884	0.0501	0.13	AlfI:99.39,AloI:99.40,BcgI:99.41,FalI:99.44	2068	11	2057	1103	179.1818181818182	ok	99.3320	gamma
NZ_AP019720.1	NZ_CM170107.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP098924.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP126309.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CM178757.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP024593.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP084119.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP084137.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP077126.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP084131.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP084142.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP085094.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP104882.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP093913.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP085090.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP085091.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP071434.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	84	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP071433.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	81	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP071435.1	89.4503	89.4503	0.0172	0.0135	1.57903	1	1.0000	0	inf	0.2749	88.7585	94.0479	2.9761	0.10	AlfI:89.24,AloI:87.01,BcgI:89.99,FalI:89.87	84	1	29	7	7	INCONSISTENT	89.4503	uniform_fallback
NZ_AP019720.1	NZ_CP071431.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	82	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP071414.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	85	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP117955.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP036550.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP098482.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_AP019720.1	NZ_CP069563.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
