query	reference	enzyme	tag_len	body_len	n_miss	hist
NZ_CM170107.1	NZ_CP126309.1	BplI	27	21	58	356,71,12
NZ_CM170107.1	NZ_CP126309.1	BsaXI	27	21	98	909,142,28
NZ_CM170107.1	NZ_CP126309.1	Bsp24I	27	21	34	484,77,12
NZ_CM170107.1	NZ_CP126309.1	CjeI	28	23	215	2024,336,49
NZ_CM170107.1	NZ_CP126309.1	CjePI	27	22	213	2608,433,76
NZ_CM170107.1	NZ_CP126309.1	FalI	27	21	69	626,84,13
NZ_CM170107.1	NZ_CP126309.1	PpiI	28	21	29	210,20,3
NZ_CM170107.1	NZ_CP126309.1	PsrI	27	20	17	159,25,2
NZ_CP050272.1	NZ_CP084137.1	BcgI	32	26	0	0,5,0
NZ_CP050272.1	NZ_CP084137.1	BsaXI	27	21	10	0,0,0
NZ_CP050272.1	NZ_CP084137.1	Bsp24I	27	21	5	0,0,5
NZ_CP050272.1	NZ_CP084137.1	CjeI	28	23	15	0,5,10
NZ_CP050272.1	NZ_CP084137.1	CjePI	27	22	20	0,0,5
NZ_CP050272.1	NZ_CP084137.1	FalI	27	21	10	0,0,5
NZ_CP044493.1	NZ_CP084137.1	BcgI	32	26	0	0,5,0
NZ_CP044493.1	NZ_CP084137.1	BsaXI	27	21	10	0,0,0
NZ_CP044493.1	NZ_CP084137.1	Bsp24I	27	21	5	0,0,5
NZ_CP044493.1	NZ_CP084137.1	CjeI	28	23	15	0,5,10
NZ_CP044493.1	NZ_CP084137.1	CjePI	27	22	20	0,0,5
NZ_CP044493.1	NZ_CP084137.1	FalI	27	21	10	0,0,5
NZ_AP019720.1	NZ_CP084137.1	BcgI	32	26	0	0,5,0
NZ_AP019720.1	NZ_CP084137.1	BsaXI	27	21	10	0,0,0
NZ_AP019720.1	NZ_CP084137.1	Bsp24I	27	21	5	0,0,5
NZ_AP019720.1	NZ_CP084137.1	CjeI	28	23	15	0,5,10
NZ_AP019720.1	NZ_CP084137.1	CjePI	27	22	20	0,0,5
NZ_AP019720.1	NZ_CP084137.1	FalI	27	21	10	0,0,5
NZ_CP133475.1	NZ_CP084137.1	BcgI	32	26	0	0,5,0
NZ_CP133475.1	NZ_CP084137.1	BsaXI	27	21	10	0,0,0
NZ_CP133475.1	NZ_CP084137.1	Bsp24I	27	21	5	0,0,5
NZ_CP133475.1	NZ_CP084137.1	CjeI	28	23	15	0,5,10
NZ_CP133475.1	NZ_CP084137.1	CjePI	27	22	20	0,0,5
NZ_CP133475.1	NZ_CP084137.1	FalI	27	21	10	0,0,5
NZ_CP044221.1	NZ_CP084137.1	BcgI	32	26	0	0,5,0
NZ_CP044221.1	NZ_CP084137.1	BsaXI	27	21	10	0,0,0
NZ_CP044221.1	NZ_CP084137.1	Bsp24I	27	21	5	0,5,0
NZ_CP044221.1	NZ_CP084137.1	CjeI	28	23	15	0,10,5
NZ_CP044221.1	NZ_CP084137.1	CjePI	27	22	20	0,5,0
NZ_CP044221.1	NZ_CP084137.1	FalI	27	21	10	0,0,5
NZ_CM170107.1	NZ_CP098924.1	AlfI	32	26	48	564,115,17
NZ_CM170107.1	NZ_CP098924.1	AloI	27	20	31	262,35,7
NZ_CM170107.1	NZ_CP098924.1	BcgI	32	26	141	1457,310,53
NZ_CM170107.1	NZ_CP098924.1	BplI	27	21	41	381,66,11
NZ_CM170107.1	NZ_CP098924.1	BsaXI	27	21	93	909,158,26
NZ_CM170107.1	NZ_CP098924.1	Bsp24I	27	21	31	481,82,18
NZ_CM170107.1	NZ_CP098924.1	CjeI	28	23	219	2014,361,60
NZ_CM170107.1	NZ_CP098924.1	CjePI	27	22	214	2586,441,91
NZ_CM170107.1	NZ_CP098924.1	FalI	27	21	61	595,110,27
NZ_CM170107.1	NZ_CP098924.1	PpiI	28	21	33	206,25,2
NZ_CM170107.1	NZ_CP098924.1	PsrI	27	20	16	159,28,5
NZ_CP050272.1	NZ_CP044221.1	AlfI	32	26	21	267,41,5
NZ_CP050272.1	NZ_CP044221.1	AloI	27	20	5	125,10,2
NZ_CP050272.1	NZ_CP044221.1	BcgI	32	26	14	277,39,7
NZ_CP050272.1	NZ_CP044221.1	BplI	27	21	8	125,11,5
NZ_CP050272.1	NZ_CP044221.1	BsaXI	27	21	28	337,44,4
NZ_CP050272.1	NZ_CP044221.1	Bsp24I	27	21	20	476,55,3
NZ_CP050272.1	NZ_CP044221.1	CjeI	28	23	92	2290,286,36
NZ_CP050272.1	NZ_CP044221.1	CjePI	27	22	118	2454,252,32
NZ_CP050272.1	NZ_CP044221.1	FalI	27	21	55	986,100,18
NZ_CP050272.1	NZ_CP044221.1	PpiI	28	21	1	83,12,0
NZ_CP050272.1	NZ_CP044221.1	PsrI	27	20	7	112,8,1
NZ_CP044493.1	NZ_CP044221.1	AlfI	32	26	22	287,36,2
NZ_CP044493.1	NZ_CP044221.1	AloI	27	20	8	119,11,1
NZ_CP044493.1	NZ_CP044221.1	BcgI	32	26	27	289,30,4
NZ_CP044493.1	NZ_CP044221.1	BplI	27	21	14	125,7,0
NZ_CP044493.1	NZ_CP044221.1	BsaXI	27	21	22	358,38,6
NZ_CP044493.1	NZ_CP044221.1	Bsp24I	27	21	22	480,60,4
NZ_CP044493.1	NZ_CP044221.1	CjeI	28	23	100	2397,269,34
NZ_CP044493.1	NZ_CP044221.1	CjePI	27	22	120	2551,261,38
NZ_CP044493.1	NZ_CP044221.1	FalI	27	21	48	1058,81,18
NZ_CP044493.1	NZ_CP044221.1	PpiI	28	21	5	84,9,1
NZ_CP044493.1	NZ_CP044221.1	PsrI	27	20	8	115,10,1
NZ_AP019720.1	NZ_CP044221.1	AlfI	32	26	19	281,39,2
NZ_AP019720.1	NZ_CP044221.1	AloI	27	20	7	123,11,1
NZ_AP019720.1	NZ_CP044221.1	BcgI	32	26	19	292,34,4
NZ_AP019720.1	NZ_CP044221.1	BplI	27	21	9	128,11,1
NZ_AP019720.1	NZ_CP044221.1	BsaXI	27	21	20	372,43,3
NZ_AP019720.1	NZ_CP044221.1	Bsp24I	27	21	20	490,58,2
NZ_AP019720.1	NZ_CP044221.1	CjeI	28	23	89	2465,248,28
NZ_AP019720.1	NZ_CP044221.1	CjePI	27	22	97	2599,257,27
NZ_AP019720.1	NZ_CP044221.1	FalI	27	21	44	1058,97,15
NZ_AP019720.1	NZ_CP044221.1	PpiI	28	21	4	86,12,2
NZ_AP019720.1	NZ_CP044221.1	PsrI	27	20	11	118,7,2
NZ_CP133475.1	NZ_CP044221.1	AlfI	32	26	19	280,38,2
NZ_CP133475.1	NZ_CP044221.1	AloI	27	20	7	123,11,1
NZ_CP133475.1	NZ_CP044221.1	BcgI	32	26	19	292,34,4
NZ_CP133475.1	NZ_CP044221.1	BplI	27	21	9	127,11,1
NZ_CP133475.1	NZ_CP044221.1	BsaXI	27	21	20	371,43,3
NZ_CP133475.1	NZ_CP044221.1	Bsp24I	27	21	20	490,58,2
NZ_CP133475.1	NZ_CP044221.1	CjeI	28	23	89	2464,248,28
NZ_CP133475.1	NZ_CP044221.1	CjePI	27	22	97	2598,257,27
NZ_CP133475.1	NZ_CP044221.1	FalI	27	21	44	1058,96,15
NZ_CP133475.1	NZ_CP044221.1	PpiI	28	21	4	86,12,2
NZ_CP133475.1	NZ_CP044221.1	PsrI	27	20	11	117,7,1
NZ_CP050272.1	NZ_CP077126.1	BcgI	32	26	0	0,5,0
NZ_CP050272.1	NZ_CP077126.1	BsaXI	27	21	10	0,0,0
NZ_CP050272.1	NZ_CP077126.1	Bsp24I	27	21	5	0,0,5
NZ_CP050272.1	NZ_CP077126.1	CjeI	28	23	15	0,5,10
NZ_CP050272.1	NZ_CP077126.1	CjePI	27	22	20	0,0,5
NZ_CP050272.1	NZ_CP077126.1	FalI	27	21	10	0,0,5
NZ_CP044493.1	NZ_CP077126.1	BcgI	32	26	0	0,5,0
NZ_CP044493.1	NZ_CP077126.1	BsaXI	27	21	10	0,0,0
NZ_CP044493.1	NZ_CP077126.1	Bsp24I	27	21	5	0,0,5
NZ_CP044493.1	NZ_CP077126.1	CjeI	28	23	15	0,5,10
NZ_CP044493.1	NZ_CP077126.1	CjePI	27	22	20	0,0,5
NZ_CP044493.1	NZ_CP077126.1	FalI	27	21	10	0,0,5
NZ_AP019720.1	NZ_CP077126.1	BcgI	32	26	0	0,5,0
NZ_AP019720.1	NZ_CP077126.1	BsaXI	27	21	10	0,0,0
NZ_AP019720.1	NZ_CP077126.1	Bsp24I	27	21	5	0,0,5
NZ_AP019720.1	NZ_CP077126.1	CjeI	28	23	15	0,5,10
NZ_AP019720.1	NZ_CP077126.1	CjePI	27	22	20	0,0,5
NZ_AP019720.1	NZ_CP077126.1	FalI	27	21	10	0,0,5
NZ_CP133475.1	NZ_CP077126.1	BcgI	32	26	0	0,5,0
NZ_CP133475.1	NZ_CP077126.1	BsaXI	27	21	10	0,0,0
NZ_CP133475.1	NZ_CP077126.1	Bsp24I	27	21	5	0,0,5
NZ_CP133475.1	NZ_CP077126.1	CjeI	28	23	15	0,5,10
NZ_CP133475.1	NZ_CP077126.1	CjePI	27	22	20	0,0,5
NZ_CP133475.1	NZ_CP077126.1	FalI	27	21	10	0,0,5
NZ_CP044221.1	NZ_CP077126.1	BcgI	32	26	0	0,5,0
NZ_CP044221.1	NZ_CP077126.1	BsaXI	27	21	10	0,0,0
NZ_CP044221.1	NZ_CP077126.1	Bsp24I	27	21	5	0,5,0
NZ_CP044221.1	NZ_CP077126.1	CjeI	28	23	15	0,10,5
NZ_CP044221.1	NZ_CP077126.1	CjePI	27	22	20	0,5,0
NZ_CP044221.1	NZ_CP077126.1	FalI	27	21	10	0,0,5
NZ_CP050272.1	NZ_CP084131.1	BcgI	32	26	0	0,5,0
NZ_CP050272.1	NZ_CP084131.1	BsaXI	27	21	10	0,0,0
NZ_CP050272.1	NZ_CP084131.1	Bsp24I	27	21	5	0,0,5
NZ_CP050272.1	NZ_CP084131.1	CjeI	28	23	15	0,5,10
NZ_CP050272.1	NZ_CP084131.1	CjePI	27	22	20	0,0,5
NZ_CP050272.1	NZ_CP084131.1	FalI	27	21	10	0,0,5
NZ_CP044493.1	NZ_CP084131.1	BcgI	32	26	0	0,5,0
NZ_CP044493.1	NZ_CP084131.1	BsaXI	27	21	10	0,0,0
NZ_CP044493.1	NZ_CP084131.1	Bsp24I	27	21	5	0,0,5
NZ_CP044493.1	NZ_CP084131.1	CjeI	28	23	15	0,5,10
NZ_CP044493.1	NZ_CP084131.1	CjePI	27	22	20	0,0,5
NZ_CP044493.1	NZ_CP084131.1	FalI	27	21	10	0,0,5
NZ_AP019720.1	NZ_CP084131.1	BcgI	32	26	0	0,5,0
NZ_AP019720.1	NZ_CP084131.1	BsaXI	27	21	10	0,0,0
NZ_AP019720.1	NZ_CP084131.1	Bsp24I	27	21	5	0,0,5
NZ_AP019720.1	NZ_CP084131.1	CjeI	28	23	15	0,5,10
NZ_AP019720.1	NZ_CP084131.1	CjePI	27	22	20	0,0,5
NZ_AP019720.1	NZ_CP084131.1	FalI	27	21	10	0,0,5
NZ_CP133475.1	NZ_CP084131.1	BcgI	32	26	0	0,5,0
NZ_CP133475.1	NZ_CP084131.1	BsaXI	27	21	10	0,0,0
NZ_CP133475.1	NZ_CP084131.1	Bsp24I	27	21	5	0,0,5
NZ_CP133475.1	NZ_CP084131.1	CjeI	28	23	15	0,5,10
NZ_CP133475.1	NZ_CP084131.1	CjePI	27	22	20	0,0,5
NZ_CP133475.1	NZ_CP084131.1	FalI	27	21	10	0,0,5
NZ_CP044221.1	NZ_CP084131.1	BcgI	32	26	0	0,5,0
NZ_CP044221.1	NZ_CP084131.1	BsaXI	27	21	10	0,0,0
NZ_CP044221.1	NZ_CP084131.1	Bsp24I	27	21	5	0,5,0
NZ_CP044221.1	NZ_CP084131.1	CjeI	28	23	15	0,10,5
NZ_CP044221.1	NZ_CP084131.1	CjePI	27	22	20	0,5,0
NZ_CP044221.1	NZ_CP084131.1	FalI	27	21	10	0,0,5
NZ_CM170107.1	NZ_CP024593.1	AlfI	32	26	46	578,113,15
NZ_CM170107.1	NZ_CP024593.1	AloI	27	20	33	256,46,8
NZ_CM170107.1	NZ_CP024593.1	BcgI	32	26	142	1491,283,54
NZ_CM170107.1	NZ_CP024593.1	BplI	27	21	48	389,66,7
NZ_CM170107.1	NZ_CP024593.1	BsaXI	27	21	104	914,162,20
NZ_CM170107.1	NZ_CP024593.1	Bsp24I	27	21	29	495,76,19
NZ_CM170107.1	NZ_CP024593.1	CjeI	28	23	193	2076,347,58
NZ_CM170107.1	NZ_CP024593.1	CjePI	27	22	224	2662,401,87
NZ_CM170107.1	NZ_CP024593.1	FalI	27	21	69	631,78,21
NZ_CM170107.1	NZ_CP024593.1	PpiI	28	21	35	201,31,3
NZ_CM170107.1	NZ_CP024593.1	PsrI	27	20	16	163,27,2
NZ_CP050272.1	NZ_CP084142.1	BcgI	32	26	0	0,5,0
NZ_CP050272.1	NZ_CP084142.1	BsaXI	27	21	10	0,0,0
NZ_CP050272.1	NZ_CP084142.1	Bsp24I	27	21	5	0,0,5
NZ_CP050272.1	NZ_CP084142.1	CjeI	28	23	15	0,5,10
NZ_CP050272.1	NZ_CP084142.1	CjePI	27	22	20	0,0,5
NZ_CP050272.1	NZ_CP084142.1	FalI	27	21	10	0,0,5
NZ_CP044493.1	NZ_CP084142.1	BcgI	32	26	0	0,5,0
NZ_CP044493.1	NZ_CP084142.1	BsaXI	27	21	10	0,0,0
NZ_CP044493.1	NZ_CP084142.1	Bsp24I	27	21	5	0,0,5
NZ_CP044493.1	NZ_CP084142.1	CjeI	28	23	15	0,5,10
NZ_CP044493.1	NZ_CP084142.1	CjePI	27	22	20	0,0,5
NZ_CP044493.1	NZ_CP084142.1	FalI	27	21	10	0,0,5
NZ_AP019720.1	NZ_CP084142.1	BcgI	32	26	0	0,5,0
NZ_AP019720.1	NZ_CP084142.1	BsaXI	27	21	10	0,0,0
NZ_AP019720.1	NZ_CP084142.1	Bsp24I	27	21	5	0,0,5
NZ_AP019720.1	NZ_CP084142.1	CjeI	28	23	15	0,5,10
NZ_AP019720.1	NZ_CP084142.1	CjePI	27	22	20	0,0,5
NZ_AP019720.1	NZ_CP084142.1	FalI	27	21	10	0,0,5
NZ_CP133475.1	NZ_CP084142.1	BcgI	32	26	0	0,5,0
NZ_CP133475.1	NZ_CP084142.1	BsaXI	27	21	10	0,0,0
NZ_CP133475.1	NZ_CP084142.1	Bsp24I	27	21	5	0,0,5
NZ_CP133475.1	NZ_CP084142.1	CjeI	28	23	15	0,5,10
NZ_CP133475.1	NZ_CP084142.1	CjePI	27	22	20	0,0,5
NZ_CP133475.1	NZ_CP084142.1	FalI	27	21	10	0,0,5
NZ_CP044221.1	NZ_CP084142.1	BcgI	32	26	0	0,5,0
NZ_CP044221.1	NZ_CP084142.1	BsaXI	27	21	10	0,0,0
NZ_CP044221.1	NZ_CP084142.1	Bsp24I	27	21	5	0,5,0
NZ_CP044221.1	NZ_CP084142.1	CjeI	28	23	15	0,10,5
NZ_CP044221.1	NZ_CP084142.1	CjePI	27	22	20	0,5,0
NZ_CP044221.1	NZ_CP084142.1	FalI	27	21	10	0,0,5
NZ_CP050272.1	NZ_CP084119.1	BcgI	32	26	0	0,5,0
NZ_CP050272.1	NZ_CP084119.1	BsaXI	27	21	10	0,0,0
NZ_CP050272.1	NZ_CP084119.1	Bsp24I	27	21	5	0,0,5
NZ_CP050272.1	NZ_CP084119.1	CjeI	28	23	15	0,5,10
NZ_CP050272.1	NZ_CP084119.1	CjePI	27	22	20	0,0,5
NZ_CP050272.1	NZ_CP084119.1	FalI	27	21	10	0,0,5
NZ_CP044493.1	NZ_CP084119.1	BcgI	32	26	0	0,5,0
NZ_CP044493.1	NZ_CP084119.1	BsaXI	27	21	10	0,0,0
NZ_CP044493.1	NZ_CP084119.1	Bsp24I	27	21	5	0,0,5
NZ_CP044493.1	NZ_CP084119.1	CjeI	28	23	15	0,5,10
NZ_CP044493.1	NZ_CP084119.1	CjePI	27	22	20	0,0,5
NZ_CP044493.1	NZ_CP084119.1	FalI	27	21	10	0,0,5
NZ_AP019720.1	NZ_CP084119.1	BcgI	32	26	0	0,5,0
NZ_AP019720.1	NZ_CP084119.1	BsaXI	27	21	10	0,0,0
NZ_AP019720.1	NZ_CP084119.1	Bsp24I	27	21	5	0,0,5
NZ_AP019720.1	NZ_CP084119.1	CjeI	28	23	15	0,5,10
NZ_AP019720.1	NZ_CP084119.1	CjePI	27	22	20	0,0,5
NZ_AP019720.1	NZ_CP084119.1	FalI	27	21	10	0,0,5
NZ_CP133475.1	NZ_CP084119.1	BcgI	32	26	0	0,5,0
NZ_CP133475.1	NZ_CP084119.1	BsaXI	27	21	10	0,0,0
NZ_CP133475.1	NZ_CP084119.1	Bsp24I	27	21	5	0,0,5
NZ_CP133475.1	NZ_CP084119.1	CjeI	28	23	15	0,5,10
NZ_CP133475.1	NZ_CP084119.1	CjePI	27	22	20	0,0,5
NZ_CP133475.1	NZ_CP084119.1	FalI	27	21	10	0,0,5
NZ_CP044221.1	NZ_CP084119.1	BcgI	32	26	0	0,5,0
NZ_CP044221.1	NZ_CP084119.1	BsaXI	27	21	10	0,0,0
NZ_CP044221.1	NZ_CP084119.1	Bsp24I	27	21	5	0,5,0
NZ_CP044221.1	NZ_CP084119.1	CjeI	28	23	15	0,10,5
NZ_CP044221.1	NZ_CP084119.1	CjePI	27	22	20	0,5,0
NZ_CP044221.1	NZ_CP084119.1	FalI	27	21	10	0,0,5
NZ_CP050272.1	NZ_CP071433.1	AlfI	32	26	1	1,0,1
NZ_CP050272.1	NZ_CP071433.1	AloI	27	20	3	0,1,0
NZ_CP050272.1	NZ_CP071433.1	BcgI	32	26	9	5,0,0
NZ_CP050272.1	NZ_CP071433.1	BplI	27	21	8	0,0,0
NZ_CP050272.1	NZ_CP071433.1	BsaXI	27	21	9	7,1,0
NZ_CP050272.1	NZ_CP071433.1	Bsp24I	27	21	11	4,5,0
NZ_CP050272.1	NZ_CP071433.1	CjeI	28	23	50	19,16,4
NZ_CP050272.1	NZ_CP071433.1	CjePI	27	22	55	16,19,1
NZ_CP050272.1	NZ_CP071433.1	FalI	27	21	22	5,5,0
NZ_CP050272.1	NZ_CP071433.1	PpiI	28	21	1	0,0,0
NZ_CP050272.1	NZ_CP071433.1	PsrI	27	20	2	6,0,0
NZ_CP044493.1	NZ_CP071433.1	AlfI	32	26	4	1,0,1
NZ_CP044493.1	NZ_CP071433.1	AloI	27	20	6	0,1,0
NZ_CP044493.1	NZ_CP071433.1	BcgI	32	26	13	5,0,1
NZ_CP044493.1	NZ_CP071433.1	BplI	27	21	8	0,1,0
NZ_CP044493.1	NZ_CP071433.1	BsaXI	27	21	15	7,1,0
NZ_CP044493.1	NZ_CP071433.1	Bsp24I	27	21	16	3,5,1
NZ_CP044493.1	NZ_CP071433.1	CjeI	28	23	76	19,17,6
NZ_CP044493.1	NZ_CP071433.1	CjePI	27	22	75	13,20,5
NZ_CP044493.1	NZ_CP071433.1	FalI	27	21	30	6,5,0
NZ_CP044493.1	NZ_CP071433.1	PpiI	28	21	1	0,0,0
NZ_CP044493.1	NZ_CP071433.1	PsrI	27	20	3	5,0,2
NZ_AP019720.1	NZ_CP071433.1	AlfI	32	26	4	1,0,1
NZ_AP019720.1	NZ_CP071433.1	AloI	27	20	6	0,1,0
NZ_AP019720.1	NZ_CP071433.1	BcgI	32	26	13	5,0,1
NZ_AP019720.1	NZ_CP071433.1	BplI	27	21	8	0,1,0
NZ_AP019720.1	NZ_CP071433.1	BsaXI	27	21	15	7,1,0
NZ_AP019720.1	NZ_CP071433.1	Bsp24I	27	21	16	5,5,1
NZ_AP019720.1	NZ_CP071433.1	CjeI	28	23	71	19,16,5
NZ_AP019720.1	NZ_CP071433.1	CjePI	27	22	75	16,20,5
NZ_AP019720.1	NZ_CP071433.1	FalI	27	21	30	5,5,0
NZ_AP019720.1	NZ_CP071433.1	PpiI	28	21	1	0,0,0
NZ_AP019720.1	NZ_CP071433.1	PsrI	27	20	3	6,0,1
NZ_CP133475.1	NZ_CP071433.1	AlfI	32	26	4	0,0,1
NZ_CP133475.1	NZ_CP071433.1	AloI	27	20	6	0,1,0
NZ_CP133475.1	NZ_CP071433.1	BcgI	32	26	13	5,0,1
NZ_CP133475.1	NZ_CP071433.1	BplI	27	21	6	0,1,0
NZ_CP133475.1	NZ_CP071433.1	BsaXI	27	21	15	6,1,0
NZ_CP133475.1	NZ_CP071433.1	Bsp24I	27	21	16	5,5,1
NZ_CP133475.1	NZ_CP071433.1	CjeI	28	23	71	19,16,5
NZ_CP133475.1	NZ_CP071433.1	CjePI	27	22	73	16,20,5
NZ_CP133475.1	NZ_CP071433.1	FalI	27	21	30	5,5,0
NZ_CP133475.1	NZ_CP071433.1	PpiI	28	21	1	0,0,0
NZ_CP133475.1	NZ_CP071433.1	PsrI	27	20	3	5,0,1
NZ_CP044221.1	NZ_CP071433.1	AlfI	32	26	2	1,0,1
NZ_CP044221.1	NZ_CP071433.1	AloI	27	20	3	0,1,0
NZ_CP044221.1	NZ_CP071433.1	BcgI	32	26	11	5,0,0
NZ_CP044221.1	NZ_CP071433.1	BplI	27	21	8	0,0,0
NZ_CP044221.1	NZ_CP071433.1	BsaXI	27	21	11	7,1,0
NZ_CP044221.1	NZ_CP071433.1	Bsp24I	27	21	13	4,5,0
NZ_CP044221.1	NZ_CP071433.1	CjeI	28	23	61	19,16,5
